date,side,entry_time,exit_time,spx_at_entry,spx_at_exit,short_strike,long_strike,qty,credit_received,spread_value_exit,pnl_earned,win,loss,equity_after,vix_level,indicator_value
20250102,CALL,15:55:00,16:00:00,5864.63,5868.56,5870,5880,3,0.9,0.0,264.0,1,0,50264.0,17.93,"vix1550=18.0,dist=5"
20250102,PUT,15:55:00,16:00:00,5864.63,5868.56,5855,5845,2,0.45,0.0,86.0,1,0,50350.0,17.93,"vix1550=18.0,dist=5"
20250103,CALL,15:55:00,16:00:00,5937.03,5942.48,5945,5955,2,0.2,0.0,36.0,1,0,50386.0,16.13,"vix1550=16.4,dist=5"
20250103,PUT,15:55:00,16:00:00,5937.03,5942.48,5930,5920,2,0.2,0.0,36.0,1,0,50422.0,16.13,"vix1550=16.4,dist=5"
20250106,CALL,15:55:00,16:00:00,5970.99,5975.38,5980,5990,1,0.15,0.0,13.0,1,0,50435.0,16.04,"vix1550=16.4,dist=5"
20250106,PUT,15:55:00,16:00:00,5970.99,5975.38,5965,5955,2,0.3,0.0,56.0,1,0,50491.0,16.04,"vix1550=16.4,dist=5"
20250107,CALL,15:55:00,16:00:00,5907.75,5909.04,5915,5925,2,0.35,0.0,66.0,1,0,50557.0,17.82,"vix1550=18.2,dist=5"
20250107,PUT,15:55:00,16:00:00,5907.75,5909.04,5900,5890,3,0.55,0.0,159.0,1,0,50716.0,17.82,"vix1550=18.2,dist=5"
20250108,CALL,15:55:00,16:00:00,5917.37,5918.22,5925,5935,2,0.25,0.0,46.0,1,0,50762.0,17.7,"vix1550=17.5,dist=5"
20250108,PUT,15:55:00,16:00:00,5917.37,5918.22,5910,5900,2,0.45,0.0,86.0,1,0,50848.0,17.7,"vix1550=17.5,dist=5"
20250110,CALL,15:55:00,16:00:00,5830.57,5827.02,5840,5850,2,0.3,0.0,56.0,1,0,50904.0,19.54,"vix1550=19.6,dist=5"
20250110,PUT,15:55:00,16:00:00,5830.57,5827.02,5825,5815,3,0.75,0.0,219.0,1,0,51123.0,19.54,"vix1550=19.6,dist=5"
20250113,CALL,15:55:00,16:00:00,5833.46,5836.25,5840,5850,2,0.2,0.0,36.0,1,0,51159.0,19.19,"vix1550=19.3,dist=5"
20250113,PUT,15:55:00,16:00:00,5833.46,5836.25,5825,5815,2,0.25,0.0,46.0,1,0,51205.0,19.19,"vix1550=19.3,dist=5"
20250114,CALL,15:55:00,16:00:00,5836.52,5842.9,5845,5855,2,0.2,0.0,36.0,1,0,51241.0,18.71,"vix1550=19.0,dist=5"
20250114,PUT,15:55:00,16:00:00,5836.52,5842.9,5830,5820,2,0.45,0.0,86.0,1,0,51327.0,18.71,"vix1550=19.0,dist=5"
20250115,PUT,15:55:00,16:00:00,5950.15,5949.9,5945,5935,2,0.4,0.0,76.0,1,0,51403.0,16.12,"vix1550=16.2,dist=5"
