date,entry_time,exit_time,spx_at_entry,spx_at_exit,short_strike,long_strike,qty,credit_received,spread_value_exit,pnl_earned,win,loss,equity_after,vix_level,indicator_value
20220504,15:55:00,16:00:00,4301.01,4300.39,4315,4320,5,0.05,0.0,15.0,1,0,50870.0,25.42,
20220506,15:55:00,16:00:00,4123.5,4123.67,4135,4140,5,0.3,0.0,140.0,1,0,51010.0,30.19,
20220513,15:55:00,16:00:00,4014.38,4023.86,4025,4030,5,0.5,0.0,240.0,1,0,51250.0,28.87,
20220516,15:55:00,16:00:00,4007.38,4008.36,4020,4025,5,0.05,0.0,15.0,1,0,51265.0,27.47,
20220517,15:55:00,16:00:00,4081.39,4088.93,4095,4100,5,0.05,0.0,15.0,1,0,51280.0,26.1,
20220519,15:55:00,16:00:00,3903.93,3900.72,3915,3920,5,0.05,0.0,15.0,1,0,51295.0,29.35,
20220526,15:55:00,16:00:00,4059.3,4057.94,4070,4075,5,0.1,0.0,40.0,1,0,51335.0,27.5,
20220615,15:55:00,16:00:00,3793.68,3789.91,3805,3810,5,0.05,0.0,15.0,1,0,51350.0,29.62,
20220630,15:55:00,16:00:00,3770.48,3786.03,3790,3795,5,0.05,0.0,15.0,1,0,51365.0,28.71,
20220705,15:55:00,16:00:00,3826.55,3831.59,3840,3845,5,0.05,0.0,15.0,1,0,51380.0,27.54,
20220706,15:55:00,16:00:00,3839.95,3845.15,3850,3855,5,0.1,0.0,40.0,1,0,51420.0,26.73,
20220713,15:55:00,16:00:00,3806.78,3801.59,3820,3825,5,0.05,0.0,15.0,1,0,51435.0,26.82,
20220907,15:55:00,16:00:00,3977.6,3979.99,3990,3995,5,0.2,0.0,90.0,1,0,51525.0,24.64,
20220914,15:55:00,16:00:00,3939.65,3946.14,3950,3955,5,0.45,0.0,215.0,1,0,51740.0,26.16,
20220916,15:55:00,16:00:00,3874.05,3873.44,3885,3890,5,0.1,0.0,40.0,1,0,51780.0,26.3,
20220919,15:55:00,16:00:00,3895.56,3900.0,3910,3915,5,0.05,0.0,15.0,1,0,51795.0,25.76,
20220928,15:55:00,16:00:00,3727.73,3718.67,3740,3745,5,0.1,0.0,40.0,1,0,51835.0,30.18,
20221003,15:55:00,16:00:00,3675.95,3678.43,3690,3695,5,0.25,0.0,115.0,1,0,51950.0,30.1,
20221004,15:55:00,16:00:00,3789.01,3791.05,3800,3805,5,0.1,0.0,40.0,1,0,51990.0,29.07,
20221012,15:55:00,16:00:00,3581.73,3576.94,3595,3600,5,0.05,0.0,15.0,1,0,52005.0,33.57,
20221013,15:55:00,16:00:00,3673.78,3669.86,3685,3690,5,0.4,0.0,190.0,1,0,52195.0,31.94,
20221017,15:55:00,16:00:00,3678.04,3678.16,3690,3695,5,0.25,0.0,115.0,1,0,52310.0,31.37,
20221107,15:55:00,16:00:00,3804.64,3807.13,3815,3820,5,0.05,0.0,15.0,1,0,52325.0,24.35,
20221108,15:55:00,16:00:00,3831.39,3828.31,3845,3850,5,0.05,0.0,15.0,1,0,52340.0,25.54,
20221110,15:55:00,16:00:00,3953.5,3955.88,3965,3970,5,0.1,0.0,40.0,1,0,52380.0,23.53,
20221111,15:55:00,16:00:00,3994.29,3993.05,4005,4010,5,0.15,0.0,65.0,1,0,52445.0,22.52,
20221230,15:55:00,16:00:00,3836.43,3839.53,3850,3855,5,0.05,0.0,15.0,1,0,52460.0,21.67,
20230201,15:55:00,16:00:00,4117.63,4119.49,4130,4135,5,0.15,0.0,65.0,1,0,52525.0,17.87,
20230203,15:55:00,16:00:00,4137.8,4136.42,4150,4155,5,0.05,0.0,15.0,1,0,52540.0,18.33,
20230207,15:55:00,16:00:00,4168.54,4164.03,4180,4185,5,0.65,0.0,315.0,1,0,52855.0,18.66,
20230313,15:55:00,16:00:00,3856.47,3855.74,3870,3875,5,0.15,0.0,65.0,1,0,52920.0,26.52,
20230316,15:55:00,16:00:00,3954.53,3960.33,3965,3970,5,0.35,0.0,165.0,1,0,53085.0,22.99,
20230320,15:55:00,16:00:00,3949.95,3951.55,3960,3965,5,0.1,0.0,40.0,1,0,53125.0,24.15,
20230323,15:55:00,16:00:00,3951.74,3948.3,3965,3970,5,0.15,0.0,65.0,1,0,53190.0,22.61,
20230324,15:55:00,16:00:00,3959.73,3971.18,3970,3975,5,0.15,1.18,-525.0,0,1,52665.0,21.74,
20230327,15:55:00,16:00:00,3978.78,3977.75,3990,3995,5,0.05,0.0,15.0,1,0,52680.0,20.6,
20230615,15:55:00,16:00:00,4424.82,4426.03,4435,4440,5,0.1,0.0,40.0,1,0,52720.0,14.5,
20240202,15:55:00,16:00:00,4964.45,4958.6,4975,4980,5,0.15,0.0,65.0,1,0,52785.0,13.85,
20240403,15:55:00,16:00:00,5209.33,5211.59,5220,5225,5,0.05,0.0,15.0,1,0,52800.0,14.33,
20240405,15:55:00,16:00:00,5209.15,5204.29,5220,5225,5,0.05,0.0,15.0,1,0,52815.0,16.03,
20240410,15:55:00,16:00:00,5162.64,5160.57,5175,5180,5,0.15,0.0,65.0,1,0,52880.0,15.8,
20240416,15:55:00,16:00:00,5059.84,5051.33,5070,5075,5,0.2,0.0,90.0,1,0,52970.0,18.4,
20240501,15:55:00,16:00:00,5024.31,5018.36,5035,5040,5,0.3,0.0,140.0,1,0,53110.0,15.39,
20240507,15:55:00,16:00:00,5188.72,5187.69,5200,5205,5,0.05,0.0,15.0,1,0,53125.0,13.23,
20240516,15:55:00,16:00:00,5303.56,5297.12,5315,5320,5,0.05,0.0,15.0,1,0,53140.0,12.42,
20240531,15:55:00,16:00:00,5269.88,5277.8,5280,5285,5,0.05,0.0,15.0,1,0,53155.0,12.92,
20240604,15:55:00,16:00:00,5289.54,5291.32,5300,5305,5,0.2,0.0,90.0,1,0,53245.0,13.16,
20240612,15:55:00,16:00:00,5428.18,5420.96,5440,5445,5,0.05,0.0,15.0,1,0,53260.0,12.04,
20240617,15:55:00,16:00:00,5473.81,5473.3,5485,5490,5,0.05,0.0,15.0,1,0,53275.0,12.75,
20240621,15:55:00,16:00:00,5468.63,5464.72,5480,5485,5,0.1,0.0,40.0,1,0,53315.0,13.2,
20240624,15:55:00,16:00:00,5454.37,5447.85,5465,5470,5,0.05,0.0,15.0,1,0,53330.0,13.33,
20240712,15:55:00,16:00:00,5618.71,5615.39,5630,5635,5,0.25,0.0,115.0,1,0,53445.0,12.46,
20240726,15:55:00,16:00:00,5447.47,5459.1,5460,5465,5,0.2,0.0,90.0,1,0,53535.0,16.39,
20240731,15:55:00,16:00:00,5526.59,5522.28,5540,5545,5,0.25,0.0,115.0,1,0,53650.0,16.36,
20240805,15:55:00,16:00:00,5175.26,5186.48,5190,5195,5,0.15,0.0,65.0,1,0,53715.0,38.57,
20240806,15:55:00,16:00:00,5245.57,5239.85,5260,5265,5,0.35,0.0,165.0,1,0,53880.0,27.71,
20240808,15:55:00,16:00:00,5310.61,5319.3,5325,5330,5,0.25,0.0,115.0,1,0,53995.0,23.79,
20240809,15:55:00,16:00:00,5338.58,5344.17,5350,5355,5,0.1,0.0,40.0,1,0,54035.0,20.37,
20240813,15:55:00,16:00:00,5429.18,5434.42,5440,5445,5,0.05,0.0,15.0,1,0,54050.0,18.12,
20240820,15:55:00,16:00:00,5596.57,5597.09,5610,5615,5,0.05,0.0,15.0,1,0,54065.0,15.88,
20240823,15:55:00,16:00:00,5632.53,5634.61,5645,5650,5,0.1,0.0,40.0,1,0,54105.0,15.86,
20240830,15:55:00,16:00:00,5646.1,5648.21,5660,5665,5,0.05,0.0,15.0,1,0,54120.0,15.0,
20240904,15:55:00,16:00:00,5521.67,5520.01,5535,5540,5,0.15,0.0,65.0,1,0,54185.0,21.32,
20240910,15:55:00,16:00:00,5493.88,5495.54,5505,5510,5,0.05,0.0,15.0,1,0,54200.0,19.08,
20240913,15:55:00,16:00:00,5627.77,5626.03,5640,5645,5,0.05,0.0,15.0,1,0,54215.0,16.56,
20240919,15:55:00,16:00:00,5713.28,5713.64,5725,5730,5,0.1,0.0,40.0,1,0,54255.0,16.33,
20240920,15:55:00,16:00:00,5703.46,5702.63,5715,5720,5,0.3,0.0,140.0,1,0,54395.0,16.15,
20240930,15:55:00,16:00:00,5760.21,5762.4,5775,5780,5,0.1,0.0,40.0,1,0,54435.0,16.73,
20241004,15:55:00,16:00:00,5749.03,5751.07,5760,5765,5,0.05,0.0,15.0,1,0,54450.0,19.21,
20241008,15:55:00,16:00:00,5754.17,5751.15,5765,5770,5,0.1,0.0,40.0,1,0,54490.0,21.42,
20241009,15:55:00,16:00:00,5794.41,5792.04,5805,5810,5,0.15,0.0,65.0,1,0,54555.0,20.86,
20241106,15:55:00,16:00:00,5928.99,5928.91,5940,5945,5,0.05,0.0,15.0,1,0,54570.0,16.27,
20241108,15:55:00,16:00:00,5994.58,5995.6,6005,6010,5,0.05,0.0,15.0,1,0,54585.0,14.94,
20241220,15:55:00,16:00:00,5927.05,5931.01,5940,5945,5,0.6,0.0,290.0,1,0,54875.0,18.36,
20241230,15:55:00,16:00:00,5921.21,5906.93,5935,5940,5,0.1,0.0,40.0,1,0,54915.0,17.4,
20250115,15:55:00,16:00:00,5949.59,5949.9,5960,5965,5,0.05,0.0,15.0,1,0,54930.0,16.12,
20250117,15:55:00,16:00:00,5999.09,5996.71,6010,6015,5,0.1,0.0,40.0,1,0,54970.0,15.97,
20250127,15:55:00,16:00:00,6004.52,6012.31,6015,6020,5,0.05,0.0,15.0,1,0,54985.0,17.9,
20250203,15:55:00,16:00:00,5998.71,5994.63,6010,6015,5,0.45,0.0,215.0,1,0,55200.0,18.62,
20250228,15:55:00,16:00:00,5947.88,5954.41,5960,5965,5,0.05,0.0,15.0,1,0,55215.0,19.63,
20250305,15:55:00,16:00:00,5847.14,5842.52,5860,5865,5,0.4,0.0,190.0,1,0,55405.0,21.93,
20250307,15:55:00,16:00:00,5777.4,5770.2,5790,5795,5,0.25,0.0,115.0,1,0,55520.0,23.37,
20250314,15:55:00,16:00:00,5641.83,5638.94,5655,5660,5,0.15,0.0,65.0,1,0,55585.0,21.77,
20250317,15:55:00,16:00:00,5681.27,5675.13,5695,5700,5,0.3,0.0,140.0,1,0,55725.0,20.51,
20250319,15:55:00,16:00:00,5675.02,5675.35,5690,5695,5,0.5,0.0,240.0,1,0,55965.0,19.9,
20250324,15:55:00,16:00:00,5769.65,5767.56,5780,5785,5,0.25,0.0,115.0,1,0,56080.0,17.48,
20250331,15:55:00,16:00:00,5615.61,5611.91,5630,5635,5,0.6,0.0,290.0,1,0,56370.0,22.28,
20250401,15:55:00,16:00:00,5628.97,5633.08,5640,5645,5,0.3,0.0,140.0,1,0,56510.0,21.77,
20250402,15:55:00,16:00:00,5676.37,5670.87,5690,5695,5,0.05,0.0,15.0,1,0,56525.0,21.51,
20250411,15:55:00,16:00:00,5367.58,5363.36,5380,5385,5,0.2,0.0,90.0,1,0,56615.0,37.56,
20250415,15:55:00,16:00:00,5397.45,5396.61,5415,5420,5,0.05,0.0,15.0,1,0,56630.0,30.12,
20250422,15:55:00,16:00:00,5281.21,5287.72,5295,5300,5,0.1,0.0,40.0,1,0,56670.0,30.57,
20250423,15:55:00,16:00:00,5384.81,5375.82,5400,5405,5,0.25,0.0,115.0,1,0,56785.0,28.45,
20250424,15:55:00,16:00:00,5486.05,5484.8,5500,5505,5,0.1,0.0,40.0,1,0,56825.0,26.47,
20250428,15:55:00,16:00:00,5536.89,5528.71,5550,5555,5,0.1,0.0,40.0,1,0,56865.0,25.15,
20250429,15:55:00,16:00:00,5561.31,5560.74,5575,5580,5,0.1,0.0,40.0,1,0,56905.0,24.17,
20250430,15:55:00,16:00:00,5577.3,5568.92,5590,5595,5,0.25,0.0,115.0,1,0,57020.0,24.7,
20250501,15:55:00,16:00:00,5612.8,5604.1,5630,5635,5,0.3,0.0,140.0,1,0,57160.0,24.6,
20250502,15:55:00,16:00:00,5683.58,5686.63,5695,5700,5,0.5,0.0,240.0,1,0,57400.0,22.68,
20250507,15:55:00,16:00:00,5629.34,5631.19,5640,5645,5,0.1,0.0,40.0,1,0,57440.0,23.55,
20250508,15:55:00,16:00:00,5665.59,5664.12,5680,5685,5,0.45,0.0,215.0,1,0,57655.0,22.48,
20250513,15:55:00,16:00:00,5888.51,5886.55,5900,5905,5,0.2,0.0,90.0,1,0,57745.0,18.22,
20250514,15:55:00,16:00:00,5894.8,5892.58,5905,5910,5,0.1,0.0,40.0,1,0,57785.0,18.62,
20250515,15:55:00,16:00:00,5908.37,5916.93,5920,5925,5,0.1,0.0,40.0,1,0,57825.0,17.83,
20250522,15:55:00,16:00:00,5845.11,5842.01,5860,5865,5,0.3,0.0,140.0,1,0,57965.0,20.28,
20250523,15:55:00,16:00:00,5799.08,5802.83,5810,5815,5,0.45,0.0,215.0,1,0,58180.0,22.29,
20250530,15:55:00,16:00:00,5917.12,5911.62,5930,5935,5,0.05,0.0,15.0,1,0,58195.0,18.57,
20250606,15:55:00,16:00:00,6003.66,6000.32,6015,6020,5,0.05,0.0,15.0,1,0,58210.0,16.77,
20250618,15:55:00,16:00:00,5982.31,5980.85,5995,6000,5,0.05,0.0,15.0,1,0,58225.0,20.14,
20250630,15:55:00,16:00:00,6209.13,6204.94,6220,6225,5,0.5,0.0,240.0,1,0,58465.0,16.73,
20250822,15:55:00,16:00:00,6463.57,6466.9,6475,6480,5,0.05,0.0,15.0,1,0,58480.0,14.22,
20250912,15:55:00,16:00:00,6589.7,6584.29,6600,6605,5,0.05,0.0,15.0,1,0,58495.0,14.76,
20250917,15:55:00,16:00:00,6602.27,6600.42,6615,6620,5,0.1,0.0,40.0,1,0,58535.0,15.72,
20250919,15:55:00,16:00:00,6668.61,6664.41,6680,6685,5,0.05,0.0,15.0,1,0,58550.0,15.45,
20250930,15:55:00,16:00:00,6689.75,6688.43,6700,6705,5,0.05,0.0,15.0,1,0,58565.0,16.28,
20251014,15:55:00,16:00:00,6640.74,6644.31,6655,6660,5,0.1,0.0,40.0,1,0,58605.0,20.81,
20251110,15:55:00,16:00:00,6833.62,6832.47,6845,6850,5,0.3,0.0,140.0,1,0,58745.0,17.6,
20251119,15:55:00,16:00:00,6647.76,6642.2,6660,6665,5,0.05,0.0,15.0,1,0,58760.0,23.66,
20251121,15:55:00,16:00:00,6599.37,6602.96,6610,6615,6,0.85,0.0,498.0,1,0,59258.0,23.43,
20251124,15:55:00,16:00:00,6712.29,6705.08,6725,6730,5,0.05,0.0,15.0,1,0,59273.0,20.52,
20251209,15:55:00,16:00:00,6839.8,6840.52,6850,6855,5,0.05,0.0,15.0,1,0,59288.0,16.93,
20251218,15:55:00,16:00:00,6780.28,6774.76,6795,6800,5,0.15,0.0,65.0,1,0,59353.0,16.87,
20260121,15:55:00,16:00:00,6874.72,6875.63,6885,6890,5,0.15,0.0,65.0,1,0,59418.0,16.9,
20260206,15:55:00,16:00:00,6937.06,6932.25,6950,6955,5,0.2,0.0,90.0,1,0,59508.0,17.76,
20260213,15:55:00,16:00:00,6830.7,6836.16,6845,6850,5,0.2,0.0,90.0,1,0,59598.0,20.6,
20260218,15:55:00,16:00:00,6887.62,6881.32,6900,6905,5,0.05,0.0,15.0,1,0,59613.0,19.62,
20260227,15:55:00,16:00:00,6869.15,6878.88,6880,6885,5,0.25,0.0,115.0,1,0,59728.0,19.86,
20260309,15:55:00,16:00:00,6788.12,6795.9,6800,6805,5,0.05,0.0,15.0,1,0,59743.0,25.5,
20260323,15:55:00,16:00:00,6587.84,6581.04,6600,6605,5,0.2,0.0,90.0,1,0,59833.0,26.15,
20260324,15:55:00,16:00:00,6553.24,6556.33,6565,6570,5,0.05,0.0,15.0,1,0,59848.0,26.95,
