date,side,entry_time,exit_time,spx_at_entry,spx_at_exit,short_strike,long_strike,qty,credit_received,spread_value_exit,pnl_earned,win,loss,equity_after,vix_level,indicator_value
20220105,CALL,15:52:00,16:00:00,4710.92,4700.67,4715,4720,8,0.95,0.0,744.0,1,0,50744.0,19.73,"vix1550=19.5,dist=3"
20220118,PUT,15:52:00,15:54:00,4577.65,4568.97,4570,4565,8,0.65,1.15,-416.0,0,1,50328.0,22.79,"vix1550=22.6,dist=5,TOUCH@15:54"
20220118,CALL,15:52:00,16:00:00,4577.65,4577.34,4585,4590,7,0.6,0.0,406.0,1,0,50734.0,22.79,"vix1550=22.6,dist=5"
20220119,CALL,15:52:00,16:00:00,4545.42,4532.89,4555,4560,5,0.35,0.0,165.0,1,0,50899.0,23.85,"vix1550=23.5,dist=5"
20220131,CALL,15:52:00,15:57:00,4509.22,4515.61,4515,4520,8,0.9,1.85,-776.0,0,1,50123.0,24.83,"vix1550=24.9,dist=5,TOUCH@15:57"
20220131,PUT,15:52:00,16:00:00,4509.22,4515.45,4500,4495,8,0.65,0.0,504.0,1,0,50627.0,24.83,"vix1550=24.9,dist=5"
20220204,PUT,15:52:00,15:59:00,4512.46,4499.81,4505,4500,7,0.6,1.75,-819.0,0,1,49808.0,23.22,"vix1550=22.8,dist=5,TOUCH@15:59"
20220204,CALL,15:52:00,16:00:00,4512.46,4500.61,4520,4525,8,0.8,0.0,624.0,1,0,50432.0,23.22,"vix1550=22.8,dist=5"
20220318,CALL,15:52:00,16:00:00,4457.28,4463.08,4465,4470,7,0.55,0.0,371.0,1,0,50803.0,23.87,"vix1550=24.0,dist=5"
20220318,PUT,15:52:00,16:00:00,4457.28,4463.08,4450,4445,7,0.6,0.0,406.0,1,0,51209.0,23.87,"vix1550=24.0,dist=5"
20220328,CALL,15:52:00,15:57:00,4562.55,4571.42,4570,4575,5,0.3,1.35,-535.0,0,1,50674.0,19.63,"vix1550=20.0,dist=3,TOUCH@15:57"
20220328,PUT,15:52:00,16:00:00,4562.55,4575.49,4555,4550,5,0.35,0.0,165.0,1,0,50839.0,19.63,"vix1550=20.0,dist=3"
20220331,CALL,15:52:00,16:00:00,4554.37,4530.5,4560,4565,9,1.25,0.0,1107.0,1,0,51946.0,20.56,"vix1550=20.8,dist=3"
20220413,CALL,15:52:00,16:00:00,4449.52,4446.67,4455,4460,5,0.45,0.0,215.0,1,0,52161.0,21.82,"vix1550=21.6,dist=3"
20220413,PUT,15:52:00,16:00:00,4449.52,4446.67,4445,4440,7,0.6,0.0,406.0,1,0,52567.0,21.82,"vix1550=21.6,dist=3"
20220414,CALL,15:52:00,16:00:00,4395.91,4392.62,4405,4410,5,0.25,0.0,115.0,1,0,52682.0,22.7,"vix1550=22.3,dist=5"
