date,side,entry_time,exit_time,spx_at_entry,spx_at_exit,short_strike,long_strike,qty,credit_received,spread_value_exit,pnl_earned,win,loss,equity_after,vix_level,indicator_value
20220103,CALL,15:55:00,15:57:00,4790.4,4793.39,4795,4800,8,0.9,0.55,264.0,1,0,50264.0,16.6,"vix1550=16.8,dist=0,STOP@15:57"
20220107,PUT,15:55:00,16:00:00,4680.89,4677.02,4675,4670,5,0.25,0.0,115.0,1,0,50379.0,18.76,"vix1550=18.7,dist=3"
20220112,CALL,15:55:00,16:00:00,4728.94,4726.43,4735,4740,5,0.5,0.0,240.0,1,0,50619.0,17.62,"vix1550=17.7,dist=0"
20220112,PUT,15:55:00,16:00:00,4728.94,4726.43,4725,4720,5,0.35,0.0,165.0,1,0,50784.0,17.62,"vix1550=17.7,dist=0"
20220114,CALL,15:55:00,15:56:00,4661.05,4663.82,4665,4670,9,1.35,1.2,117.0,1,0,50901.0,19.19,"vix1550=19.2,dist=3,STOP@15:56"
20220118,PUT,15:55:00,16:00:00,4571.21,4577.34,4565,4560,8,0.7,0.0,544.0,1,0,51445.0,22.79,"vix1550=22.6,dist=5"
20220131,CALL,15:55:00,15:57:00,4512.29,4515.61,4520,4525,7,0.6,0.75,-119.0,0,1,51326.0,24.83,"vix1550=24.9,dist=5,STOP@15:57"
20220202,CALL,15:55:00,16:00:00,4593.98,4589.31,4600,4605,3,0.15,0.0,39.0,1,0,51365.0,22.09,"vix1550=20.6,dist=3"
20220204,CALL,15:55:00,16:00:00,4509.16,4500.61,4515,4520,9,1.15,0.0,1017.0,1,0,52382.0,23.22,"vix1550=22.8,dist=5"
20220207,PUT,15:55:00,16:00:00,4472.41,4483.92,4465,4460,5,0.5,0.0,240.0,1,0,52622.0,22.86,"vix1550=23.0,dist=5"
20220209,CALL,15:55:00,15:57:00,4582.46,4585.62,4590,4595,8,0.8,0.55,184.0,1,0,52806.0,19.96,"vix1550=20.0,dist=3,STOP@15:57"
20220216,CALL,15:55:00,16:00:00,4478.26,4475.1,4485,4490,5,0.4,0.0,190.0,1,0,52996.0,24.29,"vix1550=24.0,dist=5"
20220318,CALL,15:55:00,16:00:00,4463.14,4463.08,4470,4475,3,0.15,0.0,39.0,1,0,53035.0,23.87,"vix1550=24.0,dist=5"
20220321,PUT,15:55:00,16:00:00,4457.47,4461.18,4450,4445,8,0.65,0.0,504.0,1,0,53539.0,23.53,"vix1550=24.4,dist=5"
20220323,PUT,15:55:00,15:57:00,4462.19,4457.59,4455,4450,8,0.85,0.9,-56.0,0,1,53483.0,23.57,"vix1550=23.4,dist=5,STOP@15:57"
20220325,CALL,15:55:00,16:00:00,4536.34,4543.06,4540,4545,8,0.85,3.06,-1784.0,0,1,51699.0,20.81,"vix1550=21.1,dist=3"
20220328,CALL,15:55:00,15:57:00,4567.14,4571.42,4575,4580,3,0.1,0.3,-66.0,0,1,51633.0,19.63,"vix1550=20.0,dist=3,STOP@15:57"
20220330,PUT,15:55:00,16:00:00,4593.25,4602.49,4590,4585,11,2.05,0.0,2233.0,1,0,53866.0,19.33,"vix1550=19.8,dist=3"
20220401,CALL,15:55:00,16:00:00,4544.83,4545.8,4550,4555,5,0.25,0.0,115.0,1,0,53981.0,19.63,"vix1550=19.8,dist=3"
