date,year,side,short_strike,credit,qty,pnl,exit,exit_time
20221129,2022,PUT,3950,0.30000000000000004,3,84.00000000000001,expire,16:00
20221130,2022,CALL,4070,0.30000000000000004,3,-200.99999999999997,touch,15:54
20221130,2022,PUT,4060,0.19999999999999998,3,54.0,expire,16:00
20221201,2022,CALL,4090,0.09999999999999999,3,24.0,expire,16:00
20221201,2022,PUT,4080,0.39999999999999997,3,-246.00000000000009,touch,15:55
20221202,2022,CALL,4070,0.39999999999999997,3,-306.0,touch,15:56
20221202,2022,PUT,4060,0.65,3,189.00000000000003,expire,16:00
20221205,2022,CALL,4000,0.35,3,-171.0,touch,15:57
20221205,2022,PUT,3990,0.55,3,159.0,expire,16:00
20221206,2022,CALL,3945,0.8,3,234.00000000000003,expire,16:00
20221206,2022,PUT,3935,0.09999999999999998,3,23.999999999999993,expire,16:00
20221207,2022,CALL,3935,0.5,3,-141.0,touch,15:55
20221207,2022,PUT,3925,0.19999999999999998,3,54.0,expire,16:00
20221208,2022,CALL,3960,0.30000000000000004,3,-276.0,touch,15:55
20221208,2022,PUT,3950,0.39999999999999997,3,114.0,expire,16:00
20221209,2022,CALL,3940,0.30000000000000004,3,84.00000000000001,expire,16:00
20221209,2022,PUT,3930,0.6500000000000001,3,189.00000000000003,expire,16:00
20221212,2022,CALL,3985,0.39999999999999997,3,-201.00000000000003,touch,15:55
20221212,2022,PUT,3975,0.25,3,69.0,expire,16:00
20221213,2022,CALL,4035,0.7,3,203.99999999999997,expire,16:00
20221213,2022,PUT,4025,0.6,3,-96.00000000000001,touch,15:55
20221214,2022,CALL,4005,1.0,3,-156.0,touch,15:53
20221214,2022,PUT,3995,0.6,3,173.99999999999997,expire,16:00
20221215,2022,CALL,3900,0.65,3,189.00000000000003,expire,16:00
20221215,2022,PUT,3890,0.9500000000000001,3,279.0,expire,16:00
20221216,2022,CALL,3860,0.7499999999999999,3,-230.99999999999994,touch,15:55
20221216,2022,PUT,3850,0.7000000000000001,3,204.0,expire,16:00
20221219,2022,CALL,3820,0.24999999999999997,3,-200.99999999999997,touch,15:57
20221219,2022,PUT,3805,0.2,3,54.00000000000001,expire,16:00
20221220,2022,CALL,3830,0.30000000000000004,3,84.00000000000001,expire,16:00
20221220,2022,PUT,3820,0.3,3,83.99999999999999,expire,16:00
20221221,2022,CALL,3875,0.6000000000000001,3,-155.99999999999994,touch,15:55
20221221,2022,PUT,3865,0.25,3,69.0,expire,16:00
20221222,2022,CALL,3825,0.19999999999999998,3,54.0,expire,16:00
20221222,2022,PUT,3810,0.1,3,24.000000000000004,expire,16:00
20221223,2022,CALL,3845,0.25,3,-291.00000000000006,touch,15:55
20221223,2022,PUT,3835,0.35,3,98.99999999999999,expire,16:00
20221227,2022,CALL,3835,0.44999999999999996,3,129.0,expire,16:00
20221227,2022,PUT,3825,0.1,3,24.000000000000004,expire,16:00
20221228,2022,CALL,3790,0.30000000000000004,3,84.00000000000001,expire,16:00
20221228,2022,PUT,3780,0.19999999999999998,3,54.0,expire,16:00
20221229,2022,CALL,3860,0.05,3,9.000000000000002,expire,16:00
20221229,2022,PUT,3850,0.24999999999999997,3,-200.99999999999997,touch,15:58
20221230,2022,CALL,3845,0.15,3,38.99999999999999,expire,16:00
20230103,2023,CALL,3830,0.35,3,98.99999999999999,expire,16:00
20230103,2023,PUT,3820,0.5,3,144.0,expire,16:00
20230104,2023,CALL,3845,0.3,3,-110.99999999999999,touch,15:55
20230104,2023,PUT,3835,0.7,3,203.99999999999997,expire,16:00
20230105,2023,CALL,3810,0.75,3,219.0,expire,16:00
20230105,2023,PUT,3800,0.19999999999999998,3,54.0,expire,16:00
20230106,2023,CALL,3900,0.55,3,159.0,expire,16:00
20230106,2023,PUT,3890,0.30000000000000004,3,84.00000000000001,expire,16:00
20230109,2023,CALL,3905,0.1,3,24.000000000000004,expire,16:00
20230109,2023,PUT,3890,0.15000000000000002,3,39.00000000000001,expire,16:00
20230110,2023,CALL,3920,0.2,3,54.00000000000001,expire,16:00
20230110,2023,PUT,3910,0.1,3,24.000000000000004,expire,16:00
20230111,2023,PUT,3955,0.05,3,9.000000000000002,expire,16:00
20230112,2023,CALL,3985,0.49999999999999994,3,143.99999999999997,expire,16:00
20230112,2023,PUT,3975,0.39999999999999997,3,114.0,expire,16:00
20230113,2023,CALL,4000,0.8499999999999999,3,-6.000000000000034,touch,15:55
20230113,2023,PUT,3990,0.24999999999999997,3,68.99999999999999,expire,16:00
20230117,2023,CALL,3995,0.05,3,9.000000000000002,expire,16:00
20230117,2023,PUT,3985,0.4,3,114.00000000000001,expire,16:00
20230118,2023,PUT,3925,0.15,3,38.99999999999999,expire,16:00
20230119,2023,CALL,3910,0.30000000000000004,3,84.00000000000001,expire,16:00
20230119,2023,PUT,3900,0.19999999999999998,3,-96.00000000000001,touch,15:59
20230120,2023,CALL,3975,0.15,3,38.99999999999999,expire,16:00
20230120,2023,PUT,3960,0.19999999999999998,3,54.0,expire,16:00
20230123,2023,CALL,4025,0.2,3,54.00000000000001,expire,16:00
20230123,2023,PUT,4015,0.35000000000000003,3,99.0,expire,16:00
20230124,2023,CALL,4020,0.15,3,38.99999999999999,expire,16:00
20230124,2023,PUT,4010,0.35,3,98.99999999999999,expire,16:00
20230125,2023,CALL,4015,0.1,3,-66.0,touch,15:59
20230125,2023,PUT,4000,0.1,3,24.000000000000004,expire,16:00
20230126,2023,PUT,4050,0.19999999999999998,3,54.0,expire,16:00
20230127,2023,CALL,4080,0.35,3,98.99999999999999,expire,16:00
20230127,2023,PUT,4070,0.49999999999999994,3,-66.0,touch,15:59
20230130,2023,CALL,4025,0.6499999999999999,3,188.99999999999997,expire,16:00
20230130,2023,PUT,4015,0.25,3,69.0,expire,16:00
20230131,2023,CALL,4070,0.5,3,-110.99999999999999,touch,15:54
20230131,2023,PUT,4060,0.15,3,38.99999999999999,expire,16:00
20230201,2023,CALL,4125,1.25,4,492.0,expire,16:00
20230201,2023,PUT,4115,1.0499999999999998,3,-336.00000000000017,touch,15:54
20230202,2023,CALL,4175,0.8500000000000001,3,-155.99999999999994,touch,15:56
20230202,2023,PUT,4165,0.44999999999999996,3,129.0,expire,16:00
20230203,2023,CALL,4135,0.7,3,-215.99999999999997,touch,15:53
20230203,2023,PUT,4125,0.9500000000000001,3,279.0,expire,16:00
20230206,2023,CALL,4115,0.6000000000000001,3,174.00000000000003,expire,16:00
20230206,2023,PUT,4105,0.5,3,144.0,expire,16:00
20230207,2023,CALL,4175,0.7999999999999999,3,8.99999999999998,touch,15:53
20230207,2023,PUT,4165,0.35000000000000003,3,-65.99999999999997,touch,15:56
20230208,2023,CALL,4125,0.8500000000000001,3,249.00000000000003,expire,16:00
20230208,2023,PUT,4115,0.35000000000000003,3,99.0,expire,16:00
20230209,2023,CALL,4095,0.7000000000000001,3,204.0,expire,16:00
20230209,2023,PUT,4085,0.5,3,-21.000000000000014,touch,15:55
20230210,2023,CALL,4095,0.30000000000000004,3,84.00000000000001,expire,16:00
20230210,2023,PUT,4080,0.19999999999999998,3,54.0,expire,16:00
20230213,2023,CALL,4135,0.5,3,39.00000000000001,touch,15:59
20230213,2023,PUT,4125,0.35,3,98.99999999999999,expire,16:00
20230214,2023,CALL,4145,0.5499999999999999,3,-261.00000000000006,touch,15:55
20230214,2023,PUT,4135,0.3,3,83.99999999999999,expire,16:00
20230215,2023,CALL,4145,0.35,3,-126.00000000000001,touch,15:59
20230215,2023,PUT,4135,0.24999999999999997,3,68.99999999999999,expire,16:00
20230216,2023,CALL,4105,0.6,3,173.99999999999997,expire,16:00
20230216,2023,PUT,4095,0.39999999999999997,3,-261.0,touch,15:55
20230217,2023,CALL,4085,0.3,3,83.99999999999999,expire,16:00
20230217,2023,PUT,4070,0.19999999999999998,3,54.0,expire,16:00
20230221,2023,CALL,4005,0.55,3,159.0,expire,16:00
20230221,2023,PUT,3995,0.55,3,159.0,expire,16:00
20230222,2023,CALL,3990,0.24999999999999997,3,-36.0,touch,15:59
20230222,2023,PUT,3980,0.44999999999999996,3,129.0,expire,16:00
20230223,2023,CALL,4020,0.24999999999999997,3,68.99999999999999,expire,16:00
20230223,2023,PUT,4005,0.1,3,24.000000000000004,expire,16:00
20230224,2023,CALL,3965,0.44999999999999996,3,-306.0,touch,15:55
20230224,2023,PUT,3955,0.9500000000000001,3,279.0,expire,16:00
20230227,2023,CALL,3985,0.4,3,114.00000000000001,expire,16:00
20230227,2023,PUT,3975,0.35,3,98.99999999999999,expire,16:00
20230228,2023,CALL,3980,0.44999999999999996,3,129.0,expire,16:00
20230228,2023,PUT,3970,0.49999999999999994,3,51.00000000001635,expire,16:00
20230301,2023,CALL,3960,0.19999999999999998,3,54.0,expire,16:00
20230301,2023,PUT,3950,0.6499999999999999,3,188.99999999999997,expire,16:00
20230302,2023,CALL,3985,0.30000000000000004,3,84.00000000000001,expire,16:00
20230302,2023,PUT,3975,0.15,3,38.99999999999999,expire,16:00
20230303,2023,CALL,4045,0.45,3,-170.99999999999994,touch,15:55
20230303,2023,PUT,4035,0.25,3,69.0,expire,16:00
20230306,2023,CALL,4055,0.3,3,83.99999999999999,expire,16:00
20230306,2023,PUT,4045,0.19999999999999998,3,54.0,expire,16:00
20230307,2023,CALL,3990,0.49999999999999994,3,143.99999999999997,expire,16:00
20230307,2023,PUT,3980,0.4,3,114.00000000000001,expire,16:00
20230308,2023,CALL,3995,0.45,3,129.0,expire,16:00
20230308,2023,PUT,3985,0.19999999999999998,3,54.0,expire,16:00
20230309,2023,CALL,3935,0.4,3,114.00000000000001,expire,16:00
20230309,2023,PUT,3920,0.35,3,-441.00000000000006,touch,15:57
20230310,2023,CALL,3860,0.6000000000000001,3,-200.99999999999997,touch,15:53
20230310,2023,PUT,3850,1.2,3,353.99999999999994,expire,16:00
20230313,2023,CALL,3870,0.6,3,173.99999999999997,expire,16:00
20230313,2023,PUT,3855,0.5,3,144.0,expire,16:00
20230314,2023,CALL,3910,0.6000000000000001,3,-5.999999999999966,touch,15:55
20230314,2023,PUT,3900,0.7000000000000001,3,204.0,expire,16:00
20230315,2023,CALL,3875,1.0,3,-65.99999999999999,touch,15:55
20230315,2023,PUT,3865,0.7999999999999998,3,233.99999999999994,expire,16:00
20230316,2023,CALL,3965,0.4,3,114.00000000000001,expire,16:00
20230316,2023,PUT,3955,0.7,3,-96.00000000000001,touch,15:55
20230317,2023,CALL,3920,1.3499999999999999,4,-128.0,touch,15:55
20230317,2023,PUT,3910,0.8,3,234.00000000000003,expire,16:00
20230320,2023,CALL,3960,0.4,3,114.00000000000001,expire,16:00
20230320,2023,PUT,3950,0.39999999999999997,3,114.0,expire,16:00
20230321,2023,CALL,4010,0.19999999999999998,3,54.0,expire,16:00
20230321,2023,PUT,4000,0.30000000000000004,3,84.00000000000001,expire,16:00
20230322,2023,CALL,3970,0.8499999999999999,3,248.99999999999997,expire,16:00
20230322,2023,PUT,3960,1.5000000000000002,4,-688.0,touch,15:53
20230323,2023,CALL,3960,1.25,4,492.0,expire,16:00
20230323,2023,PUT,3950,0.6,3,-35.99999999999999,touch,15:59
20230324,2023,CALL,3970,0.75,3,9.000000000000014,touch,15:59
20230324,2023,PUT,3960,0.8999999999999999,3,264.0,expire,16:00
20230327,2023,CALL,3985,0.7,3,203.99999999999997,expire,16:00
20230327,2023,PUT,3975,0.5,3,-96.00000000000001,touch,15:59
20230328,2023,CALL,3975,0.15,3,38.99999999999999,expire,16:00
20230328,2023,PUT,3965,0.4,3,114.00000000000001,expire,16:00
20230329,2023,CALL,4035,0.19999999999999998,3,54.0,expire,16:00
20230329,2023,PUT,4025,0.19999999999999998,3,54.0,expire,16:00
20230330,2023,CALL,4055,0.4,3,114.00000000000001,expire,16:00
20230330,2023,PUT,4045,0.15,3,38.99999999999999,expire,16:00
20230331,2023,CALL,4100,1.2,3,-21.000000000000014,touch,15:54
20230331,2023,PUT,4090,0.55,3,159.0,expire,16:00
20230403,2023,CALL,4130,0.15,3,38.99999999999999,expire,16:00
20230403,2023,PUT,4120,0.4,3,114.00000000000001,expire,16:00
20230404,2023,CALL,4100,0.30000000000000004,3,-50.99999999999999,touch,15:57
20230404,2023,PUT,4090,0.05,3,9.000000000000002,expire,16:00
20230405,2023,CALL,4095,0.35,3,98.99999999999999,expire,16:00
20230405,2023,PUT,4085,0.1,3,24.000000000000004,expire,16:00
20230406,2023,CALL,4110,0.05,3,9.000000000000002,expire,16:00
20230406,2023,PUT,4100,0.4,3,114.00000000000001,expire,16:00
20230411,2023,CALL,4115,0.30000000000000004,3,84.00000000000001,expire,16:00
20230411,2023,PUT,4105,0.75,3,219.0,expire,16:00
20230412,2023,CALL,4095,0.7999999999999999,3,234.0,expire,16:00
20230412,2023,PUT,4085,0.25000000000000006,3,69.00000000000003,expire,16:00
20230413,2023,CALL,4150,0.24999999999999997,3,68.99999999999999,expire,16:00
20230413,2023,PUT,4140,0.25,3,69.0,expire,16:00
20230414,2023,CALL,4140,0.4,3,114.00000000000001,expire,16:00
20230414,2023,PUT,4130,0.1,3,24.000000000000004,expire,16:00
20230417,2023,CALL,4155,0.05,3,9.000000000000002,expire,16:00
20230417,2023,PUT,4145,0.30000000000000004,3,84.00000000000001,expire,16:00
20230418,2023,CALL,4160,0.05,3,9.000000000000002,expire,16:00
20230418,2023,PUT,4150,0.19999999999999998,3,54.0,expire,16:00
20230419,2023,CALL,4155,0.24999999999999997,3,68.99999999999999,expire,16:00
20230419,2023,PUT,4145,0.15,3,38.99999999999999,expire,16:00
20230420,2023,CALL,4125,0.24999999999999997,3,-231.0,touch,15:54
20230420,2023,PUT,4115,0.49999999999999994,3,143.99999999999997,expire,16:00
20230421,2023,CALL,4135,0.24999999999999997,3,-96.00000000000001,touch,15:59
20230421,2023,PUT,4125,0.1,3,24.000000000000004,expire,16:00
20230424,2023,CALL,4140,0.05,3,9.000000000000002,expire,16:00
20230425,2023,PUT,4070,0.15,3,38.99999999999999,expire,16:00
20230426,2023,CALL,4055,0.35,3,-111.00000000000003,touch,15:54
20230426,2023,PUT,4045,0.35,3,98.99999999999999,expire,16:00
20230427,2023,CALL,4140,0.19999999999999998,3,54.0,expire,16:00
20230427,2023,PUT,4130,0.25,3,69.0,expire,16:00
20230428,2023,CALL,4170,0.25,3,69.0,expire,16:00
20230428,2023,PUT,4155,0.05000000000000002,3,9.000000000000005,expire,16:00
20230501,2023,CALL,4175,0.09999999999999999,3,24.0,expire,16:00
20230501,2023,PUT,4165,0.15,3,38.99999999999999,expire,16:00
20230502,2023,CALL,4125,0.5,3,144.0,expire,16:00
20230502,2023,PUT,4115,0.3,3,83.99999999999999,expire,16:00
20230503,2023,CALL,4100,0.8,3,234.00000000000003,expire,16:00
20230503,2023,PUT,4090,0.8500000000000001,3,-35.99999999999999,touch,15:55
20230504,2023,CALL,4065,0.6000000000000001,3,-215.99999999999991,touch,15:53
20230504,2023,PUT,4055,0.3,3,83.99999999999999,expire,16:00
20230505,2023,CALL,4140,0.44999999999999996,3,129.0,expire,16:00
20230505,2023,PUT,4130,0.15000000000000002,3,39.00000000000001,expire,16:00
20230509,2023,CALL,4125,0.3,3,83.99999999999999,expire,16:00
20230510,2023,CALL,4140,0.4,3,114.00000000000001,expire,16:00
20230511,2023,PUT,4125,0.24999999999999997,3,68.99999999999999,expire,16:00
20230512,2023,CALL,4125,0.24999999999999997,3,68.99999999999999,expire,16:00
20230512,2023,PUT,4115,0.25,3,69.0,expire,16:00
20230516,2023,CALL,4120,0.2,3,54.00000000000001,expire,16:00
20230516,2023,PUT,4105,0.2,3,54.00000000000001,expire,16:00
20230517,2023,CALL,4165,0.1,3,24.000000000000004,expire,16:00
20230517,2023,PUT,4155,0.19999999999999998,3,54.0,expire,16:00
20230518,2023,CALL,4205,0.44999999999999996,3,129.0,expire,16:00
20230518,2023,PUT,4195,0.19999999999999998,3,54.0,expire,16:00
20230519,2023,CALL,4200,0.15,3,38.99999999999999,expire,16:00
20230519,2023,PUT,4190,0.4,3,114.00000000000001,expire,16:00
20230522,2023,CALL,4195,0.15,3,38.99999999999999,expire,16:00
20230522,2023,PUT,4185,0.09999999999999998,3,23.999999999999993,expire,16:00
20230523,2023,CALL,4160,0.05,3,9.000000000000002,expire,16:00
20230524,2023,CALL,4120,0.25,3,69.0,expire,16:00
20230524,2023,PUT,4110,0.65,3,189.00000000000003,expire,16:00
20230525,2023,CALL,4160,0.25,3,69.0,expire,16:00
20230525,2023,PUT,4150,0.5,3,144.0,expire,16:00
20230526,2023,CALL,4210,0.15000000000000002,3,39.00000000000001,expire,16:00
20230526,2023,PUT,4200,0.35,3,98.99999999999999,expire,16:00
20230530,2023,CALL,4210,0.15000000000000002,3,39.00000000000001,expire,16:00
20230530,2023,PUT,4200,0.15,3,38.99999999999999,expire,16:00
20230531,2023,CALL,4190,0.44999999999999996,3,129.0,expire,16:00
20230531,2023,PUT,4180,0.25,3,-185.99999999999997,touch,15:57
20230601,2023,CALL,4220,0.35,3,54.0,touch,15:59
20230601,2023,PUT,4210,0.15,3,38.99999999999999,expire,16:00
20230602,2023,PUT,4280,0.5,3,144.0,expire,16:00
20230605,2023,CALL,4280,0.35000000000000003,3,99.0,expire,16:00
20230605,2023,PUT,4270,0.09999999999999999,3,24.0,expire,16:00
20230606,2023,CALL,4290,0.05,3,9.000000000000002,expire,16:00
20230606,2023,PUT,4280,0.15,3,38.99999999999999,expire,16:00
20230607,2023,CALL,4275,0.19999999999999998,3,54.0,expire,16:00
20230608,2023,CALL,4300,0.09999999999999999,3,24.0,expire,16:00
20230608,2023,PUT,4290,0.15,3,38.99999999999999,expire,16:00
20230609,2023,CALL,4305,0.15000000000000002,3,39.00000000000001,expire,16:00
20230612,2023,CALL,4340,0.24999999999999997,3,53.999999999999986,touch,15:59
20230612,2023,PUT,4330,0.05,3,9.000000000000002,expire,16:00
20230613,2023,CALL,4370,0.1,3,24.000000000000004,expire,16:00
20230613,2023,PUT,4360,0.1,3,24.000000000000004,expire,16:00
20230614,2023,CALL,4365,0.25,3,-141.0,touch,15:55
20230614,2023,PUT,4350,0.35,3,98.99999999999999,expire,16:00
20230615,2023,CALL,4440,0.25,3,69.0,expire,16:00
20230615,2023,PUT,4430,0.5,3,-96.00000000000001,touch,15:54
20230616,2023,CALL,4420,0.24999999999999997,3,68.99999999999999,expire,16:00
20230616,2023,PUT,4410,0.24999999999999997,3,-51.000000000000014,touch,15:59
20230620,2023,CALL,4400,0.09999999999999999,3,24.0,expire,16:00
20230621,2023,PUT,4365,0.05,3,-141.0,touch,15:59
20230623,2023,CALL,4360,0.05,3,9.000000000000002,expire,16:00
20230626,2023,CALL,4340,0.15000000000000002,3,39.00000000000001,expire,16:00
20230626,2023,PUT,4330,0.19999999999999998,3,-185.99999999999997,touch,15:57
20230627,2023,CALL,4385,0.09999999999999999,3,24.0,expire,16:00
20230627,2023,PUT,4375,0.1,3,24.000000000000004,expire,16:00
20230629,2023,CALL,4400,0.25,3,69.0,expire,16:00
20230629,2023,PUT,4390,0.15,3,38.99999999999999,expire,16:00
20230630,2023,CALL,4460,0.45,3,129.0,expire,16:00
20230630,2023,PUT,4450,0.55,3,159.0,expire,16:00
20230705,2023,PUT,4445,0.05,3,9.000000000000002,expire,16:00
20230706,2023,PUT,4410,0.24999999999999997,3,68.99999999999999,expire,16:00
20230707,2023,CALL,4410,0.24999999999999997,3,68.99999999999999,expire,16:00
20230707,2023,PUT,4400,0.75,3,-111.00000000000003,touch,15:56
20230710,2023,CALL,4410,0.05,3,9.000000000000002,expire,16:00
20230710,2023,PUT,4400,0.30000000000000004,3,84.00000000000001,expire,16:00
20230711,2023,CALL,4445,0.44999999999999996,3,129.0,expire,16:00
20230711,2023,PUT,4435,0.45,3,129.0,expire,16:00
20230712,2023,CALL,4480,0.09999999999999999,3,24.0,expire,16:00
20230712,2023,PUT,4465,0.15,3,38.99999999999999,expire,16:00
20230713,2023,CALL,4515,0.8,3,234.00000000000003,expire,16:00
20230713,2023,PUT,4505,0.1,3,24.000000000000004,expire,16:00
20230714,2023,CALL,4510,0.09999999999999999,3,24.0,expire,16:00
20230714,2023,PUT,4500,0.35,3,98.99999999999999,expire,16:00
20230717,2023,CALL,4530,0.3,3,83.99999999999999,expire,16:00
20230717,2023,PUT,4520,0.15,3,38.99999999999999,expire,16:00
20230718,2023,CALL,4565,0.09999999999999999,3,24.0,expire,16:00
20230718,2023,PUT,4555,0.19999999999999998,3,54.0,expire,16:00
20230719,2023,CALL,4575,0.05,3,9.000000000000002,expire,16:00
20230719,2023,PUT,4565,0.19999999999999998,3,54.0,expire,16:00
20230720,2023,CALL,4540,0.24999999999999997,3,68.99999999999999,expire,16:00
20230720,2023,PUT,4530,0.19999999999999998,3,54.0,expire,16:00
20230721,2023,CALL,4545,0.15000000000000002,3,39.00000000000001,expire,16:00
20230721,2023,PUT,4535,0.35000000000000003,3,99.0,expire,16:00
20230724,2023,CALL,4555,0.25,3,-35.99999999999999,touch,15:58
20230724,2023,PUT,4545,0.05,3,9.000000000000002,expire,16:00
20230725,2023,CALL,4575,0.05,3,9.000000000000002,expire,16:00
20230725,2023,PUT,4565,0.09999999999999999,3,24.0,expire,16:00
20230726,2023,CALL,4565,0.55,3,-6.0,touch,15:58
20230726,2023,PUT,4555,0.30000000000000004,3,84.00000000000001,expire,16:00
20230727,2023,PUT,4535,0.4,3,-95.99999999999999,touch,15:55
20230728,2023,CALL,4585,0.15,3,38.99999999999999,expire,16:00
20230728,2023,PUT,4575,0.15,3,38.99999999999999,expire,16:00
20230731,2023,CALL,4585,0.05,3,-185.99999999999997,touch,15:59
20230731,2023,PUT,4575,0.25,3,69.0,expire,16:00
20230801,2023,CALL,4585,0.09999999999999999,3,24.0,expire,16:00
20230801,2023,PUT,4575,0.15,3,38.99999999999999,expire,16:00
20230802,2023,CALL,4520,0.44999999999999996,3,129.0,expire,16:00
20230802,2023,PUT,4510,0.15,3,38.99999999999999,expire,16:00
20230804,2023,CALL,4485,0.2,3,54.00000000000001,expire,16:00
20230804,2023,PUT,4475,0.8,3,234.00000000000003,expire,16:00
20230807,2023,CALL,4520,0.05,3,9.000000000000002,expire,16:00
20230807,2023,PUT,4510,0.1,3,24.000000000000004,expire,16:00
20230808,2023,CALL,4505,0.5499999999999999,3,159.0,expire,16:00
20230808,2023,PUT,4495,0.1,3,24.000000000000004,expire,16:00
20230809,2023,CALL,4475,0.30000000000000004,3,84.00000000000001,expire,16:00
20230809,2023,PUT,4465,0.35000000000000003,3,99.0,expire,16:00
20230810,2023,CALL,4475,0.45,3,129.0,expire,16:00
20230810,2023,PUT,4465,0.7499999999999999,3,218.99999999999994,expire,16:00
20230811,2023,CALL,4470,0.30000000000000004,3,84.00000000000001,expire,16:00
20230811,2023,PUT,4460,0.49999999999999994,3,143.99999999999997,expire,16:00
20230814,2023,CALL,4485,0.3,3,-215.99999999999997,touch,15:56
20230814,2023,PUT,4475,0.1,3,24.000000000000004,expire,16:00
20230815,2023,CALL,4440,0.65,3,-51.00000000000001,touch,15:55
20230815,2023,PUT,4430,0.25,3,69.0,expire,16:00
20230816,2023,CALL,4415,0.35,3,98.99999999999999,expire,16:00
20230816,2023,PUT,4405,0.3,3,-51.00000000000002,touch,15:59
20230817,2023,CALL,4380,0.15,3,38.99999999999999,expire,16:00
20230817,2023,PUT,4365,0.1,3,24.000000000000004,expire,16:00
20230818,2023,CALL,4380,0.7500000000000001,3,219.00000000000006,expire,16:00
20230818,2023,PUT,4370,0.3,3,-231.0,touch,15:54
20230821,2023,CALL,4410,0.05,3,9.000000000000002,expire,16:00
20230822,2023,CALL,4390,0.30000000000000004,3,84.00000000000001,expire,16:00
20230822,2023,PUT,4380,0.15,3,38.99999999999999,expire,16:00
20230823,2023,CALL,4440,0.25,3,69.0,expire,16:00
20230823,2023,PUT,4430,0.1,3,24.000000000000004,expire,16:00
20230824,2023,CALL,4390,0.35,3,98.99999999999999,expire,16:00
20230824,2023,PUT,4380,0.3,3,-156.0,touch,15:55
20230825,2023,CALL,4410,0.6,3,173.99999999999997,expire,16:00
20230825,2023,PUT,4400,0.6000000000000001,3,174.00000000000003,expire,16:00
20230828,2023,CALL,4435,0.5,3,-81.0,touch,15:59
20230828,2023,PUT,4425,0.2,3,54.00000000000001,expire,16:00
20230829,2023,CALL,4500,0.09999999999999999,3,24.0,expire,16:00
20230829,2023,PUT,4490,0.25,3,69.0,expire,16:00
20230830,2023,CALL,4515,0.55,3,9.000000000000014,touch,15:59
20230831,2023,CALL,4520,0.5499999999999999,3,159.0,expire,16:00
20230831,2023,PUT,4510,0.1,3,-216.0,touch,15:59
20230905,2023,CALL,4505,0.15000000000000002,3,39.00000000000001,expire,16:00
20230906,2023,CALL,4465,0.5,3,-245.99999999999994,touch,15:56
20230906,2023,PUT,4455,0.1,3,24.000000000000004,expire,16:00
20230907,2023,CALL,4460,0.30000000000000004,3,84.00000000000001,expire,16:00
20230907,2023,PUT,4450,0.15,3,-276.0,touch,15:56
20230908,2023,CALL,4460,0.05,3,9.000000000000002,expire,16:00
20230908,2023,PUT,4450,0.2,3,54.00000000000001,expire,16:00
20230911,2023,CALL,4490,0.09999999999999999,3,24.0,expire,16:00
20230912,2023,CALL,4470,0.05,3,9.000000000000002,expire,16:00
20230912,2023,PUT,4460,0.19999999999999998,3,54.0,expire,16:00
20230913,2023,CALL,4470,0.35000000000000003,3,-66.0,touch,15:57
20230913,2023,PUT,4460,0.09999999999999999,3,24.0,expire,16:00
20230914,2023,CALL,4510,0.09999999999999999,3,24.0,expire,16:00
20230915,2023,CALL,4455,0.1,3,24.000000000000004,expire,16:00
20230915,2023,PUT,4445,0.24999999999999997,3,68.99999999999999,expire,16:00
20230918,2023,CALL,4455,0.09999999999999999,3,24.0,expire,16:00
20230919,2023,CALL,4450,0.09999999999999999,3,24.0,expire,16:00
20230920,2023,CALL,4415,0.55,3,159.0,expire,16:00
20230920,2023,PUT,4405,0.6,3,-81.0,touch,15:57
20230921,2023,CALL,4340,0.25,3,69.0,expire,16:00
20230921,2023,PUT,4330,0.55,3,143.99999999994543,expire,16:00
20230922,2023,CALL,4325,0.15,3,38.99999999999999,expire,16:00
20230922,2023,PUT,4310,0.30000000000000004,3,84.00000000000001,expire,16:00
20230925,2023,CALL,4335,0.5,3,-245.99999999999994,touch,15:56
20230925,2023,PUT,4325,0.5,3,144.0,expire,16:00
20230926,2023,CALL,4280,0.4,3,114.00000000000001,expire,16:00
20230926,2023,PUT,4270,0.7500000000000001,3,219.00000000000006,expire,16:00
20230927,2023,CALL,4280,0.4,3,114.00000000000001,expire,16:00
20230927,2023,PUT,4270,0.7,3,-231.00000000000009,touch,15:53
20230928,2023,CALL,4305,0.19999999999999998,3,54.0,expire,16:00
20230928,2023,PUT,4295,0.7,3,203.99999999999997,expire,16:00
20230929,2023,CALL,4305,0.9000000000000001,3,264.0,expire,16:00
20230929,2023,PUT,4295,0.5499999999999999,3,-216.0,touch,15:54
20231002,2023,CALL,4285,0.09999999999999999,3,-276.0,touch,15:55
20231002,2023,PUT,4270,0.15,3,38.99999999999999,expire,16:00
20231003,2023,CALL,4235,0.6499999999999999,3,188.99999999999997,expire,16:00
20231003,2023,PUT,4225,0.6,3,173.99999999999997,expire,16:00
20231004,2023,CALL,4270,0.44999999999999996,3,129.0,expire,16:00
20231004,2023,PUT,4260,0.55,3,159.0,expire,16:00
20231005,2023,CALL,4265,0.49999999999999994,3,143.99999999999997,expire,16:00
20231005,2023,PUT,4255,0.35000000000000003,3,99.0,expire,16:00
20231006,2023,CALL,4320,0.35000000000000003,3,99.0,expire,16:00
20231006,2023,PUT,4310,0.30000000000000004,3,-290.99999999999994,touch,15:56
20231009,2023,CALL,4335,0.30000000000000004,3,-65.99999999999999,touch,15:59
