date,spot,spx_exit,short_strike,credit,qty,pnl,win,vix_prev_close,vix_1550,vix_intraday_chg,day_range_pct,intraday_return_pct,dist_from_high_pct,dist_from_low_pct,mom_5,mom_10,mom_15,mom_30,mom_60,near_high,dow,prior_day_return,ema_bullish,afternoon_return,last_hour_return
20240913,5627.77,5626.03,5635,0.2,5,90.0,1,17.07,16.5,,0.618,0.439,-0.148,0.47,0.0373,0.035,0.0622,0.0373,0.1554,0,4,0.689,1,-0.011,0.1554
20240916,5635.09,5633.1,5640,0.15,5,65.0,1,16.56,17.0,,0.544,0.348,-0.005,0.538,0.0357,0.0465,0.0501,0.1514,0.1142,1,0,0.405,1,0.265,0.1142
20240919,5713.28,5713.64,5720,0.6,5,290.0,1,18.23,16.35,,0.827,0.212,-0.33,0.496,0.0441,-0.0689,-0.0883,-0.0942,-0.0886,0,3,-0.415,0,-0.1044,-0.0886
20240923,5718.0,5718.56,5725,0.05,5,15.0,1,16.15,15.82,,0.37,0.116,-0.12,0.251,0.003,0.0549,-0.0091,0.0173,0.0444,0,0,-0.123,1,0.2048,0.0444
20240930,5760.21,5762.4,5765,0.55,5,265.0,1,16.96,16.67,,0.948,0.52,-0.026,0.922,0.0643,0.2354,0.3453,0.49,0.4343,1,0,-0.3,1,0.3333,0.4343
20241002,5710.91,5709.55,5715,0.7,5,340.0,1,19.26,18.94,,0.801,0.233,-0.145,0.656,-0.0352,-0.049,0.0289,-0.0147,0.034,0,2,-0.851,1,0.1543,0.034
20241004,5749.03,5751.07,5755,0.2,5,90.0,1,20.49,18.67,,0.804,0.199,-0.001,0.803,0.0599,0.0846,0.0538,0.1662,0.2899,1,4,0.031,1,0.3277,0.2899
20241008,5754.17,5751.15,5760,0.45,5,215.0,1,22.64,21.22,,0.753,0.645,-0.028,0.725,0.0341,0.0382,0.0047,0.1205,0.1592,1,1,-0.729,1,0.2864,0.1592
20241009,5794.41,5792.04,5800,0.6,5,290.0,1,21.42,20.81,,0.9,0.764,-0.018,0.882,0.0316,0.1192,0.0884,0.1557,0.2281,1,2,0.56,1,0.3025,0.2281
20241010,5781.6,5780.03,5785,0.65,5,315.0,1,20.86,20.88,,0.524,0.068,-0.22,0.304,0.0675,0.1219,0.1332,0.1781,0.1774,0,3,0.7,1,0.0111,0.1774
20241011,5817.55,5815.04,5825,0.1,5,40.0,1,20.93,20.4,,0.815,0.747,-0.067,0.747,-0.0246,-0.035,-0.0107,-0.0466,0.0604,0,4,0.029,1,0.1587,0.0604
20241014,5864.98,5859.96,5870,0.3,5,140.0,1,20.46,19.84,,0.718,0.583,-0.13,0.587,-0.0298,-0.0278,-0.0544,0.0051,0.0101,0,0,0.692,1,0.1038,0.0101
20241016,5841.55,5842.46,5845,0.5,5,240.0,1,20.64,19.61,,0.656,0.434,-0.08,0.576,-0.0243,0.0034,-0.0245,0.011,-0.0195,0,2,-0.877,0,0.1619,-0.0195
20241018,5864.11,5864.69,5870,0.1,5,40.0,1,19.11,18.22,,0.445,0.083,-0.135,0.31,0.0607,0.0609,0.0343,0.0348,-0.0578,0,4,-0.582,0,-0.0486,-0.0578
20241022,5857.95,5851.21,5865,0.05,5,15.0,1,18.37,18.12,,0.718,0.45,-0.07,0.647,0.0558,0.0418,0.0695,0.0825,0.136,0,1,-0.065,1,0.2579,0.136
20241029,5835.81,5833.09,5840,0.5,5,240.0,1,19.8,19.54,,0.774,0.289,-0.184,0.59,-0.0594,-0.121,-0.1051,-0.1425,-0.1024,0,1,-0.177,0,-0.0469,-0.1024
20241101,5731.02,5728.88,5735,0.7,5,340.0,1,23.16,22.25,,0.861,0.137,-0.724,0.137,0.0969,-0.0453,-0.0589,-0.1749,-0.1213,0,4,-1.212,0,-0.3029,-0.1213
20241105,5778.29,5782.85,5785,0.1,5,40.0,1,21.98,20.76,,1.026,0.94,-0.081,0.945,0.0421,0.0955,0.0324,0.0962,0.1816,0,1,-0.217,1,0.0038,0.1816
20241106,5928.99,5928.91,5935,0.25,5,115.0,1,20.49,16.49,,1.215,1.054,-0.161,1.054,-0.091,-0.057,0.0015,-0.055,0.113,0,2,1.056,1,0.2943,0.113
20241107,5971.18,5973.11,5975,0.85,6,498.0,1,16.27,15.26,,0.616,0.415,-0.2,0.415,-0.0368,-0.1181,-0.0937,-0.162,0.0054,0,3,1.092,0,0.0074,0.0054
20241108,5994.58,5995.6,6000,0.4,5,190.0,1,15.2,15.13,,0.597,0.327,-0.27,0.327,0.0252,0.023,0.0038,-0.1079,-0.1844,0,4,0.435,0,-0.0027,-0.1844
20241118,5891.07,5893.63,5895,0.1,5,40.0,1,16.14,15.59,,0.718,0.252,-0.326,0.392,-0.0451,-0.0808,-0.0726,-0.1219,-0.0708,0,0,-0.713,0,-0.176,-0.0708
20241119,5915.31,5916.97,5920,0.1,5,40.0,1,15.58,16.02,,1.162,0.718,-0.192,0.97,-0.0977,-0.0052,-0.0005,0.0166,-0.0002,0,1,0.331,1,0.1567,-0.0002
20241120,5918.52,5917.21,5925,0.1,5,40.0,1,16.35,17.25,,1.016,0.017,-0.09,0.927,-0.0676,0.1144,0.0325,0.3401,0.459,0,2,0.799,1,0.4962,0.459
20241121,5951.03,5948.7,5955,0.85,6,498.0,1,17.16,16.84,,1.28,0.198,-0.185,1.096,0.0005,-0.038,-0.0532,-0.1272,-0.0616,0,3,0.049,0,0.0319,-0.0616
20241122,5969.99,5969.27,5975,0.2,5,90.0,1,16.87,15.43,,0.48,0.427,-0.053,0.427,0.0637,0.1397,0.1465,0.1582,0.0387,0,4,0.137,1,0.0137,0.0387
20241202,6046.79,6047.13,6050,0.2,5,90.0,1,14.1,13.44,,0.302,0.111,-0.112,0.19,0.0045,-0.0162,-0.0628,-0.0818,-0.0126,0,0,-0.254,0,0.022,-0.0126
20241203,6050.67,6049.88,6055,0.1,5,40.0,1,13.34,13.3,,0.309,0.137,-0.013,0.296,0.0017,0.0748,0.0503,0.018,-0.0069,1,1,0.116,1,0.0862,-0.0069
20241204,6085.69,6086.49,6090,0.2,5,90.0,1,13.3,13.51,,0.474,0.281,-0.056,0.419,-0.0258,-0.0069,-0.0084,0.0464,0.1242,0,2,0.114,1,0.2147,0.1242
20241220,5927.05,5931.01,5935,1.15,6,678.0,1,24.09,18.42,,2.564,1.53,-0.868,1.696,-0.0556,-0.1989,-0.1992,-0.2714,-0.3334,0,4,-0.772,0,-0.6367,-0.3334
20241230,5921.21,5906.93,5925,0.85,6,498.0,1,15.95,16.84,,1.21,0.007,-0.332,0.877,-0.0916,-0.0446,-0.0292,-0.1514,-0.1964,0,0,-0.588,0,-0.1258,-0.1964
20250103,5941.06,5942.48,5945,0.15,5,65.0,1,17.93,16.36,,1.03,0.78,-0.209,0.821,0.0248,-0.0298,-0.0519,-0.0739,-0.1136,0,4,-0.588,0,0.1364,-0.1136
20250108,5919.42,5918.22,5925,0.2,5,90.0,1,17.82,17.51,,0.899,0.109,-0.182,0.716,0.0063,0.0869,0.1447,0.1027,0.1666,0,2,-1.405,1,0.3563,0.1666
20250113,5836.4,5836.25,5840,0.15,5,65.0,1,19.54,19.29,,1.039,0.875,-0.013,1.026,0.0316,0.1363,0.1459,0.1809,0.1437,1,0,-1.075,1,0.3294,0.1437
20250115,5949.59,5949.9,5955,0.5,5,240.0,1,18.71,16.17,,0.938,0.76,-0.178,0.76,-0.0329,-0.1105,-0.0742,-0.17,-0.0673,0,2,-0.279,0,0.3077,-0.0673
20250117,5999.09,5996.71,6005,1.1,6,648.0,1,16.6,15.96,,0.609,0.128,-0.198,0.411,0.0377,-0.0093,-0.035,-0.0097,0.0133,0,4,-0.441,0,-0.0887,0.0133
20250121,6049.45,6049.29,6055,0.05,5,15.0,1,15.97,15.02,,0.742,0.592,-0.03,0.712,0.0265,0.07,0.0294,0.0698,0.1306,1,1,0.022,1,0.0681,0.1306
20250127,6004.52,6012.31,6010,0.15,5,-1090.0,0,14.85,18.08,,0.909,0.511,-0.295,0.614,-0.0423,-0.0583,0.0472,0.0158,0.2146,0,0,-0.33,1,0.3018,0.2146
20250128,6070.99,6067.71,6075,0.45,5,215.0,1,17.9,16.39,,1.326,0.741,-0.049,1.277,0.0747,-0.0066,0.0303,0.0041,-0.0342,1,1,0.725,0,0.1919,-0.0342
20250130,6073.46,6071.18,6080,0.15,5,65.0,1,16.56,15.85,,0.978,0.313,-0.28,0.698,0.1283,0.351,0.3241,-0.2709,-0.0713,0,3,-0.304,0,0.2545,-0.0713
20250203,5998.71,5994.63,6005,1.15,6,678.0,1,16.43,18.33,,1.645,0.538,-0.341,1.304,-0.0273,-0.0163,-0.0679,-0.1469,-0.2932,0,0,-0.924,0,0.2631,-0.2932
20250204,6038.49,6037.85,6045,0.2,5,90.0,1,18.62,16.85,,0.86,0.677,-0.062,0.798,0.0731,0.0645,0.0118,0.0983,0.0015,0,1,0.418,1,0.1619,0.0015
20250211,6066.05,6068.51,6070,0.5,5,240.0,1,15.81,16.05,,0.561,0.274,-0.172,0.389,-0.0079,-0.0252,-0.0234,-0.0582,-0.1358,0,1,0.332,0,0.1805,-0.1358
20250212,6051.39,6051.94,6055,0.05,5,15.0,1,16.02,15.92,,0.996,0.374,-0.256,0.74,0.0179,0.0271,-0.0582,-0.1044,-0.1768,0,2,0.317,0,-0.2507,-0.1768
20250214,6116.52,6114.59,6120,0.7,5,340.0,1,15.1,14.81,,0.325,0.035,-0.16,0.164,0.0443,0.0648,0.0299,0.0301,0.0124,0,4,0.899,0,0.028,0.0124
20250219,6142.77,6144.1,6150,0.05,5,15.0,1,15.35,15.21,,0.593,0.366,-0.119,0.474,-0.0197,0.021,-0.0295,-0.036,-0.0942,0,2,0.13,0,0.1409,-0.0942
20250228,5947.88,5954.41,5955,0.25,5,115.0,1,21.13,20.04,,1.727,1.396,-0.005,1.722,0.2158,0.4593,0.4841,0.6769,0.8065,1,4,-2.009,1,1.4282,0.8065
20250305,5847.14,5842.52,5855,0.85,6,498.0,1,23.51,22.22,,2.045,1.152,-0.219,1.826,0.2859,0.0611,0.0174,0.0166,-0.0513,0,2,-0.582,0,0.5077,-0.0513
20250307,5777.4,5770.2,5785,0.6,5,290.0,1,24.87,23.56,,2.03,0.843,-0.144,1.886,0.2055,0.2735,0.5258,0.1476,0.1872,0,4,-0.819,0,1.0527,0.1872
20250314,5641.83,5638.94,5645,0.7,5,340.0,1,24.66,21.63,,1.418,1.397,-0.022,1.397,0.2018,0.2898,0.2955,0.2142,0.331,1,4,-1.304,1,0.216,0.331
20250317,5681.27,5675.13,5685,2.05,8,1624.0,1,21.77,20.4,,1.285,0.911,-0.294,0.991,-0.0506,-0.148,-0.1184,-0.1221,-0.2865,0,0,1.35,0,0.6793,-0.2865
20250319,5675.02,5675.35,5680,2.15,8,1704.0,1,21.7,19.9,,1.653,0.875,-0.598,1.056,0.0401,-0.2824,-0.1895,-0.1104,-0.0646,0,2,-0.705,0,0.4313,-0.0646
20250320,5668.23,5662.9,5675,0.1,5,40.0,1,19.9,19.93,,1.396,0.297,-0.84,0.555,-0.0339,-0.0327,0.0422,0.0903,0.0318,0,3,0.763,1,-0.0316,0.0318
20250321,5663.02,5667.35,5670,0.15,5,65.0,1,19.8,19.54,,1.039,0.491,-0.058,0.982,0.0893,0.2063,0.293,0.2672,0.1373,0,4,0.283,1,0.058,0.1373
20250324,5769.65,5767.56,5775,1.05,6,618.0,1,19.28,17.65,,0.986,0.965,-0.021,0.965,0.0702,0.1369,0.1789,0.1653,0.2699,1,0,0.65,1,0.3264,0.2699
20250325,5775.81,5776.62,5780,0.45,5,215.0,1,17.48,17.11,,0.459,-0.007,-0.198,0.262,0.036,0.0632,0.0974,0.1611,0.1981,0,1,0.865,1,0.0383,0.1981
20250327,5700.09,5693.3,5705,0.65,5,315.0,1,18.33,18.51,,1.077,0.089,-0.554,0.523,-0.0691,-0.1891,-0.1637,-0.3163,-0.0826,0,3,-1.031,0,0.1984,-0.0826
20250331,5615.61,5611.91,5620,0.9,6,528.0,1,21.65,21.97,,2.511,1.598,-0.205,2.307,-0.0593,-0.0331,0.0579,0.2147,0.3741,0,0,-1.73,1,1.1292,0.3741
20250401,5628.97,5633.08,5635,1.0,6,588.0,1,22.28,21.95,,1.644,0.626,-0.322,1.323,0.1255,0.1502,0.2636,0.3901,0.6701,0,1,1.52,1,0.0119,0.6701
20250402,5676.37,5670.87,5680,0.6,5,290.0,1,21.77,21.4,,2.219,1.649,-0.404,1.815,0.0171,0.0009,0.1301,0.5158,0.4487,0,2,0.635,1,-0.1419,0.4487
20250407,5061.74,5062.18,5065,0.15,5,65.0,1,45.31,48.58,,105.91,1.952,-3.958,101.952,0.4297,0.2581,-0.0178,0.3302,0.0695,0,0,-4.121,0,0.2969,0.0695
20250411,5367.58,5363.36,5375,0.4,5,190.0,1,40.72,37.04,,3.058,2.115,-0.28,2.777,-0.0199,0.0843,0.0723,-0.0471,0.2913,0,4,-1.594,1,0.688,0.2913
20250422,5281.21,5287.72,5285,1.25,6,-894.0,0,33.82,30.62,,1.957,1.48,-0.478,1.48,0.0615,0.0178,0.4495,0.3065,-0.0651,0,1,-1.428,1,-0.1842,-0.0651
20250424,5486.05,5484.8,5490,1.25,6,738.0,1,28.45,26.54,,2.182,1.976,-0.031,2.151,0.0724,0.1137,0.1751,0.2618,0.1148,1,3,-0.373,1,0.3805,0.1148
20250425,5523.4,5525.21,5530,0.35,5,165.0,1,26.47,25.2,,1.316,0.628,-0.071,1.245,0.0989,0.2068,0.2825,0.0717,0.0888,0,4,1.922,1,0.2624,0.0888
20250428,5536.89,5528.71,5540,0.9,6,528.0,1,24.84,24.81,,1.538,0.144,-0.298,1.24,0.0168,0.1704,0.2431,0.2442,0.5857,0,0,0.646,1,0.9624,0.5857
20250429,5561.31,5560.74,5565,1.45,7,1001.0,1,25.15,24.27,,1.203,1.035,-0.11,1.092,-0.0207,0.1308,0.0939,0.0539,0.0155,0,1,-0.009,1,0.706,0.0155
20250430,5577.3,5568.92,5585,0.45,5,215.0,1,24.17,24.76,,2.567,1.254,-0.109,2.458,0.1731,0.6178,0.9048,0.9322,0.8538,0,2,0.942,1,0.9758,0.8538
20250502,5683.58,5686.63,5690,1.45,7,1001.0,1,24.6,22.63,,1.035,0.768,-0.203,0.832,0.0566,0.0431,-0.0882,-0.0948,-0.03,0,4,-0.374,0,-0.0459,-0.03
20250506,5615.39,5606.84,5620,0.95,6,558.0,1,23.64,24.52,,1.133,0.204,-0.576,0.557,-0.0443,-0.225,-0.1243,-0.0747,-0.1214,0,1,-0.084,0,0.1212,-0.1214
20250507,5629.34,5631.19,5635,0.1,5,40.0,1,24.76,24.26,,1.355,0.176,-0.546,0.809,0.2281,-0.3402,0.3179,0.3241,0.246,0,2,0.017,1,-0.1034,0.246
20250508,5665.59,5664.12,5670,1.85,7,1281.0,1,23.55,22.57,,1.496,0.143,-0.854,0.641,-0.08,-0.271,-0.3997,-0.6631,-0.5567,0,3,0.303,0,-0.7932,-0.5567
20250513,5888.51,5886.55,5895,0.55,5,265.0,1,18.39,18.0,,1.053,0.603,-0.293,0.759,-0.1522,-0.1991,-0.2471,-0.1967,-0.1047,0,1,0.637,0,-0.0867,-0.1047
20250514,5894.8,5892.58,5900,0.45,5,215.0,1,18.22,18.43,,0.584,-0.051,-0.217,0.367,0.0234,0.1836,0.1805,0.17,0.0511,0,2,0.553,1,0.0723,0.0511
20250515,5908.37,5916.93,5915,0.4,5,-775.0,0,18.62,17.95,,1.006,0.651,-0.275,0.731,-0.1376,0.0295,-0.0105,0.0808,-0.0475,0,3,-0.071,1,-0.1357,-0.0475
20250516,5953.94,5958.38,5960,0.25,5,115.0,1,17.83,17.24,,0.84,0.419,-0.054,0.785,0.0089,0.1083,0.0894,0.0232,0.005,0,4,0.803,1,0.2999,0.005
20250519,5959.54,5963.59,5965,0.05,5,15.0,1,17.24,18.07,,1.235,0.949,-0.164,1.071,-0.0052,0.1063,0.1215,0.1797,0.0332,0,0,0.494,1,0.0012,0.0332
20250522,5845.11,5842.01,5850,2.45,9,2187.0,1,20.87,19.93,,0.895,0.213,-0.417,0.478,-0.1363,-0.0899,-0.2386,-0.3296,-0.285,0,3,-1.11,0,0.15,-0.285
20250523,5799.08,5802.83,5805,1.05,6,618.0,1,20.28,22.3,,1.074,0.349,-0.475,0.599,-0.0957,-0.2393,-0.2757,-0.1674,-0.3488,0,4,0.013,0,-0.0155,-0.3488
20250530,5917.12,5911.62,5925,0.15,5,65.0,1,19.18,18.73,,1.328,0.058,-0.254,1.075,-0.1918,-0.0156,-0.0572,-0.1616,0.1946,0,4,-0.467,1,0.9179,0.1946
20250602,5930.29,5936.03,5935,0.25,5,-400.0,0,18.57,18.53,,1.281,0.553,-0.13,1.151,-0.0453,-0.0073,0.0019,-0.0809,0.0162,0,0,0.135,1,0.3028,0.0162
20250606,6003.66,6000.32,6010,0.55,5,265.0,1,18.48,16.91,,0.639,0.32,-0.178,0.46,0.0688,0.0295,0.0666,0.0201,-0.0423,0,4,-0.775,0,0.3192,-0.0423
20250609,6010.26,6005.88,6015,0.1,5,40.0,1,16.77,16.97,,0.452,0.061,-0.217,0.235,-0.0704,-0.0361,-0.0728,-0.079,-0.1658,0,0,0.221,0,-0.1046,-0.1658
20250610,6035.99,6038.81,6040,0.1,5,40.0,1,17.16,16.89,,0.711,0.378,-0.173,0.538,0.0239,0.0501,0.032,-0.0572,0.066,0,1,0.021,0,0.0428,0.066
20250623,6023.98,6025.19,6030,0.1,5,40.0,1,20.62,19.95,,1.382,0.884,-0.055,1.327,0.0555,0.1317,0.1249,0.1322,0.2924,0,0,-0.531,1,1.0365,0.2924
20250624,6094.54,6092.23,6100,0.25,5,115.0,1,19.83,17.54,,0.701,0.54,-0.129,0.572,-0.0556,-0.0782,-0.098,-0.0836,-0.0074,0,1,0.93,0,0.0581,-0.0074
20250626,6143.0,6141.02,6150,0.05,5,15.0,1,16.76,16.42,,0.625,0.497,-0.049,0.576,-0.0127,0.0761,0.0728,0.0254,0.1051,1,3,-0.197,1,0.1956,0.1051
20250627,6169.94,6173.07,6175,0.05,5,15.0,1,16.59,16.47,,0.9,0.253,-0.348,0.552,0.1023,0.1668,0.1828,0.2574,0.5467,0,4,0.473,1,-0.2533,0.5467
20250630,6209.13,6204.94,6215,1.55,7,1071.0,1,16.32,16.6,,0.648,0.336,-0.014,0.633,0.0615,0.198,0.2019,0.203,0.4351,1,0,0.364,1,0.3871,0.4351
20250701,6202.16,6198.05,6210,0.1,5,40.0,1,16.73,16.67,,0.53,0.246,-0.135,0.395,-0.0245,-0.0369,0.031,-0.0243,-0.0622,0,1,0.187,1,0.114,-0.0622
20250702,6226.62,6227.41,6230,0.15,5,65.0,1,16.83,16.65,,0.604,0.502,-0.012,0.592,0.0485,0.0661,0.073,0.0429,0.0622,1,2,0.175,1,0.1119,0.0622
20250710,6277.93,6280.38,6285,0.05,5,15.0,1,15.94,15.77,,0.619,0.157,-0.216,0.402,-0.0645,-0.1475,-0.1621,-0.1368,-0.1025,0,3,0.321,0,-0.0239,-0.1025
20250711,6261.68,6259.75,6265,0.25,5,115.0,1,15.78,16.23,,0.509,0.072,-0.148,0.361,-0.007,-0.0651,-0.0851,-0.1058,-0.1017,0,4,0.217,0,-0.0626,-0.1017
20250716,6264.96,6263.69,6270,0.05,5,15.0,1,17.38,17.12,,1.064,0.137,-0.081,0.983,0.0096,-0.0402,-0.0646,0.0246,0.0222,0,2,-0.82,1,0.1852,0.0222
20250717,6300.69,6297.5,6305,0.2,5,90.0,1,17.16,16.68,,0.677,0.595,-0.064,0.613,0.0373,0.024,-0.0149,-0.0087,-0.0008,0,3,0.147,0,0.1739,-0.0008
20250721,6307.01,6305.6,6315,0.05,5,15.0,1,16.41,16.72,,0.497,0.057,-0.44,0.057,-0.017,0.0002,-0.0991,-0.1339,-0.2804,0,0,-0.256,0,-0.41,-0.2804
20250723,6355.62,6358.99,6360,0.05,5,15.0,1,16.5,15.5,,0.637,0.443,-0.045,0.592,0.0238,0.062,0.0453,0.0249,0.0244,1,2,0.047,1,0.2559,0.0244
20250724,6368.92,6363.39,6375,0.15,5,65.0,1,15.37,15.39,,0.326,0.017,-0.182,0.144,0.0204,0.0253,-0.0272,-0.104,-0.0334,0,3,0.507,0,0.0154,-0.0334
20250725,6387.81,6388.65,6395,0.15,5,65.0,1,15.39,15.06,,0.428,0.296,-0.109,0.319,-0.0477,-0.0671,-0.0871,-0.078,-0.0565,0,4,-0.082,0,0.0091,-0.0565
20250804,6326.24,6329.93,6330,0.6,5,290.0,1,20.38,17.72,,0.893,0.883,-0.01,0.883,0.0465,0.0704,0.0911,0.034,0.136,1,0,-0.784,1,0.0908,0.136
20250806,6343.99,6345.09,6350,0.35,5,165.0,1,17.85,16.77,,0.82,0.601,-0.088,0.731,0.0348,-0.006,-0.0685,-0.0345,-0.0128,0,2,-0.591,0,0.0383,-0.0128
20250808,6387.98,6389.51,6395,0.15,5,65.0,1,16.57,15.6,,0.628,0.531,-0.098,0.531,0.0865,0.0985,0.0417,-0.0497,-0.0397,0,4,-0.538,0,0.0847,-0.0397
20250812,6444.45,6445.82,6450,0.15,5,65.0,1,16.25,14.84,,0.941,0.767,-0.026,0.915,0.0102,0.0658,0.0343,0.0487,0.0578,1,1,-0.253,1,0.1567,0.0578
20250822,6463.57,6466.9,6470,0.5,5,240.0,1,16.6,14.27,,1.477,1.273,-0.204,1.273,-0.0136,0.0334,0.1206,-0.0204,-0.0468,0,4,-0.167,0,0.0271,-0.0468
20250827,6486.06,6481.4,6490,0.05,5,15.0,1,14.62,14.94,,0.452,0.333,-0.05,0.401,-0.0204,-0.0224,-0.0068,0.0495,-0.0122,0,2,0.473,1,0.1436,-0.0122
20250828,6505.94,6501.86,6510,0.7,5,340.0,1,14.85,14.33,,0.635,0.375,0.0,0.635,0.0803,0.0569,0.0633,0.089,0.0855,1,3,0.296,1,0.3007,0.0855
20250902,6414.98,6415.54,6420,0.15,5,65.0,1,15.36,17.61,,0.841,0.187,-0.015,0.826,0.0296,0.0919,0.0871,0.1889,0.3189,1,1,-0.447,1,0.5055,0.3189
20250903,6443.61,6448.28,6450,0.05,5,15.0,1,17.17,16.54,,0.582,-0.06,-0.181,0.4,0.061,0.1152,0.1846,0.2943,0.3144,0,2,0.219,1,0.1673,0.3144
20250904,6498.44,6502.08,6505,0.1,5,40.0,1,16.35,15.55,,0.817,0.652,0.0,0.817,0.0775,0.0973,0.0779,0.1012,0.1717,1,3,0.038,1,0.4129,0.1717
20250911,6588.63,6587.45,6595,0.45,5,215.0,1,15.35,14.71,,0.716,0.575,-0.01,0.706,-0.0086,0.0425,0.0349,0.0742,0.0982,1,3,-0.278,1,0.1872,0.0982
20250912,6589.7,6584.29,6595,0.65,5,315.0,1,14.71,14.75,,0.314,0.04,-0.105,0.21,0.0414,0.0786,0.1766,-0.0026,-0.087,0,4,0.504,0,0.0615,-0.087
20250915,6612.0,6615.31,6615,0.45,5,60.0,1,14.76,15.73,,0.266,0.125,-0.119,0.147,0.0495,0.0219,0.0557,0.0384,0.0477,0,0,-0.097,1,0.0402,0.0477
20250917,6602.27,6600.42,6610,0.4,5,190.0,1,16.36,15.86,,1.109,-0.033,-0.329,0.78,-0.0291,0.0403,-0.0153,-0.0736,0.5675,0,2,-0.262,1,0.1663,0.5675
20250918,6631.76,6631.94,6635,2.1,8,1664.0,1,15.72,15.72,,0.678,0.16,-0.292,0.386,0.0636,0.0873,0.0503,0.0059,-0.0741,0,3,-0.067,0,-0.1766,-0.0741
20250919,6668.61,6664.41,6675,0.45,5,215.0,1,15.7,15.56,,0.594,0.342,0.0,0.594,0.0442,0.1186,0.1177,0.116,0.2408,1,4,0.077,1,0.2623,0.2408
20250926,6641.16,6643.7,6645,0.95,6,558.0,1,16.74,15.48,,0.673,0.424,-0.084,0.59,0.0501,0.0511,0.0304,-0.0041,-0.0017,0,4,-0.051,0,0.0771,-0.0017
20250929,6659.23,6661.21,6665,0.05,5,15.0,1,15.29,16.08,,0.493,-0.062,-0.298,0.195,-0.0626,-0.0203,-0.0201,0.0706,-0.0107,0,0,0.428,1,0.0353,-0.0107
20250930,6689.75,6688.43,6695,0.45,5,215.0,1,16.12,16.13,,0.753,0.491,-0.033,0.72,0.0732,0.1574,0.2036,0.1577,0.2807,1,1,-0.006,1,0.5668,0.2807
20251001,6711.8,6711.2,6715,0.7,5,340.0,1,16.28,16.06,,0.934,0.703,-0.101,0.834,-0.045,-0.0115,-0.0624,-0.0201,-0.0572,0,2,0.484,0,0.2671,-0.0572
20251008,6754.45,6753.72,6760,0.05,5,15.0,1,17.24,16.32,,0.558,0.461,-0.011,0.547,0.0154,0.0595,0.0499,0.0176,0.1189,1,2,-0.468,1,0.0569,0.1189
20251013,6656.22,6654.69,6660,0.8,5,390.0,1,21.66,18.94,,0.724,0.541,-0.156,0.568,0.0542,0.0562,0.0358,0.0657,0.1854,0,0,-2.789,1,-0.1026,0.1854
20251014,6640.74,6644.31,6645,1.35,6,798.0,1,19.03,20.77,,1.903,0.608,-0.577,1.326,0.1311,0.197,-0.0972,-0.4957,-0.4569,0,1,0.486,0,-0.3199,-0.4569
20251017,6665.61,6664.01,6670,1.0,6,588.0,1,25.31,21.37,,1.136,0.816,-0.176,0.959,0.0132,-0.0043,-0.0408,-0.1058,0.0055,0,4,-0.896,0,0.4016,0.0055
20251020,6738.31,6735.13,6745,0.1,5,40.0,1,20.78,18.3,,0.812,0.746,-0.065,0.746,-0.0108,0.0122,0.0181,0.0346,0.0315,0,0,0.767,1,0.101,0.0315
20251021,6743.43,6735.3,6750,0.15,5,65.0,1,18.23,17.56,,0.447,0.128,-0.101,0.347,0.0117,0.0484,0.0657,0.0257,0.043,0,1,0.674,1,0.1431,0.043
20251023,6737.67,6738.41,6745,0.15,5,65.0,1,18.6,17.34,,0.737,0.541,-0.143,0.593,0.0344,-0.0626,-0.0506,-0.099,-0.1332,0,3,-0.622,0,0.0313,-0.1332
20251024,6796.26,6791.75,6800,1.05,6,618.0,1,17.3,16.42,,0.517,0.385,-0.132,0.385,-0.0206,-0.0431,-0.052,-0.1128,-0.055,0,4,0.519,0,-0.0487,-0.055
20251027,6875.84,6875.12,6880,0.45,5,215.0,1,16.37,15.85,,0.485,0.46,-0.003,0.482,0.0375,0.1188,0.1213,0.1844,0.1906,1,0,0.291,1,0.2534,0.1906
20251105,6805.69,6796.31,6810,1.2,6,708.0,1,19.0,17.61,,0.985,0.562,-0.325,0.66,-0.0429,-0.1064,-0.1722,-0.1947,-0.2427,0,2,-0.247,0,-0.2179,-0.2427
20251110,6833.62,6832.47,6840,1.4,6,828.0,1,19.08,17.8,,1.043,0.794,-0.031,1.012,0.0575,0.0484,0.043,0.0429,0.0534,1,0,0.487,1,0.346,0.0534
20251111,6848.69,6846.64,6855,0.5,5,240.0,1,17.6,17.26,,0.708,0.529,-0.051,0.657,0.002,0.0147,0.0361,0.0123,-0.0152,0,1,0.694,1,0.1365,-0.0152
20251114,6735.16,6734.11,6740,0.55,5,265.0,1,20.0,20.26,,1.91,0.925,-0.606,1.304,-0.0267,-0.1078,-0.0727,-0.1578,-0.3867,0,4,-1.303,0,-0.2825,-0.3867
20251119,6647.76,6642.2,6655,0.3,5,140.0,1,24.69,23.47,,1.302,0.3,-0.665,0.637,0.0595,0.0269,-0.0678,-0.0286,0.178,0,2,-0.359,1,0.2087,0.178
20251121,6599.37,6602.96,6605,1.55,7,1071.0,1,26.42,23.47,,2.107,0.735,-0.856,1.251,-0.1758,-0.2179,-0.2238,-0.3144,-0.4365,0,4,-2.953,0,-0.1529,-0.4365
