date,spot,spx_exit,short_strike,credit,qty,pnl,win,vix_prev_close,vix_1550,vix_intraday_chg,day_range_pct,intraday_return_pct,dist_from_high_pct,dist_from_low_pct,mom_5,mom_10,mom_15,mom_30,mom_60,near_high,dow,prior_day_return,ema_bullish,afternoon_return,last_hour_return
20230615,4424.82,4426.03,4430,1.0,6,588.0,1,13.88,14.34,,1.755,1.458,-0.234,1.521,-0.1202,-0.0395,0.0215,0.007,-0.117,0,3,0.146,1,0.4422,-0.117
20230628,4371.07,4377.15,4375,0.15,5,-1010.0,0,13.74,13.51,,0.69,0.09,-0.434,0.256,0.0009,0.0108,0.0231,-0.0295,0.0137,0,2,0.945,1,0.0737,0.0137
20230630,4455.11,4450.16,4460,1.0,6,588.0,1,13.54,13.16,,0.815,0.813,-0.002,0.813,0.0667,0.0896,0.0298,0.084,0.1112,1,4,0.494,1,0.1804,0.1112
20230710,4405.65,4409.72,4410,0.05,5,15.0,1,14.83,15.15,,0.516,0.25,-0.168,0.348,0.0509,0.0581,0.0325,0.0579,-0.0288,0,0,-0.125,0,0.042,-0.0288
20230711,4437.17,4439.25,4445,0.1,5,40.0,1,15.07,14.88,,0.797,0.496,-0.14,0.657,-0.0948,0.0796,0.1725,0.1942,0.2621,0,1,0.353,1,0.2659,0.2621
20230712,4471.27,4472.37,4475,0.85,6,498.0,1,14.84,13.59,,0.562,0.127,-0.336,0.227,0.0309,-0.0337,-0.0152,0.1599,-0.0603,0,2,0.537,0,0.0067,-0.0603
20230713,4511.13,4509.97,4515,0.65,5,315.0,1,13.54,13.58,,0.624,0.47,-0.107,0.517,0.0075,-0.0846,-0.0394,0.045,0.1658,0,3,0.105,1,0.2876,0.1658
20230717,4524.44,4522.73,4530,0.25,5,115.0,1,13.34,13.47,,0.62,0.395,-0.137,0.483,0.0422,-0.0029,-0.0409,-0.0815,0.0765,0,0,-0.197,1,0.158,0.0765
20230718,4555.77,4555.1,4560,0.6,5,290.0,1,13.48,13.39,,1.055,0.8,-0.096,0.959,-0.0083,-0.0215,-0.0318,-0.0561,0.0505,0,1,0.308,1,0.3041,0.0505
20230725,4568.57,4567.53,4575,0.05,5,15.0,1,13.91,14.0,,0.619,0.349,-0.21,0.409,0.0317,0.0142,-0.0407,-0.0634,-0.1134,0,1,0.248,0,-0.0405,-0.1134
20230726,4559.57,4566.96,4565,0.4,5,-790.0,0,13.86,13.34,,0.765,0.056,-0.459,0.306,0.0193,-0.0662,-0.0379,0.0985,-0.3127,0,2,0.271,1,0.1363,-0.3127
20230728,4581.8,4582.14,4585,0.3,5,140.0,1,14.41,13.32,,0.573,0.392,-0.142,0.43,0.0908,0.1459,0.0856,0.0439,0.0002,0,4,-1.323,0,0.0533,0.0002
20230801,4577.84,4576.72,4585,0.1,5,40.0,1,13.63,13.83,,0.373,0.041,-0.085,0.288,-0.002,0.0835,0.0946,0.0334,0.0417,0,1,0.094,0,0.0841,0.0417
20230803,4505.03,4501.73,4510,0.1,5,40.0,1,16.09,16.37,,0.755,0.245,-0.316,0.439,0.0686,0.0264,0.0424,0.0033,-0.1363,0,3,-0.824,0,-0.2802,-0.1363
20230808,4500.92,4499.33,4505,0.1,5,40.0,1,15.77,15.98,,0.865,0.016,-0.101,0.764,-0.0988,-0.0782,0.0153,0.0165,0.1875,0,1,0.6,1,0.4739,0.1875
20230811,4461.37,4464.18,4465,0.85,6,498.0,1,15.85,15.07,,0.725,0.285,-0.289,0.436,0.0327,-0.0323,-0.0184,-0.1539,-0.1628,0,4,-0.407,0,0.1274,-0.1628
20230818,4369.33,4370.04,4375,0.3,5,140.0,1,17.89,17.24,,1.07,0.553,-0.297,0.773,-0.1725,-0.1974,-0.0442,0.1022,0.0343,0,4,-1.046,1,0.1458,0.0343
20230821,4402.66,4399.91,4410,0.05,5,15.0,1,17.3,16.93,,1.079,0.523,-0.099,0.979,-0.01,-0.04,-0.0547,0.0027,0.1663,0,0,0.579,1,0.5361,0.1663
20230823,4431.79,4436.13,4435,0.85,6,-180.0,0,16.97,16.01,,1.063,0.841,-0.222,0.841,-0.0555,-0.1273,-0.1379,-0.0809,-0.0219,0,2,-0.627,0,0.0966,-0.0219
20230829,4495.79,4497.77,4500,0.1,5,40.0,1,15.08,14.55,,1.544,1.413,-0.107,1.437,-0.0036,-0.0913,-0.0285,-0.0451,0.0855,0,1,0.164,1,0.2122,0.0855
20230831,4512.64,4507.54,4520,0.1,5,40.0,1,13.88,13.49,,0.534,-0.08,-0.418,0.116,-0.0562,-0.135,-0.0759,-0.0512,0.0024,0,3,0.326,0,0.0153,0.0024
20230907,4450.3,4451.2,4455,0.75,5,365.0,1,14.45,14.45,,0.617,0.413,-0.112,0.505,-0.0415,-0.0485,0.064,0.0658,0.0067,0,3,-0.551,1,0.0928,0.0067
20230928,4299.96,4299.73,4305,0.05,5,15.0,1,18.22,17.44,,1.239,0.655,-0.46,0.779,-0.0502,-0.0277,-0.0181,-0.3383,0.0967,0,3,-0.187,0,-0.1608,0.0967
20231002,4284.92,4288.4,4290,0.1,5,40.0,1,17.52,17.99,,0.942,-0.018,-0.393,0.549,0.2119,0.1456,0.163,0.2359,0.425,0,0,-0.923,1,0.4453,0.425
20231004,4266.65,4263.42,4270,0.55,5,265.0,1,19.78,18.5,,1.134,0.771,-0.048,1.086,0.1415,0.0704,0.0005,0.1481,0.5178,1,2,-0.94,1,0.3616,0.5178
20231005,4257.29,4258.19,4265,0.1,5,40.0,1,18.58,18.32,,0.968,-0.008,-0.191,0.777,-0.0284,-0.0945,-0.0505,-0.004,-0.0823,0,3,0.699,0,0.4367,-0.0823
20231006,4310.38,4308.48,4315,0.2,5,90.0,1,18.49,17.38,,2.469,1.769,-0.34,2.129,-0.164,-0.1846,-0.2576,-0.2232,-0.2253,0,4,-0.026,0,0.2755,-0.2253
20231010,4359.06,4358.25,4365,0.05,5,15.0,1,17.7,16.96,,1.056,0.409,-0.644,0.412,-0.0894,-0.1061,-0.1114,-0.0958,-0.0032,0,1,1.087,0,-0.5244,-0.0032
20231011,4375.4,4376.94,4380,0.2,5,90.0,1,17.03,16.44,,0.735,0.214,-0.034,0.701,0.0235,0.0398,0.0784,0.2433,0.2435,1,2,0.426,1,0.4827,0.2435
20231016,4378.82,4373.67,4385,0.05,5,15.0,1,19.32,17.29,,0.943,0.825,-0.118,0.825,0.0876,0.0661,0.008,-0.0308,0.0661,0,0,-0.749,0,0.0892,0.0661
20231017,4370.24,4373.21,4375,0.15,5,65.0,1,17.21,18.01,,1.289,0.59,-0.522,0.767,0.1111,0.2132,0.1182,0.0978,0.305,0,1,0.721,1,-0.2203,0.305
20231023,4215.95,4216.96,4220,0.4,5,190.0,1,21.71,20.39,,1.582,0.157,-0.923,0.66,-0.1139,-0.1624,-0.0879,-0.203,-0.4619,0,0,-1.164,0,-0.8907,-0.4619
20231024,4251.83,4247.65,4255,0.05,5,15.0,1,20.37,19.09,,0.943,0.288,-0.269,0.674,-0.079,-0.1103,-0.1145,-0.0668,-0.0052,0,1,0.156,1,0.5477,-0.0052
20231030,4169.94,4166.78,4175,0.15,5,65.0,1,21.27,19.65,,1.076,0.748,-0.172,0.904,0.0072,-0.0084,-0.006,-0.1071,0.059,0,0,-0.855,0,0.6891,0.059
20231101,4240.56,4237.86,4245,0.1,5,40.0,1,18.14,16.82,,1.14,0.902,-0.154,0.986,0.0505,-0.054,0.0099,-0.0226,0.5469,0,2,0.538,1,0.7486,0.5469
20231103,4359.36,4358.33,4365,0.1,5,40.0,1,15.66,15.11,,0.909,0.592,-0.317,0.592,-0.0211,-0.0768,-0.1175,-0.1477,-0.2793,0,4,1.16,0,-0.1914,-0.2793
20231107,4373.33,4378.39,4380,0.15,5,65.0,1,14.89,14.86,,0.707,0.223,-0.236,0.47,-0.1235,-0.233,-0.2037,-0.1422,-0.0934,0,1,0.04,0,-0.027,-0.0934
20231108,4384.29,4382.82,4390,0.05,5,15.0,1,14.81,14.39,,0.717,-0.001,-0.157,0.56,-0.0301,-0.0561,0.0696,0.1073,0.132,0,2,0.279,1,0.3573,0.132
20231110,4414.44,4415.28,4420,0.1,5,40.0,1,15.29,14.21,,1.482,1.165,-0.07,1.413,-0.0317,0.0202,0.0526,0.117,0.209,0,4,-1.004,1,0.4402,0.209
20231113,4410.93,4411.53,4415,0.25,5,115.0,1,14.17,14.73,,0.634,0.116,-0.226,0.408,-0.0621,-0.072,-0.041,-0.1229,-0.0838,0,0,1.172,0,-0.0261,-0.0838
20231114,4492.47,4495.54,4500,0.05,5,15.0,1,14.76,14.13,,1.115,0.769,-0.346,0.769,-0.0807,-0.2174,-0.2732,-0.2557,-0.2048,0,1,0.111,0,-0.0518,-0.2048
20231116,4506.87,4508.26,4510,0.1,5,40.0,1,14.18,13.99,,0.537,0.189,-0.143,0.394,-0.0512,0.0093,0.0075,0.078,0.1494,0,3,-0.053,1,0.1098,0.1494
20231120,4545.49,4547.41,4550,0.2,5,90.0,1,13.8,13.43,,1.036,0.776,-0.231,0.805,-0.0563,-0.1653,-0.193,-0.1728,-0.116,0,0,0.1,0,0.3062,-0.116
20231130,4565.95,4567.69,4570,0.1,5,40.0,1,12.98,12.95,,0.636,0.198,-0.051,0.585,0.1398,0.1732,0.2852,0.4329,0.2284,0,3,-0.464,1,0.4556,0.2284
20231204,4571.37,4569.78,4575,0.1,5,40.0,1,12.63,13.0,,0.562,0.113,-0.062,0.5,-0.0564,0.0486,0.0933,0.1668,0.131,0,0,0.772,1,0.0236,0.131
20231208,4604.42,4604.37,4610,0.1,5,40.0,1,13.06,12.49,,0.769,0.641,-0.081,0.688,-0.0291,-0.0308,-0.0603,0.0339,-0.0078,0,4,0.366,1,0.311,-0.0078
20231213,4699.94,4707.17,4705,0.05,5,-1070.0,0,12.07,12.22,,1.43,1.143,-0.224,1.207,0.0492,-0.0147,-0.0109,0.3149,-0.0578,0,2,0.55,1,1.1344,-0.0578
20231215,4724.36,4718.91,4730,0.3,5,140.0,1,12.48,12.27,,0.442,0.215,-0.025,0.417,0.2013,0.2853,0.2908,0.2181,0.3396,1,4,-0.031,1,0.2236,0.3396
20231218,4743.35,4740.54,4750,0.05,5,15.0,1,12.28,12.48,,0.507,0.404,-0.103,0.404,0.012,0.02,-0.0112,-0.0556,-0.0569,0,0,0.099,0,-0.0048,-0.0569
20231221,4746.44,4746.71,4750,0.25,5,115.0,1,13.67,13.52,,0.82,0.45,-0.033,0.787,0.0417,0.0901,0.0557,0.3084,0.4154,1,3,-1.392,1,0.6274,0.4154
20231222,4753.81,4754.64,4760,0.3,5,140.0,1,13.65,13.24,,0.761,0.026,-0.374,0.387,0.0316,0.0341,0.0928,-0.0246,-0.0254,0,4,0.475,0,-0.2021,-0.0254
20231226,4774.26,4774.76,4780,0.1,5,40.0,1,13.03,12.98,,0.552,0.333,-0.211,0.341,-0.0561,-0.0802,-0.1006,-0.1823,-0.035,0,1,0.015,0,0.0832,-0.035
20231227,4776.86,4781.62,4780,0.05,5,-795.0,0,12.99,12.49,,0.345,0.019,-0.231,0.114,0.0585,0.0325,-0.0569,-0.0017,0.0673,0,2,0.334,0,-0.0023,0.0673
20231228,4782.19,4783.37,4790,0.1,5,40.0,1,12.43,12.49,,0.215,-0.068,-0.212,0.003,-0.0671,-0.1443,-0.1374,-0.0992,-0.1347,0,3,0.171,0,-0.1707,-0.1347
20240105,4697.55,4697.22,4705,0.05,5,15.0,1,14.13,13.41,,0.84,0.161,-0.498,0.341,0.0462,0.0948,0.243,0.2527,0.2803,0,4,-0.186,1,0.1358,0.2803
20240108,4762.6,4763.54,4770,0.1,5,40.0,1,13.35,13.09,,1.358,1.256,-0.019,1.339,0.054,0.1146,0.0284,0.1508,0.194,1,0,0.142,1,0.6583,0.194
20240110,4779.22,4783.44,4785,0.1,5,40.0,1,12.76,12.74,,0.727,0.401,-0.247,0.48,0.1414,0.0356,-0.0031,0.0004,-0.203,0,2,0.307,0,0.1946,-0.203
20240117,4741.06,4739.24,4745,0.15,5,65.0,1,13.84,14.8,,0.621,-0.003,-0.111,0.51,-0.0108,0.1162,0.1263,0.3245,0.1549,0,2,-0.134,1,0.1115,0.1549
20240118,4779.58,4780.94,4785,0.3,5,140.0,1,14.79,14.18,,0.95,0.444,-0.096,0.854,0.0019,0.0333,0.095,0.0431,0.1666,0,3,0.002,1,0.7642,0.1666
20240119,4838.65,4839.8,4845,0.15,5,65.0,1,14.13,13.4,,1.172,0.9,-0.054,1.118,0.0453,0.0624,0.0736,0.0629,0.0755,0,4,0.438,1,0.4525,0.0755
20240123,4866.14,4864.61,4870,0.1,5,40.0,1,13.19,12.65,,0.42,0.158,-0.006,0.414,0.0185,0.05,0.1043,0.0496,0.0986,1,1,-0.062,1,0.2182,0.0986
20240125,4888.82,4894.17,4895,0.05,5,15.0,1,13.14,13.47,,0.59,0.041,-0.194,0.395,-0.0258,0.0692,0.0258,0.1459,0.1701,0,3,-0.409,1,0.1346,0.1701
20240126,4890.8,4890.97,4895,0.1,5,40.0,1,13.45,13.28,,0.516,0.001,-0.362,0.153,-0.0364,0.0309,0.0262,-0.0728,-0.0752,0,4,0.154,0,0.1104,-0.0752
20240202,4964.45,4958.6,4970,0.95,6,558.0,1,13.88,13.83,,1.369,1.052,-0.153,1.216,0.0195,0.0614,0.0228,-0.0268,-0.0155,0,4,0.928,0,0.3025,-0.0155
20240207,4991.87,4995.05,4995,0.3,5,115.0,1,13.06,12.85,,0.62,0.362,-0.178,0.442,-0.0457,-0.1049,-0.1213,-0.1215,-0.146,0,2,0.082,0,0.0579,-0.146
20240208,4995.11,4997.96,5000,0.05,5,15.0,1,12.83,12.85,,0.252,-0.036,-0.127,0.125,-0.0658,-0.0792,-0.0894,-0.0858,-0.049,0,3,0.442,0,0.0535,-0.049
20240209,5026.08,5026.57,5030,0.05,5,15.0,1,12.79,,,0.594,0.387,-0.13,0.464,0.0125,0.0382,-0.0026,-0.0265,-0.0649,0,4,0.056,0,0.1008,-0.0649
20240215,5028.31,5029.76,5035,0.05,5,15.0,1,14.38,14.21,,0.665,0.498,-0.093,0.572,0.0555,0.0667,0.0557,0.079,-0.0858,0,3,0.484,0,0.3326,-0.0858
20240221,4980.96,4981.83,4985,0.05,5,15.0,1,15.42,15.38,,0.653,0.296,-0.014,0.639,0.0973,0.1799,0.1797,0.5218,0.4482,1,2,-0.276,1,0.2645,0.4482
20240222,5089.37,5087.02,5095,0.1,5,40.0,1,15.34,14.41,,1.103,0.972,-0.13,0.972,0.0079,0.0022,-0.064,-0.0365,0.0383,0,3,0.379,1,0.2757,0.0383
20240228,5066.35,5069.81,5070,0.05,5,15.0,1,13.43,13.68,,0.375,-0.066,-0.266,0.109,-0.0543,-0.034,-0.1142,-0.0844,-0.016,0,2,0.071,0,-0.0517,-0.016
20240304,5131.05,5130.95,5135,0.4,5,190.0,1,13.11,13.52,,0.438,0.006,-0.358,0.081,-0.0004,-0.0592,-0.1896,-0.289,-0.3358,0,0,0.757,0,-0.1318,-0.3358
20240306,5107.14,5104.77,5115,0.2,5,90.0,1,14.46,14.43,,0.7,-0.035,-0.426,0.274,0.058,0.0139,0.0468,0.1976,0.077,0,2,-0.623,1,-0.2631,0.077
20240307,5161.41,5157.34,5165,0.25,5,115.0,1,14.5,14.33,,0.729,0.555,-0.093,0.636,0.1117,0.0095,0.0434,0.1314,0.0163,0,3,-0.064,1,0.1611,0.0163
20240311,5115.41,5117.95,5120,0.15,5,65.0,1,14.74,15.22,,0.656,0.024,-0.224,0.432,-0.036,-0.1496,-0.0766,-0.0581,-0.1625,0,0,-0.789,0,-0.0465,-0.1625
20240319,5179.35,5178.49,5185,0.05,5,15.0,1,14.33,13.9,,0.928,0.776,-0.006,0.922,0.0609,0.1375,0.1506,0.2505,0.2204,1,1,-0.104,1,0.1803,0.2204
20240320,5218.27,5224.59,5225,0.05,5,15.0,1,13.82,13.08,,1.054,0.667,-0.192,0.862,0.0664,-0.0297,-0.1049,-0.068,0.0322,0,2,0.767,1,0.6825,0.0322
20240322,5238.24,5234.16,5245,0.3,5,140.0,1,12.92,12.94,,0.309,-0.023,-0.092,0.217,0.0155,0.0525,0.0632,0.1144,0.0109,0,4,-0.227,1,0.0567,0.0109
20240325,5217.73,5218.25,5225,0.05,5,15.0,1,13.06,13.15,,0.249,-0.019,-0.203,0.046,-0.0622,-0.1305,-0.1278,-0.0823,-0.1775,0,0,-0.159,0,-0.1169,-0.1775
20240327,5245.48,5248.61,5250,0.55,5,265.0,1,13.24,12.66,,0.646,0.395,-0.013,0.632,0.0357,0.0841,0.1602,0.4459,0.5024,1,2,-0.481,1,0.4988,0.5024
20240328,5258.73,5254.34,5265,0.35,5,165.0,1,12.78,13.01,,0.363,0.188,-0.132,0.23,0.0462,-0.0095,-0.0544,-0.0633,0.0618,0,3,0.427,0,0.1291,0.0618
20240402,5206.17,5205.88,5210,0.45,5,215.0,1,13.65,14.66,,0.467,0.053,-0.025,0.442,0.0355,0.038,0.0058,0.0863,0.1664,1,1,-0.271,1,0.1664,0.1664
20240403,5209.33,5211.59,5215,0.8,5,390.0,1,14.61,14.29,,0.662,0.363,-0.299,0.363,-0.0244,-0.0027,0.052,0.2116,-0.1282,0,2,0.031,1,-0.21,-0.1282
20240405,5209.15,5204.29,5215,0.5,5,240.0,1,16.35,16.22,,1.259,0.985,-0.241,1.018,0.0866,0.1513,0.1178,0.1996,0.3227,0,4,-1.846,1,-0.2311,0.3227
20240411,5203.24,5198.99,5210,0.15,5,65.0,1,15.8,14.99,,1.411,0.591,-0.159,1.252,0.0202,-0.1286,-0.0833,-0.0657,-0.0352,0,3,-0.141,0,0.6487,-0.0352
20240422,5009.05,5010.61,5015,0.1,5,40.0,1,18.71,16.87,,1.392,0.411,-0.622,0.771,-0.0852,-0.1017,-0.011,-0.2136,-0.3423,0,0,-0.763,0,0.1871,-0.3423
20240423,5069.6,5070.54,5075,0.25,5,115.0,1,16.94,15.84,,0.958,0.831,-0.109,0.849,-0.0006,0.0045,-0.0195,0.0057,-0.0099,0,1,0.467,1,0.0788,-0.0099
20240425,5046.64,5048.41,5050,0.6,5,290.0,1,15.97,16.23,,1.338,0.541,-0.213,1.125,0.0327,0.0351,0.004,-0.1626,0.2632,0,3,-0.259,0,0.272,0.2632
20240426,5100.88,5099.82,5105,0.6,5,290.0,1,15.37,15.01,,0.816,0.356,-0.233,0.582,-0.038,-0.0176,-0.0709,-0.1655,-0.031,0,4,0.568,0,-0.1757,-0.031
20240502,5059.08,5064.22,5065,0.1,5,40.0,1,15.39,14.86,,1.231,0.146,-0.327,0.904,-0.0089,0.0024,-0.0692,-0.2554,-0.2251,0,3,-0.212,0,0.3548,-0.2251
20240503,5127.67,5127.79,5135,0.1,5,40.0,1,14.68,13.61,,0.74,0.139,-0.18,0.559,0.0259,0.0033,-0.0234,-0.0018,-0.0129,0,4,0.295,0,0.1521,-0.0129
20240507,5188.72,5187.69,5195,0.55,5,265.0,1,13.49,13.19,,0.41,0.073,-0.178,0.232,0.0,0.0916,0.0652,0.0912,0.1476,0,1,0.746,1,-0.0833,0.1476
20240508,5188.92,5187.69,5195,0.1,5,40.0,1,13.23,12.96,,0.505,0.398,-0.047,0.458,-0.0275,0.0098,0.0145,0.0256,0.0617,1,2,0.009,1,0.1641,0.0617
20240510,5225.62,5222.67,5230,0.15,5,65.0,1,12.69,12.58,,0.574,0.009,-0.262,0.311,0.0574,0.081,0.045,0.0429,0.1132,0,4,0.483,1,0.1351,0.1132
20240514,5249.18,5246.59,5255,0.1,5,40.0,1,13.6,13.36,,0.617,0.556,-0.002,0.615,0.0522,0.0482,0.0854,0.085,0.1009,1,1,-0.223,1,0.5441,0.1009
20240515,5308.11,5308.18,5315,0.05,5,15.0,1,13.42,12.43,,0.848,0.84,-0.008,0.84,0.0364,0.0475,0.0558,0.08,0.1277,1,2,0.488,1,0.1943,0.1277
20240520,5305.52,5308.19,5310,0.6,5,290.0,1,11.99,12.2,,0.432,0.038,-0.339,0.093,0.0275,-0.0177,-0.0695,-0.0695,-0.0473,0,0,0.004,0,-0.271,-0.0473
20240524,5300.66,5304.71,5305,0.25,5,115.0,1,12.77,11.97,,0.63,0.386,-0.186,0.443,0.0287,0.0268,-0.0121,0.0402,0.0166,0,4,-1.356,0,-0.039,0.0166
20240531,5269.88,5277.8,5275,0.35,5,-1235.0,0,14.47,13.36,,1.476,0.439,-0.054,1.422,0.1613,0.356,0.5537,0.6129,0.8738,0,4,-0.462,1,1.1696,0.8738
20240604,5289.54,5291.32,5295,0.7,5,340.0,1,13.11,13.24,,0.78,0.239,-0.151,0.629,0.0051,0.0617,0.1332,0.1139,-0.1101,0,1,-0.259,1,0.3585,-0.1101
20240607,5349.48,5347.01,5355,0.15,5,65.0,1,12.58,12.22,,0.819,0.084,-0.502,0.317,-0.0213,-0.0267,-0.0693,0.0028,-0.2004,0,4,-0.09,0,-0.3878,-0.2004
20240610,5357.91,5360.9,5365,0.3,5,140.0,1,12.22,12.73,,0.642,0.333,-0.127,0.514,0.0683,0.0549,-0.0069,-0.0282,0.0293,0,0,0.06,0,0.125,0.0293
20240612,5428.18,5420.96,5435,0.25,5,115.0,1,12.85,12.05,,0.705,0.266,-0.438,0.266,0.0692,0.1901,0.1159,-0.0077,-0.044,0,2,0.418,0,-0.2101,-0.044
20240614,5425.43,5431.64,5430,0.25,5,-705.0,0,11.94,12.54,,0.482,0.014,-0.093,0.389,-0.0122,0.0002,-0.0551,-0.0648,-0.0376,0,4,-0.152,0,0.0332,-0.0376
20240617,5473.81,5473.3,5480,0.5,5,240.0,1,12.66,12.7,,1.254,0.825,-0.231,1.023,-0.0099,-0.1102,-0.175,-0.209,-0.0704,0,0,0.139,0,0.289,-0.0704
20240621,5468.63,5464.72,5475,0.5,5,240.0,1,13.28,13.19,,0.481,0.065,-0.146,0.335,0.1301,0.0845,0.0792,0.0719,0.1318,0,4,-0.487,1,0.0488,0.1318
20240625,5467.28,5469.36,5475,0.05,5,15.0,1,13.33,12.93,,0.482,0.121,-0.101,0.381,0.0223,0.0038,-0.0406,-0.0428,0.0842,0,1,-0.215,0,0.3377,0.0842
20240627,5478.76,5482.93,5485,0.05,5,15.0,1,12.55,12.29,,0.425,-0.003,-0.318,0.107,-0.0964,-0.0869,-0.0944,-0.0677,-0.0426,0,3,0.314,1,-0.1079,-0.0426
20240701,5476.84,5475.1,5480,0.4,5,190.0,1,12.44,12.17,,0.604,0.09,-0.065,0.539,0.0689,0.1571,0.1395,0.2097,0.1522,0,0,-0.506,1,0.1091,0.1522
20240702,5504.41,5509.04,5510,0.05,5,15.0,1,12.22,11.97,,0.846,0.781,-0.003,0.843,0.0516,0.0562,0.0667,0.0878,0.0893,1,1,0.073,1,0.4449,0.0893
20240705,5569.81,5567.19,5575,0.1,5,40.0,1,12.09,12.3,,0.699,0.567,-0.018,0.681,-0.0027,0.0296,0.0579,0.0877,0.1127,1,4,-100.0,1,0.2545,0.1127
20240710,5632.3,5633.86,5640,0.05,5,15.0,1,12.51,12.81,,0.838,0.742,-0.011,0.828,0.0695,0.1698,0.1652,0.2456,0.2601,1,2,-0.129,1,0.3674,0.2601
20240712,5618.71,5615.39,5625,0.95,6,558.0,1,12.92,12.59,,1.165,0.568,-0.591,0.574,0.1853,-0.0542,-0.1282,-0.4361,-0.4691,0,4,-0.901,0,-0.2204,-0.4691
20240716,5667.87,5667.21,5675,0.15,5,65.0,1,13.12,13.17,,0.516,0.415,-0.011,0.505,0.0399,0.1245,0.0692,0.1495,0.1192,1,1,-0.123,1,0.2657,0.1192
20240722,5564.78,5564.44,5570,0.35,5,165.0,1,16.52,14.85,,0.745,0.341,-0.124,0.621,-0.0413,-0.0727,-0.0837,-0.0253,-0.0916,0,0,-0.691,1,0.1752,-0.0916
20240726,5447.47,5459.1,5455,0.6,5,-1760.0,0,18.46,16.49,,1.06,0.256,-0.75,0.31,-0.1792,-0.2282,-0.1693,-0.2693,-0.1126,0,4,-0.542,0,-0.6936,-0.1126
20240731,5526.59,5522.28,5530,0.95,6,558.0,1,17.69,16.21,,1.049,0.359,-0.475,0.574,-0.1527,-0.1958,-0.0693,0.071,-0.3384,0,2,-0.772,0,0.1045,-0.3384
20240805,5175.26,5186.48,5180,0.85,6,-2502.0,0,23.39,38.51,,2.555,0.41,-1.526,1.029,-0.0715,0.0497,-0.0672,-0.052,-0.0381,0,0,-0.56,0,-0.654,-0.0381
20240806,5245.57,5239.85,5250,1.4,6,828.0,1,38.57,26.18,,2.281,0.809,-1.225,1.056,-0.359,-0.4993,-0.6163,-0.774,-1.1353,0,1,0.686,0,-0.7991,-1.1353
20240808,5310.61,5319.3,5315,1.7,7,-1834.0,0,27.85,24.0,,1.793,1.173,-0.264,1.529,-0.0363,-0.0664,0.1053,-0.0585,-0.1107,0,3,-1.767,1,0.374,-0.1107
20240809,5338.58,5344.17,5345,0.5,5,240.0,1,23.79,20.68,,1.088,0.426,-0.402,0.686,-0.0786,-0.1136,-0.1465,-0.0711,0.0968,0,4,1.27,1,0.1623,0.0968
20240813,5429.18,5434.42,5435,0.25,5,115.0,1,20.71,18.21,,1.074,0.931,-0.143,0.931,-0.0076,-0.0291,0.0129,0.016,-0.0149,0,1,-0.14,1,0.0671,-0.0149
20240814,5459.77,5455.11,5465,0.1,5,40.0,1,18.12,16.32,,0.869,0.252,-0.132,0.738,0.1259,0.122,0.1851,0.1711,0.0561,0,2,1.068,1,0.2407,0.0561
20240815,5536.66,5543.21,5540,0.5,5,-1365.0,0,16.19,15.23,,0.82,0.624,-0.196,0.624,-0.0616,-0.1088,-0.1749,-0.138,-0.1225,0,3,0.234,0,0.1074,-0.1225
20240816,5553.23,5554.25,5560,0.05,5,15.0,1,15.23,14.94,,0.666,0.368,-0.201,0.465,0.011,-0.0122,-0.0797,-0.0544,-0.1134,0,4,0.765,0,-0.1692,-0.1134
20240821,5620.5,5620.78,5625,0.15,5,65.0,1,15.88,16.27,,0.734,0.292,-0.236,0.497,0.0629,0.1535,0.1299,0.1784,-0.0181,0,2,-0.103,1,0.1358,-0.0181
20240823,5632.53,5634.61,5640,0.55,5,265.0,1,17.55,15.88,,1.011,0.591,-0.111,0.9,0.1334,0.2464,0.1338,0.0963,0.2551,0,4,-1.19,1,0.6037,0.2551
20240827,5624.0,5625.82,5630,0.15,5,65.0,1,16.15,15.43,,0.673,0.372,-0.133,0.54,-0.0272,-0.0476,-0.0462,-0.0254,-0.0519,0,1,-0.404,0,0.0758,-0.0519
20240830,5646.1,5648.21,5650,0.7,5,340.0,1,15.65,14.8,,1.144,0.551,-0.042,1.102,0.0184,0.3178,0.2973,0.3451,0.5061,1,4,-0.273,1,0.7672,0.5061
20240904,5521.67,5520.01,5525,0.95,6,558.0,1,20.72,20.89,,0.896,0.242,-0.599,0.297,-0.029,0.0373,0.0462,0.1777,0.1088,0,2,-1.688,1,-0.1882,0.1088
20240909,5466.01,5471.07,5470,0.25,5,-420.0,0,22.38,19.86,,0.913,0.391,-0.383,0.53,-0.0033,0.0278,-0.0646,0.1393,0.0857,0,0,-1.794,1,-0.3584,0.0857
20240910,5493.88,5495.54,5500,0.45,5,215.0,1,19.45,19.12,,0.981,0.087,-0.005,0.975,0.0841,0.0772,0.0816,0.0433,0.098,1,1,0.533,1,0.667,0.098
20240911,5551.68,5554.12,5555,0.6,5,290.0,1,19.08,18.07,,2.564,0.935,-0.002,2.562,0.184,0.249,0.1757,0.1392,0.4169,1,2,0.092,1,1.2071,0.4169
20240912,5591.98,5595.79,5595,0.8,5,-5.0,0,17.69,17.1,,1.173,0.585,-0.193,0.981,-0.0368,-0.117,-0.1092,-0.0763,0.0165,0,3,1.05,0,0.2114,0.0165
