distance,trades,wr,avg,total
30-40,231,77.9,108.51,25066.00
40-50,104,68.3,45.11,4691.00
50-60,46,78.3,113.26,5210.00
60-70,30,96.7,203.93,6118.00
70-80,20,90.0,156.45,3129.00
80-90,5,40.0,-146.20,-731.00
90-100,2,50.0,-122.00,-244.00
100-120,0,0.0,0.00,0.00
120-150,0,0.0,0.00,0.00
150+,0,0.0,0.00,0.00
