distance,trades,wr,avg,total
30-40,237,61.6,-2.05,-487.00
40-50,93,58.1,0.81,75.00
50-60,54,63.0,39.70,2144.00
60-70,13,69.2,52.15,678.00
70-80,3,100.0,229.33,688.00
80-90,0,0.0,0.00,0.00
90-100,0,0.0,0.00,0.00
100-120,0,0.0,0.00,0.00
120-150,1,100.0,216.00,216.00
150+,0,0.0,0.00,0.00
