distance,trades,wr,avg,total
30-40,69,79.7,133.61,9219.00
40-50,16,75.0,66.62,1066.00
50-60,4,100.0,174.50,698.00
60-70,0,0.0,0.00,0.00
70-80,1,100.0,118.00,118.00
80-90,0,0.0,0.00,0.00
90-100,0,0.0,0.00,0.00
100-120,0,0.0,0.00,0.00
120-150,0,0.0,0.00,0.00
150+,0,0.0,0.00,0.00
