distance,trades,wr,avg,total
30-40,166,75.9,70.04,11626.00
40-50,82,80.5,106.18,8707.00
50-60,32,78.1,57.56,1842.00
60-70,17,100.0,202.18,3437.00
70-80,18,83.3,105.56,1900.00
80-90,4,75.0,23.25,93.00
90-100,2,50.0,-152.00,-304.00
100-120,0,0.0,0.00,0.00
120-150,0,0.0,0.00,0.00
150+,0,0.0,0.00,0.00
