distance,trades,wr,avg,total
30-40,704,67.2,54.74,38539.00
40-50,298,70.1,73.96,22039.00
50-60,121,72.7,97.83,11838.00
60-70,54,85.2,143.22,7734.00
70-80,36,91.7,196.36,7069.00
80-90,11,72.7,64.18,706.00
90-100,5,80.0,94.00,470.00
100-120,1,100.0,236.00,236.00
120-150,1,100.0,316.00,316.00
150+,0,0.0,0.00,0.00
