distance,trades,wr,avg,total
30-40,110,73.6,120.83,13291.00
40-50,35,80.0,138.66,4853.00
50-60,18,83.3,143.22,2578.00
60-70,6,83.3,124.33,746.00
70-80,6,100.0,252.67,1516.00
80-90,2,0.0,-429.00,-858.00
90-100,1,0.0,-474.00,-474.00
100-120,1,100.0,236.00,236.00
120-150,0,0.0,0.00,0.00
150+,0,0.0,0.00,0.00
