distance,trades,wr,avg,total
30-40,18,72.2,17.44,314.00
40-50,2,50.0,1.00,2.00
50-60,2,0.0,-44.00,-88.00
60-70,0,0.0,0.00,0.00
70-80,0,0.0,0.00,0.00
80-90,0,0.0,0.00,0.00
90-100,0,0.0,0.00,0.00
100-120,0,0.0,0.00,0.00
120-150,0,0.0,0.00,0.00
150+,0,0.0,0.00,0.00
