distance,trades,wr,avg,total
30-40,806,66.7,32.10,25876.00
40-50,385,63.4,28.34,10910.00
50-60,173,64.7,61.03,10558.00
60-70,55,78.2,106.36,5850.00
70-80,37,91.9,204.92,7582.00
80-90,11,72.7,48.73,536.00
90-100,6,83.3,116.00,696.00
100-120,0,0.0,0.00,0.00
120-150,1,100.0,286.00,286.00
150+,0,0.0,0.00,0.00
