vix_range,trade_count,win_rate_pct,avg_pnl,total_pnl
< 15,15,80.0,106.00,1590.00
15-20,406,77.1,94.15,38226.00
20-25,526,69.4,33.24,17486.00
25-30,526,67.1,33.02,17366.00
30-35,290,60.7,-3.55,-1030.00
35+,0,0.0,0.00,0.00
