distance,trades,wr,avg,total
30-40,928,68.3,29.27,27158.00
40-50,480,65.4,28.00,13440.00
50-60,232,71.1,77.25,17922.00
60-70,127,79.5,95.37,12112.00
70-80,79,87.3,146.51,11574.00
80-90,43,74.4,32.74,1408.00
90-100,24,75.0,27.67,664.00
100-120,38,57.9,-61.37,-2332.00
120-150,12,66.7,0.17,2.00
150+,0,0.0,0.00,0.00
