distance,trades,wr,avg,total
30-40,940,68.6,32.31,30370.00
40-50,490,65.1,26.61,13040.00
50-60,235,69.8,69.83,16410.00
60-70,125,79.2,100.40,12550.00
70-80,79,86.1,148.53,11734.00
80-90,46,69.6,25.13,1156.00
90-100,24,75.0,48.08,1154.00
100-120,40,57.5,-42.25,-1690.00
120-150,12,50.0,-129.83,-1558.00
150+,0,0.0,0.00,0.00
