distance,trades,wr,avg,total
30-40,742,69.5,55.78,41392.00
40-50,306,68.6,52.83,16166.00
50-60,126,69.8,82.83,10436.00
60-70,59,83.1,138.03,8144.00
70-80,35,94.3,210.57,7370.00
80-90,13,69.2,36.00,468.00
90-100,5,60.0,10.00,50.00
100-120,0,0.0,0.00,0.00
120-150,1,100.0,286.00,286.00
150+,0,0.0,0.00,0.00
