distance,trades,wr,avg,total
30-40,859,67.2,36.56,31404.00
40-50,393,61.1,17.17,6748.00
50-60,178,66.3,57.91,10308.00
60-70,58,89.7,178.24,10338.00
70-80,33,87.9,170.55,5628.00
80-90,7,85.7,113.14,792.00
90-100,3,66.7,26.00,78.00
100-120,0,0.0,0.00,0.00
120-150,1,100.0,246.00,246.00
150+,0,0.0,0.00,0.00
