distance,trades,wr,avg,total
30-40,231,78.4,108.81,25136.00
40-50,103,69.9,45.73,4710.00
50-60,46,82.6,135.65,6240.00
60-70,29,96.6,203.17,5892.00
70-80,21,90.5,156.90,3295.00
80-90,5,40.0,-196.20,-981.00
90-100,2,50.0,-122.00,-244.00
100-120,0,0.0,0.00,0.00
120-150,0,0.0,0.00,0.00
150+,0,0.0,0.00,0.00
