distance,trades,wr,avg,total
30-40,102,80.4,85.79,8751.00
40-50,45,82.2,104.62,4708.00
50-60,24,83.3,85.58,2054.00
60-70,20,90.0,154.80,3096.00
70-80,7,85.7,110.43,773.00
80-90,2,100.0,125.50,251.00
90-100,2,50.0,-122.00,-244.00
100-120,1,100.0,236.00,236.00
120-150,1,100.0,158.00,158.00
150+,0,0.0,0.00,0.00
