distance,trades,wr,avg,total
30-40,861,66.8,36.20,31166.00
40-50,420,67.1,45.14,18960.00
50-60,175,68.0,69.60,12180.00
60-70,63,81.0,121.40,7648.00
70-80,36,91.7,199.33,7176.00
80-90,10,70.0,31.00,310.00
90-100,6,83.3,114.33,686.00
100-120,0,0.0,0.00,0.00
120-150,1,100.0,286.00,286.00
150+,0,0.0,0.00,0.00
