distance,trades,wr,avg,total
30-40,236,75.0,100.97,23829.00
40-50,105,68.6,57.21,6007.00
50-60,45,77.8,108.98,4904.00
60-70,27,92.6,180.00,4860.00
70-80,15,86.7,117.27,1759.00
80-90,8,25.0,-170.38,-1363.00
90-100,2,50.0,-122.00,-244.00
100-120,1,0.0,-164.00,-164.00
120-150,0,0.0,0.00,0.00
150+,0,0.0,0.00,0.00
