distance,trades,wr,avg,total
30-40,185,65.4,45.31,8382.00
40-50,67,79.1,149.33,10005.00
50-60,33,81.8,155.33,5126.00
60-70,16,93.8,197.25,3156.00
70-80,12,100.0,254.58,3055.00
80-90,2,0.0,-429.00,-858.00
90-100,1,0.0,-474.00,-474.00
100-120,1,100.0,236.00,236.00
120-150,0,0.0,0.00,0.00
150+,0,0.0,0.00,0.00
