distance,trades,wr,avg,total
30-40,234,76.5,104.40,24430.00
40-50,104,70.2,56.84,5911.00
50-60,45,82.2,130.42,5869.00
60-70,26,92.3,173.73,4517.00
70-80,15,86.7,110.60,1659.00
80-90,2,100.0,125.50,251.00
90-100,1,100.0,128.00,128.00
100-120,0,0.0,0.00,0.00
120-150,0,0.0,0.00,0.00
150+,0,0.0,0.00,0.00
