distance,trades,wr,avg,total
30-40,238,73.5,94.05,22384.00
40-50,105,66.7,45.83,4812.00
50-60,45,75.6,102.42,4609.00
60-70,27,85.2,148.15,4000.00
70-80,16,81.2,114.69,1835.00
80-90,8,25.0,-151.62,-1213.00
90-100,2,50.0,-79.50,-159.00
100-120,1,0.0,-184.00,-184.00
120-150,0,0.0,0.00,0.00
150+,0,0.0,0.00,0.00
