distance,trades,wr,avg,total
30-40,96,81.2,99.95,9595.00
40-50,41,82.9,117.66,4824.00
50-60,20,80.0,85.95,1719.00
60-70,16,93.8,184.25,2948.00
70-80,9,88.9,123.78,1114.00
80-90,0,0.0,0.00,0.00
90-100,3,66.7,27.33,82.00
100-120,0,0.0,0.00,0.00
120-150,1,100.0,158.00,158.00
150+,0,0.0,0.00,0.00
