distance,trades,wr,avg,total
30-40,908,64.4,37.32,33888.00
40-50,439,59.7,24.41,10714.00
50-60,187,62.6,46.48,8692.00
60-70,68,82.4,139.68,9498.00
70-80,41,85.4,176.24,7226.00
80-90,13,61.5,16.77,218.00
90-100,7,57.1,-29.71,-208.00
100-120,0,0.0,0.00,0.00
120-150,1,100.0,286.00,286.00
150+,0,0.0,0.00,0.00
