distance,trades,wr,avg,total
30-40,744,70.0,55.49,41284.00
40-50,311,70.4,61.37,19086.00
50-60,126,72.2,92.43,11646.00
60-70,57,82.5,129.51,7382.00
70-80,37,94.6,207.35,7672.00
80-90,11,72.7,48.73,536.00
90-100,5,80.0,114.00,570.00
100-120,0,0.0,0.00,0.00
120-150,1,100.0,286.00,286.00
150+,0,0.0,0.00,0.00
