vix_range,trade_count,win_rate_pct,avg_pnl,total_pnl
< 15,1,100.0,128.00,128.00
15-20,75,82.7,153.43,11507.00
20-25,53,90.6,131.58,6974.00
25-30,73,78.1,60.85,4442.00
30-35,0,0.0,0.00,0.00
35+,0,0.0,0.00,0.00
