distance,trades,wr,avg,total
30-40,881,69.1,39.25,34576.00
40-50,429,65.0,34.28,14704.00
50-60,183,66.1,62.23,11388.00
60-70,65,83.1,134.31,8730.00
70-80,40,92.5,203.50,8140.00
80-90,11,72.7,37.82,416.00
90-100,6,83.3,116.00,696.00
100-120,0,0.0,0.00,0.00
120-150,1,100.0,286.00,286.00
150+,0,0.0,0.00,0.00
