distance,trades,wr,avg,total
30-40,724,63.5,39.30,28454.00
40-50,353,58.6,18.78,6628.00
50-60,156,69.2,91.00,14196.00
60-70,94,76.6,129.51,12174.00
70-80,58,60.3,-1.59,-92.00
80-90,24,37.5,-176.50,-4236.00
90-100,21,47.6,-130.19,-2734.00
100-120,31,54.8,-82.39,-2554.00
120-150,9,55.6,-14.00,-126.00
150+,0,0.0,0.00,0.00
