distance,trades,wr,avg,total
30-40,600,67.5,62.92,37750.00
40-50,277,71.5,72.21,20002.00
50-60,140,65.0,44.73,6262.00
60-70,58,81.0,121.74,7061.00
70-80,34,88.2,173.65,5904.00
80-90,16,68.8,12.88,206.00
90-100,4,50.0,-106.50,-426.00
100-120,0,0.0,0.00,0.00
120-150,1,100.0,216.00,216.00
150+,0,0.0,0.00,0.00
