distance,trades,wr,avg,total
30-40,826,66.8,34.90,28826.00
40-50,411,66.9,42.96,17656.00
50-60,171,67.3,65.01,11116.00
60-70,60,80.0,115.00,6900.00
70-80,36,91.7,199.33,7176.00
80-90,10,70.0,31.00,310.00
90-100,6,83.3,114.33,686.00
100-120,0,0.0,0.00,0.00
120-150,1,100.0,286.00,286.00
150+,0,0.0,0.00,0.00
