distance,trades,wr,avg,total
30-40,197,76.1,104.25,20537.00
40-50,87,70.1,50.07,4356.00
50-60,35,77.1,111.17,3891.00
60-70,14,92.9,174.86,2448.00
70-80,8,100.0,204.88,1639.00
80-90,2,100.0,125.50,251.00
90-100,0,0.0,0.00,0.00
100-120,0,0.0,0.00,0.00
120-150,0,0.0,0.00,0.00
150+,0,0.0,0.00,0.00
