distance,trades,wr,avg,total
30-40,89,78.7,46.67,4154.00
40-50,47,78.7,77.47,3641.00
50-60,21,81.0,47.52,998.00
60-70,12,91.7,150.58,1807.00
70-80,9,88.9,114.00,1026.00
80-90,3,66.7,-77.67,-233.00
90-100,2,50.0,-152.00,-304.00
100-120,0,0.0,0.00,0.00
120-150,0,0.0,0.00,0.00
150+,0,0.0,0.00,0.00
