distance,trades,wr,avg,total
30-40,213,77.9,111.41,23730.00
40-50,89,70.8,53.26,4740.00
50-60,39,79.5,115.54,4506.00
60-70,19,94.7,187.63,3565.00
70-80,9,100.0,194.67,1752.00
80-90,2,100.0,125.50,251.00
90-100,0,0.0,0.00,0.00
100-120,0,0.0,0.00,0.00
120-150,0,0.0,0.00,0.00
150+,0,0.0,0.00,0.00
