distance,trades,wr,avg,total
30-40,75,53.3,-65.45,-4909.00
40-50,32,78.1,161.00,5152.00
50-60,15,80.0,169.87,2548.00
60-70,10,100.0,241.00,2410.00
70-80,6,100.0,256.50,1539.00
80-90,0,0.0,0.00,0.00
90-100,0,0.0,0.00,0.00
100-120,0,0.0,0.00,0.00
120-150,0,0.0,0.00,0.00
150+,0,0.0,0.00,0.00
