distance,trades,wr,avg,total
30-40,55,61.8,-29.71,-1634.00
40-50,20,75.0,126.65,2533.00
50-60,13,76.9,98.31,1278.00
60-70,3,100.0,246.00,738.00
70-80,4,100.0,238.50,954.00
80-90,0,0.0,0.00,0.00
90-100,0,0.0,0.00,0.00
100-120,0,0.0,0.00,0.00
120-150,0,0.0,0.00,0.00
150+,0,0.0,0.00,0.00
