distance,trades,wr,avg,total
30-40,858,68.2,34.55,29648.00
40-50,420,65.7,36.67,15400.00
50-60,175,67.4,63.66,11140.00
60-70,62,82.3,126.97,7872.00
70-80,36,91.7,194.89,7016.00
80-90,10,70.0,25.00,250.00
90-100,6,83.3,114.33,686.00
100-120,0,0.0,0.00,0.00
120-150,1,100.0,286.00,286.00
150+,0,0.0,0.00,0.00
