distance,trades,wr,avg,total
30-40,102,80.4,96.79,9873.00
40-50,36,83.3,115.78,4168.00
50-60,23,65.2,-56.43,-1298.00
60-70,13,92.3,182.92,2378.00
70-80,8,87.5,107.25,858.00
80-90,0,0.0,0.00,0.00
90-100,3,66.7,32.33,97.00
100-120,0,0.0,0.00,0.00
120-150,1,100.0,158.00,158.00
150+,0,0.0,0.00,0.00
