distance,trades,wr,avg,total
30-40,499,67.9,66.29,33079.00
40-50,221,71.9,89.41,19760.00
50-60,99,71.7,45.52,4506.00
60-70,46,87.0,170.78,7856.00
70-80,30,90.0,191.10,5733.00
80-90,10,70.0,42.00,420.00
90-100,5,80.0,94.00,470.00
100-120,1,100.0,236.00,236.00
120-150,1,100.0,316.00,316.00
150+,0,0.0,0.00,0.00
