distance,trades,wr,avg,total
30-40,859,67.4,36.45,31314.00
40-50,460,64.6,38.24,17590.00
50-60,190,66.3,57.37,10900.00
60-70,71,83.1,147.27,10456.00
70-80,49,89.8,192.12,9414.00
80-90,13,69.2,33.69,438.00
90-100,6,83.3,99.33,596.00
100-120,1,100.0,236.00,236.00
120-150,1,100.0,316.00,316.00
150+,0,0.0,0.00,0.00
