distance,trades,wr,avg,total
30-40,185,70.8,48.19,8916.00
40-50,90,72.2,74.83,6735.00
50-60,34,76.5,68.00,2312.00
60-70,23,91.3,163.52,3761.00
70-80,14,85.7,106.14,1486.00
80-90,5,80.0,77.80,389.00
90-100,2,50.0,-152.00,-304.00
100-120,0,0.0,0.00,0.00
120-150,0,0.0,0.00,0.00
150+,0,0.0,0.00,0.00
