distance,trades,wr,avg,total
30-40,191,75.9,101.38,19363.00
40-50,84,70.2,51.24,4304.00
50-60,27,88.9,163.93,4426.00
60-70,7,85.7,110.86,776.00
70-80,4,100.0,180.75,723.00
80-90,2,100.0,125.50,251.00
90-100,0,0.0,0.00,0.00
100-120,0,0.0,0.00,0.00
120-150,0,0.0,0.00,0.00
150+,0,0.0,0.00,0.00
