distance,trades,wr,avg,total
30-40,158,62.7,-2.35,-372.00
40-50,437,66.1,29.02,12682.00
50-60,186,67.2,58.69,10916.00
60-70,67,82.1,130.48,8742.00
70-80,40,92.5,207.50,8300.00
80-90,11,72.7,48.73,536.00
90-100,6,83.3,116.00,696.00
100-120,0,0.0,0.00,0.00
120-150,1,100.0,286.00,286.00
150+,0,0.0,0.00,0.00
