distance,trades,wr,avg,total
30-40,235,75.3,103.67,24363.00
40-50,101,67.3,46.24,4670.00
50-60,41,78.0,108.54,4450.00
60-70,27,92.6,180.00,4860.00
70-80,14,85.7,117.57,1646.00
80-90,8,25.0,-170.38,-1363.00
90-100,2,50.0,-122.00,-244.00
100-120,1,0.0,-164.00,-164.00
120-150,0,0.0,0.00,0.00
150+,0,0.0,0.00,0.00
