distance,trades,wr,avg,total
30-40,732,66.3,62.73,45918.00
40-50,343,67.6,65.61,22505.00
50-60,154,62.3,44.68,6881.00
60-70,64,82.8,137.72,8814.00
70-80,30,86.7,151.77,4553.00
80-90,12,41.7,-117.33,-1408.00
90-100,9,11.1,-250.67,-2256.00
100-120,3,0.0,-107.33,-322.00
120-150,1,100.0,316.00,316.00
150+,0,0.0,0.00,0.00
