entry_date,entry_time,option_type,short_strike,long_strike,width,credit_received,entry_short_bid,entry_short_ask,entry_short_mid,entry_long_bid,entry_long_ask,entry_long_mid,qty,vix_level,strike_distance,opening_put_credit,opening_call_credit,pc_skew_ratio,ema13,ema48,outcome,pnl_earned,peak_pnl,close_date,close_time,win,loss
20220110,14:15:00,PUT,4615,4565,50.0,1.25,1.35,1.55,1.45,0.05,0.1,0.075,3,19.4,32,,,,4643.31,4641.91,EXPIRATION,353.99999999999994,359.99999999999994,20220110,15:59:00,1,0
20220114,14:00:00,PUT,4600,4550,50.0,1.2,1.3,1.4,1.35,0.05,0.1,0.075,3,19.28,35,,,,4631.29,4629.26,EXPIRATION,339.0,345.0,20220114,15:59:00,1,0
20220114,14:05:00,PUT,4605,4555,50.0,1.45,1.55,1.7,1.625,0.05,0.1,0.075,3,19.28,31,,,,4635.15,4633.28,EXPIRATION,413.99999999999994,419.99999999999994,20220114,15:59:00,1,0
20220114,14:10:00,PUT,4600,4550,50.0,1.2000000000000002,1.35,1.5,1.425,0.05,0.15,0.1,3,19.28,33,,,,4635.13,4634.08,EXPIRATION,339.0,345.0,20220114,15:59:00,1,0
20220114,14:15:00,PUT,4605,4555,50.0,1.55,1.7,1.85,1.775,0.1,0.15,0.125,3,19.28,31,,,,4634.87,4634.34,EXPIRATION,444.0,450.0,20220114,15:59:00,1,0
20220114,14:20:00,PUT,4605,4555,50.0,1.5,1.65,1.75,1.7,0.05,0.15,0.1,3,19.28,32,,,,4635.31,4635.43,EXPIRATION,428.99999999999994,434.99999999999994,20220114,15:59:00,1,0
20220114,14:25:00,PUT,4605,4555,50.0,1.2,1.3,1.4,1.35,0.05,0.1,0.075,3,19.28,32,,,,4636.27,4636.31,EXPIRATION,339.0,345.0,20220114,15:59:00,1,0
20220114,14:35:00,PUT,4610,4560,50.0,1.4,1.5,1.6,1.55,0.05,0.1,0.075,3,19.28,34,,,,4637.39,4636.87,EXPIRATION,399.0,405.0,20220114,15:59:00,1,0
20220114,14:40:00,PUT,4610,4560,50.0,1.2,1.3,1.4,1.35,0.05,0.1,0.075,3,19.28,31,,,,4640.21,4639.62,EXPIRATION,339.0,345.0,20220114,15:59:00,1,0
20220114,14:45:00,PUT,4605,4555,50.0,1.25,1.35,1.45,1.4,0.05,0.1,0.075,3,19.28,33,,,,4639.95,4639.41,EXPIRATION,353.99999999999994,359.99999999999994,20220114,15:59:00,1,0
20220114,14:50:00,PUT,4615,4565,50.0,1.7,1.8,1.95,1.875,0.05,0.1,0.075,3,19.28,29,,,,4641.58,4640.02,EXPIRATION,488.99999999999994,494.99999999999994,20220114,15:59:00,1,0
20220118,14:05:00,PUT,4560,4510,50.0,1.4500000000000002,1.6,1.7,1.65,0.1,0.15,0.125,2,22.88,30,,,,4586.62,4586.24,EXPIRATION,276.0,280.0,20220118,15:59:00,1,0
20220118,14:10:00,PUT,4560,4510,50.0,1.4000000000000001,1.55,1.65,1.6,0.05,0.15,0.1,2,22.88,30,,,,4587.62,4587.17,EXPIRATION,266.0,270.0,20220118,15:59:00,1,0
20220124,14:10:00,PUT,4250,4190,60.0,1.25,1.9,2.15,2.025,0.5,0.65,0.575,2,29.76,87,,,,4332.64,4329.81,PER_POS_SL,-424.0,0.0,20220124,14:20:00,0,1
20220124,14:05:00,PUT,4250,4190,60.0,1.5499999999999998,2.3,2.55,2.425,0.6,0.75,0.675,2,29.76,83,,,,4327.81,4322.48,PER_POS_SL,-434.0,0.0,20220124,14:22:00,0,1
20220124,14:00:00,PUT,4240,4180,60.0,1.5,2.15,2.3,2.225,0.55,0.65,0.6,2,29.76,91,,,,4318.13,4313.48,PER_POS_SL,-474.0,69.99999999999997,20220124,14:24:00,0,1
20220124,14:30:00,PUT,4210,4150,60.0,1.25,1.95,2.15,2.05,0.55,0.7,0.625,2,29.76,101,,,,4305.21,4310.45,EXPIRATION,236.0,240.0,20220124,15:59:00,1,0
20220124,14:55:00,PUT,4230,4170,60.0,1.2999999999999998,1.65,1.9,1.775,0.25,0.35,0.3,2,29.76,74,,,,4295.19,4294.1,EXPIRATION,245.99999999999994,249.99999999999994,20220124,15:59:00,1,0
20220124,15:00:00,PUT,4250,4190,60.0,1.4500000000000002,1.8,2.0,1.9,0.2,0.35,0.275,2,29.76,76,,,,4303.69,4301.0,EXPIRATION,276.0,280.0,20220124,15:59:00,1,0
20220124,15:05:00,PUT,4260,4200,60.0,1.65,1.95,2.2,2.075,0.25,0.3,0.275,2,29.76,56,,,,4314.75,4308.94,EXPIRATION,316.0,320.0,20220124,15:59:00,1,0
20220124,15:10:00,PUT,4260,4200,60.0,1.35,1.6,1.8,1.7,0.15,0.25,0.2,2,29.76,73,,,,4319.07,4315.45,EXPIRATION,256.0,260.0,20220124,15:59:00,1,0
20220124,15:15:00,PUT,4280,4220,60.0,1.4,1.7,1.85,1.775,0.2,0.3,0.25,2,29.76,67,,,,4331.28,4325.74,EXPIRATION,266.0,270.0,20220124,15:59:00,1,0
20220124,15:20:00,PUT,4270,4210,60.0,1.25,1.55,1.85,1.7,0.2,0.3,0.25,2,29.76,69,,,,4333.84,4333.1,EXPIRATION,236.0,240.0,20220124,15:59:00,1,0
20220124,15:25:00,PUT,4285,4225,60.0,1.2,1.4,1.6,1.5,0.15,0.2,0.175,2,29.76,61,,,,4341.96,4336.98,EXPIRATION,225.99999999999997,229.99999999999997,20220124,15:59:00,1,0
20220124,15:30:00,PUT,4290,4230,60.0,1.2,1.4,1.65,1.525,0.1,0.2,0.15,2,29.76,59,,,,4345.22,4342.48,EXPIRATION,225.99999999999997,229.99999999999997,20220124,15:59:00,1,0
20220128,14:25:00,PUT,4270,4210,60.0,1.4,1.75,1.9,1.825,0.25,0.35,0.3,2,27.33,70,,,,4347.21,4351.19,EXPIRATION,266.0,270.0,20220128,15:59:00,1,0
20220128,14:30:00,PUT,4270,4210,60.0,1.2,1.5,1.65,1.575,0.2,0.3,0.25,2,27.33,66,,,,4342.61,4346.31,EXPIRATION,225.99999999999997,229.99999999999997,20220128,15:59:00,1,0
20220128,14:35:00,PUT,4275,4215,60.0,1.3499999999999999,1.65,1.8,1.725,0.2,0.3,0.25,2,27.33,66,,,,4341.31,4343.05,EXPIRATION,255.99999999999994,259.99999999999994,20220128,15:59:00,1,0
20220202,14:00:00,PUT,4545,4495,50.0,1.4,1.65,1.75,1.7,0.15,0.25,0.2,2,20.81,32,,,,4576.29,4576.29,EXPIRATION,266.0,270.0,20220202,15:59:00,1,0
20220207,14:20:00,PUT,4475,4425,50.0,1.2,1.3,1.4,1.35,0.05,0.1,0.075,2,22.93,33,,,,4505.25,4505.12,PER_POS_SL,-314.0,210.0,20220207,15:46:00,0,1
20220207,14:05:00,PUT,4475,4425,50.0,1.3499999999999999,1.45,1.55,1.5,0.05,0.1,0.075,2,22.93,30,,,,4504.46,4504.42,PER_POS_SL,-634.0000000000001,240.0,20220207,15:53:00,0,1
20220207,14:10:00,PUT,4470,4420,50.0,1.25,1.35,1.45,1.4,0.05,0.1,0.075,2,22.93,33,,,,4504.03,4503.53,PER_POS_SL,-374.0,229.99999999999997,20220207,15:56:00,0,1
20220216,14:00:00,PUT,4375,4325,50.0,1.25,1.85,2.15,2.0,0.25,0.6,0.425,2,24.34,79,,,,4440.65,4439.61,EXPIRATION,236.0,240.0,20220216,15:59:00,1,0
20220216,14:05:00,PUT,4390,4340,50.0,1.2000000000000002,1.55,1.75,1.65,0.3,0.35,0.325,2,24.34,59,,,,4442.84,4441.57,EXPIRATION,226.00000000000003,230.00000000000003,20220216,15:59:00,1,0
20220216,14:10:00,PUT,4405,4355,50.0,1.35,1.75,1.9,1.825,0.3,0.4,0.35,2,24.34,45,,,,4447.01,4445.72,EXPIRATION,256.0,260.0,20220216,15:59:00,1,0
20220216,14:15:00,PUT,4395,4345,50.0,1.2000000000000002,1.55,1.7,1.625,0.25,0.35,0.3,2,24.34,59,,,,4449.36,4447.43,EXPIRATION,226.00000000000003,230.00000000000003,20220216,15:59:00,1,0
20220216,14:20:00,PUT,4410,4360,50.0,1.4,1.75,1.85,1.8,0.25,0.35,0.3,2,24.34,47,,,,4452.34,4452.27,EXPIRATION,266.0,270.0,20220216,15:59:00,1,0
20220218,14:30:00,PUT,4330,4270,60.0,1.2,1.3,1.45,1.375,0.05,0.1,0.075,2,27.97,41,,,,4364.56,4361.4,PER_POS_SL,-463.99999999999994,60.00000000000001,20220218,14:50:00,0,1
20220218,14:35:00,PUT,4330,4270,60.0,1.45,1.55,1.65,1.6,0.05,0.1,0.075,2,27.97,42,,,,4369.82,4366.76,PER_POS_SL,-413.99999999999994,0.0,20220218,14:50:00,0,1
20220218,15:00:00,PUT,4340,4280,60.0,1.5499999999999998,1.65,1.8,1.725,0.05,0.1,0.075,2,27.97,38,,,,4369.73,4368.17,PER_POS_SL,-344.00000000000006,39.99999999999999,20220218,15:18:00,0,1
20220218,14:55:00,PUT,4335,4275,60.0,1.5,1.6,1.75,1.675,0.05,0.1,0.075,2,27.97,40,,,,4364.72,4365.68,PER_POS_SL,-514.0,100.0,20220218,15:20:00,0,1
20220218,15:05:00,PUT,4335,4275,60.0,1.4,1.5,1.6,1.55,0.05,0.1,0.075,2,27.97,39,,,,4372.71,4371.34,PER_POS_SL,-534.0,29.999999999999982,20220218,15:20:00,0,1
20220222,15:10:00,PUT,4290,4230,60.0,1.6500000000000001,1.8,2.0,1.9,0.1,0.15,0.125,2,29.13,39,,,,4327.14,4323.55,PER_POS_SL,-333.99999999999994,220.00000000000003,20220222,15:52:00,0,1
20220222,14:55:00,PUT,4275,4215,60.0,1.3,1.5,1.7,1.6,0.1,0.2,0.15,2,29.13,46,,,,4305.5,4303.05,EXPIRATION,246.0,250.0,20220222,15:59:00,1,0
20220222,15:00:00,PUT,4275,4215,60.0,1.2,1.4,1.55,1.475,0.05,0.2,0.125,2,29.13,44,,,,4311.93,4309.65,EXPIRATION,225.99999999999997,229.99999999999997,20220222,15:59:00,1,0
20220228,14:00:00,PUT,4290,4230,60.0,1.35,1.7,1.85,1.775,0.25,0.35,0.3,2,29.94,58,,,,4350.63,4350.31,STOP_LOSS,-323.99999999999994,0.0,20220228,14:03:00,0,1
20220406,14:05:00,PUT,4450,4400,50.0,1.4,1.65,1.9,1.775,0.15,0.25,0.2,2,22.09,32,,,,4484.26,4483.44,PER_POS_SL,-434.0,0.0,20220406,14:08:00,0,1
20220406,14:55:00,PUT,4460,4410,50.0,1.5499999999999998,1.65,1.85,1.75,0.05,0.1,0.075,2,22.09,33,,,,4481.84,4481.38,PER_POS_SL,-384.00000000000006,219.99999999999997,20220406,15:28:00,0,1
20220406,14:35:00,PUT,4455,4405,50.0,1.65,1.75,1.85,1.8,0.05,0.1,0.075,2,22.09,28,,,,4469.48,4465.91,EXPIRATION,316.0,320.0,20220406,15:59:00,1,0
20220406,14:40:00,PUT,4445,4395,50.0,1.3,1.45,1.6,1.525,0.05,0.15,0.1,2,22.09,32,,,,4473.14,4470.04,EXPIRATION,246.0,250.0,20220406,15:59:00,1,0
20220406,14:45:00,PUT,4450,4400,50.0,1.2999999999999998,1.4,1.65,1.525,0.05,0.1,0.075,2,22.09,34,,,,4476.17,4474.21,EXPIRATION,245.99999999999994,249.99999999999994,20220406,15:59:00,1,0
20220406,14:50:00,PUT,4450,4400,50.0,1.6,1.75,1.9,1.825,0.05,0.15,0.1,2,22.09,28,,,,4477.68,4475.31,EXPIRATION,306.0,310.0,20220406,15:59:00,1,0
20220418,14:00:00,PUT,4375,4325,50.0,1.2000000000000002,1.35,1.5,1.425,0.05,0.15,0.1,2,22.31,31,,,,4406.31,4406.0,PER_POS_SL,-304.0,120.00000000000004,20220418,15:29:00,0,1
20220425,14:00:00,PUT,4180,4120,60.0,1.25,1.55,1.65,1.6,0.2,0.3,0.25,2,26.91,58,,,,4237.48,4238.33,EXPIRATION,236.0,240.0,20220425,15:59:00,1,0
20220425,14:05:00,PUT,4175,4115,60.0,1.3,1.6,1.7,1.65,0.2,0.3,0.25,2,26.91,59,,,,4234.12,4235.57,EXPIRATION,246.0,250.0,20220425,15:59:00,1,0
20220425,14:10:00,PUT,4195,4135,60.0,1.35,1.6,1.75,1.675,0.2,0.25,0.225,2,26.91,49,,,,4238.12,4237.59,EXPIRATION,256.0,260.0,20220425,15:59:00,1,0
20220425,14:15:00,PUT,4195,4135,60.0,1.3,1.55,1.65,1.6,0.15,0.25,0.2,2,26.91,55,,,,4241.08,4240.55,EXPIRATION,246.0,250.0,20220425,15:59:00,1,0
20220425,14:20:00,PUT,4205,4145,60.0,1.2,1.4,1.5,1.45,0.15,0.2,0.175,2,26.91,48,,,,4247.3,4245.26,EXPIRATION,225.99999999999997,229.99999999999997,20220425,15:59:00,1,0
20220503,14:15:00,PUT,4120,4060,60.0,1.5,1.65,1.75,1.7,0.05,0.15,0.1,2,29.51,47,,,,4173.97,4176.66,EXPIRATION,286.0,290.0,20220503,15:59:00,1,0
20220503,14:20:00,PUT,4120,4060,60.0,1.8,2.0,2.1,2.05,0.1,0.2,0.15,2,29.51,41,,,,4168.07,4171.34,EXPIRATION,346.0,350.0,20220503,15:59:00,1,0
20220503,14:25:00,PUT,4120,4060,60.0,1.6500000000000001,1.8,1.95,1.875,0.1,0.15,0.125,2,29.51,43,,,,4165.62,4167.42,EXPIRATION,316.0,320.0,20220503,15:59:00,1,0
