distance,trades,wr,avg,total
30-40,0,0.0,0.00,0.00
40-50,0,0.0,0.00,0.00
50-60,0,0.0,0.00,0.00
60-70,0,0.0,0.00,0.00
70-80,0,0.0,0.00,0.00
80-90,0,0.0,0.00,0.00
90-100,0,0.0,0.00,0.00
100-120,0,0.0,0.00,0.00
120-150,0,0.0,0.00,0.00
150+,0,0.0,0.00,0.00
