distance,trades,wr,avg,total
30-40,846,69.1,37.43,31666.00
40-50,409,66.0,34.41,14074.00
50-60,170,69.4,71.29,12120.00
60-70,60,83.3,127.50,7650.00
70-80,35,91.4,193.14,6760.00
80-90,9,66.7,-29.56,-266.00
90-100,6,83.3,97.67,586.00
100-120,0,0.0,0.00,0.00
120-150,1,100.0,286.00,286.00
150+,0,0.0,0.00,0.00
