distance,trades,wr,avg,total
30-40,573,67.0,48.24,27639.00
40-50,244,71.3,81.26,19827.00
50-60,108,75.0,53.12,5737.00
60-70,46,80.4,104.20,4793.00
70-80,33,90.9,165.30,5455.00
80-90,11,72.7,49.82,548.00
90-100,5,80.0,94.00,470.00
100-120,1,100.0,236.00,236.00
120-150,1,100.0,316.00,316.00
150+,0,0.0,0.00,0.00
