distance,trades,wr,avg,total
30-40,574,69.3,46.68,26794.00
40-50,243,74.1,71.96,17487.00
50-60,108,75.9,53.03,5727.00
60-70,46,87.0,134.07,6167.00
70-80,33,90.9,158.45,5229.00
80-90,11,72.7,49.82,548.00
90-100,5,80.0,94.00,470.00
100-120,1,100.0,236.00,236.00
120-150,1,100.0,316.00,316.00
150+,0,0.0,0.00,0.00
