distance,trades,wr,avg,total
30-40,106,80.2,74.01,7845.00
40-50,49,81.6,86.04,4216.00
50-60,27,85.2,84.48,2281.00
60-70,16,93.8,180.38,2886.00
70-80,9,88.9,112.89,1016.00
80-90,3,66.7,-91.00,-273.00
90-100,2,50.0,-152.00,-304.00
100-120,0,0.0,0.00,0.00
120-150,0,0.0,0.00,0.00
150+,0,0.0,0.00,0.00
