distance,trades,wr,avg,total
30-40,237,75.5,101.79,24125.00
40-50,104,70.2,57.94,6026.00
50-60,47,83.0,137.79,6476.00
60-70,30,93.3,179.27,5378.00
70-80,21,90.5,156.90,3295.00
80-90,5,40.0,-196.20,-981.00
90-100,2,50.0,-122.00,-244.00
100-120,0,0.0,0.00,0.00
120-150,0,0.0,0.00,0.00
150+,0,0.0,0.00,0.00
