distance,trades,wr,avg,total
30-40,94,80.9,85.26,8014.00
40-50,41,82.9,106.10,4350.00
50-60,21,81.0,60.43,1269.00
60-70,10,90.0,152.30,1523.00
70-80,5,100.0,147.60,738.00
80-90,2,100.0,125.50,251.00
90-100,0,0.0,0.00,0.00
100-120,0,0.0,0.00,0.00
120-150,0,0.0,0.00,0.00
150+,0,0.0,0.00,0.00
