date,unfiltered_pnl,action,size,filtered_pnl,actual_range
2025-03-04,-600,SKIP,0.0,0.0,0.022796017880309258
2025-03-05,-600,SKIP,0.0,0.0,0.020451935184800773
2025-03-06,-200,SKIP,0.0,0.0,0.017359532792821063
2025-03-07,-600,SKIP,0.0,0.0,0.020384176765321796
2025-03-10,-600,SKIP,0.0,0.0,0.024774905045597297
2025-03-11,-200,SKIP,0.0,0.0,0.019253522257814164
2025-03-12,-200,SKIP,0.0,0.0,0.017084930415798397
2025-03-13,-200,SKIP,0.0,0.0,0.016646855365585557
2025-03-14,60,SKIP,0.0,0.0,0.014633751808549847
2025-03-17,60,SKIP,0.0,0.0,0.012846901838313675
2025-03-18,60,SKIP,0.0,0.0,0.010039738050730924
2025-03-19,-200,SKIP,0.0,0.0,0.016534780207976413
2025-03-20,60,SKIP,0.0,0.0,0.013958051468765222
2025-03-21,60,SKIP,0.0,0.0,0.012030411687294506
2025-03-24,120,TRADE,1.0,120.0,0.009978874027645714
2025-03-25,150,TRADE,1.0,150.0,0.004593175853018328
2025-03-26,-200,TRADE,1.0,-200.0,0.015456558425132464
2025-03-27,60,TRADE,1.0,60.0,0.010769641339691438
2025-03-28,-200,SKIP,0.0,0.0,0.019979926750246558
2025-03-31,-600,SKIP,0.0,0.0,0.025114374148638607
2025-04-01,-200,SKIP,0.0,0.0,0.016444753310835187
2025-04-02,-600,SKIP,0.0,0.0,0.022188734150904325
2025-04-03,-200,SKIP,0.0,0.0,0.019789758845312144
2025-04-04,-1500,SKIP,0.0,0.0,0.04199435389086469
2025-04-07,-1500,SKIP,0.0,0.0,0.08307376776165315
2025-04-08,-1500,SKIP,0.0,0.0,0.06874847166785086
2025-04-09,-1500,SKIP,0.0,0.0,0.1073272806367415
2025-04-10,-1500,SKIP,0.0,0.0,0.04443738733269182
2025-04-11,-1500,SKIP,0.0,0.0,0.030575238414174623
2025-04-14,-200,SKIP,0.0,0.0,0.01864034281766121
2025-04-15,60,SKIP,0.0,0.0,0.0118200514043818
2025-04-16,-600,SKIP,0.0,0.0,0.027446938106170608
2025-04-17,60,SKIP,0.0,0.0,0.013708544986758988
2025-04-21,-600,SKIP,0.0,0.0,0.025092968770901156
2025-04-22,-200,SKIP,0.0,0.0,0.019574973068569937
2025-04-23,-600,SKIP,0.0,0.0,0.02103811768892043
2025-04-24,-600,SKIP,0.0,0.0,0.021823398459131227
2025-04-25,60,SKIP,0.0,0.0,0.013160938698260207
2025-04-28,-200,SKIP,0.0,0.0,0.01537649071659285
2025-04-29,60,SKIP,0.0,0.0,0.0120260597908464
2025-04-30,-600,SKIP,0.0,0.0,0.027020933040455095
2025-05-01,60,SKIP,0.0,0.0,0.010943727622779075
2025-05-02,60,SKIP,0.0,0.0,0.010347368346475672
2025-05-05,120,SKIP,0.0,0.0,0.008646725561064723
2025-05-06,60,SKIP,0.0,0.0,0.011334547536778407
2025-05-07,60,SKIP,0.0,0.0,0.013553181408504757
2025-05-08,60,SKIP,0.0,0.0,0.014958683522847703
2025-05-09,120,SKIP,0.0,0.0,0.008370234081325428
2025-05-12,60,SKIP,0.0,0.0,0.010209739633558335
2025-05-13,60,TRADE,1.0,60.0,0.010525866265811415
2025-05-14,150,TRADE,1.0,150.0,0.005840515267758204
2025-05-15,60,REDUCE,0.5,30.0,0.010059933694730024
2025-05-16,120,TRADE,1.0,120.0,0.008645508838624513
2025-05-19,60,TRADE,1.0,60.0,0.012353291952402907
2025-05-20,120,TRADE,1.0,120.0,0.007367957124545421
2025-05-21,-200,TRADE,1.0,-200.0,0.018182187344547886
2025-05-22,120,REDUCE,0.5,60.0,0.008946699855853056
2025-05-23,60,SKIP,0.0,0.0,0.010740432626701713
2025-05-27,60,REDUCE,0.5,30.0,0.012001906365998394
2025-05-28,120,REDUCE,0.5,60.0,0.009794887892073965
2025-05-29,60,REDUCE,0.5,30.0,0.01167179576966847
2025-05-30,60,SKIP,0.0,0.0,0.013293425953686516
2025-06-02,60,TRADE,1.0,60.0,0.012883520896504363
2025-06-03,120,TRADE,1.0,120.0,0.008815268347882375
2025-06-04,150,TRADE,1.0,150.0,0.00407597333306571
2025-06-05,60,REDUCE,0.5,30.0,0.01311465550222448
2025-06-06,150,TRADE,1.0,150.0,0.006387108196677464
2025-06-09,150,TRADE,1.0,150.0,0.004518180137660457
2025-06-10,120,TRADE,1.0,120.0,0.007109923443113204
2025-06-11,120,TRADE,1.0,120.0,0.009435677705814468
2025-06-12,150,TRADE,1.0,150.0,0.006913592572255808
2025-06-13,60,TRADE,1.0,60.0,0.010490687535829959
2025-06-16,120,TRADE,1.0,120.0,0.007799800133244492
2025-06-17,120,TRADE,1.0,120.0,0.008058681170629446
2025-06-18,120,SKIP,0.0,0.0,0.0077422414757687
2025-06-20,60,SKIP,0.0,0.0,0.010940601733095223
2025-06-23,60,TRADE,1.0,60.0,0.014329100268524202
2025-06-24,120,TRADE,1.0,120.0,0.007013451109596965
2025-06-25,150,TRADE,1.0,150.0,0.004655787871688989
2025-06-26,150,TRADE,1.0,150.0,0.006421698633364364
2025-06-27,120,TRADE,1.0,120.0,0.008995724063927672
2025-06-30,150,TRADE,1.0,150.0,0.006476290737176537
2025-07-01,150,TRADE,1.0,150.0,0.005302840518808759
2025-07-02,150,TRADE,1.0,150.0,0.00634658727647297
2025-07-03,150,TRADE,1.0,150.0,0.006113862891941932
2025-07-07,120,TRADE,1.0,120.0,0.009757087348858565
2025-07-08,150,TRADE,1.0,150.0,0.004002226489124983
2025-07-09,150,TRADE,1.0,150.0,0.006043249355712346
2025-07-10,150,TRADE,1.0,150.0,0.006188166209229695
2025-07-11,150,TRADE,1.0,150.0,0.005089774413013331
2025-07-14,150,TRADE,1.0,150.0,0.005449909274757623
2025-07-15,120,TRADE,1.0,120.0,0.009588120642575589
2025-07-16,60,TRADE,1.0,60.0,0.010637141258293988
2025-07-17,150,TRADE,1.0,150.0,0.006772679375418969
2025-07-18,150,TRADE,1.0,150.0,0.004805994028148367
2025-07-21,150,TRADE,1.0,150.0,0.005121543473640462
2025-07-22,150,TRADE,1.0,150.0,0.005456188754637975
2025-07-23,150,TRADE,1.0,150.0,0.006820085665966042
2025-07-24,150,TRADE,1.0,150.0,0.003256602707031481
2025-07-25,150,TRADE,1.0,150.0,0.004284137701510667
2025-07-28,150,TRADE,1.0,150.0,0.003951426217900484
2025-07-29,120,TRADE,1.0,120.0,0.0070781594911968155
2025-07-30,120,TRADE,1.0,120.0,0.009427649528382437
2025-07-31,-200,TRADE,1.0,-200.0,0.015462842810509397
2025-08-01,60,TRADE,1.0,60.0,0.011863635785268056
2025-08-04,120,TRADE,1.0,120.0,0.009404133800829368
2025-08-05,120,TRADE,1.0,120.0,0.008936927041660964
2025-08-06,120,TRADE,1.0,120.0,0.00819742285198045
2025-08-07,60,TRADE,1.0,60.0,0.012454661830595315
2025-08-08,150,TRADE,1.0,150.0,0.006284597543436671
2025-08-11,150,TRADE,1.0,150.0,0.00675934750933923
2025-08-12,120,TRADE,1.0,120.0,0.009505611266002306
2025-08-13,150,TRADE,1.0,150.0,0.005455949321255659
2025-08-14,150,TRADE,1.0,150.0,0.005090292649214586
2025-08-15,150,TRADE,1.0,150.0,0.006096600786120281
2025-08-18,150,TRADE,1.0,150.0,0.0027385485227354677
2025-08-19,120,TRADE,1.0,120.0,0.00872756831889587
2025-08-20,60,TRADE,1.0,60.0,0.010073954753052306
2025-08-21,150,TRADE,1.0,150.0,0.00641609320417557
2025-08-22,60,SKIP,0.0,0.0,0.014769938241923158
2025-08-25,150,TRADE,1.0,150.0,0.004464458543096802
2025-08-26,150,TRADE,1.0,150.0,0.006085006736083788
2025-08-27,150,TRADE,1.0,150.0,0.004521637940906162
2025-08-28,150,TRADE,1.0,150.0,0.006365055275885822
2025-08-29,120,TRADE,1.0,120.0,0.0072719931949307955
2025-09-02,120,TRADE,1.0,120.0,0.008741687508103562
2025-09-03,150,TRADE,1.0,150.0,0.005817723734140886
2025-09-04,120,TRADE,1.0,120.0,0.00876002849797113
2025-09-05,60,TRADE,1.0,60.0,0.013580780140540486
2025-09-08,150,TRADE,1.0,150.0,0.0039057630780737276
2025-09-09,150,TRADE,1.0,150.0,0.005404923323897086
2025-09-10,150,TRADE,1.0,150.0,0.006050113811754916
2025-09-11,120,TRADE,1.0,120.0,0.007184475795685675
2025-09-12,150,TRADE,1.0,150.0,0.0031438429535130407
2025-09-15,150,TRADE,1.0,150.0,0.002657685557182669
2025-09-16,150,TRADE,1.0,150.0,0.0040578913759241
2025-09-17,60,TRADE,1.0,60.0,0.01108878751587854
2025-09-18,150,TRADE,1.0,150.0,0.006776975486090654
2025-09-19,150,TRADE,1.0,150.0,0.00624481917705579
2025-09-22,120,TRADE,1.0,120.0,0.007635687106644205
2025-09-23,120,TRADE,1.0,120.0,0.008059840656023888
2025-09-24,120,TRADE,1.0,120.0,0.007631424677538519
2025-09-25,120,TRADE,1.0,120.0,0.007533076379462417
2025-09-26,150,TRADE,1.0,150.0,0.006732795394973526
2025-09-29,150,TRADE,1.0,150.0,0.004926759117206522
2025-09-30,120,TRADE,1.0,120.0,0.007549363825251383
2025-10-01,120,TRADE,1.0,120.0,0.009344448245440267
2025-10-02,150,TRADE,1.0,150.0,0.005750737969280873
2025-10-03,150,TRADE,1.0,150.0,0.006724049186717298
2025-10-06,150,TRADE,1.0,150.0,0.0047134927070061885
2025-10-07,120,TRADE,1.0,120.0,0.008083140877598115
2025-10-08,150,TRADE,1.0,150.0,0.005584581498452555
2025-10-09,120,TRADE,1.0,120.0,0.007160712965017359
2025-10-10,-1500,TRADE,1.0,-1500.0,0.03139534366195928
2025-10-13,120,TRADE,1.0,120.0,0.007243455295785788
2025-10-14,-200,SKIP,0.0,0.0,0.019027669863945287
2025-10-15,-200,SKIP,0.0,0.0,0.016747230599243185
2025-10-16,-200,REDUCE,0.5,-100.0,0.0172446785926788
2025-10-17,60,SKIP,0.0,0.0,0.011358979748293942
2025-10-20,120,TRADE,1.0,120.0,0.008116531266582488
2025-10-21,150,TRADE,1.0,150.0,0.004472483022228836
2025-10-22,60,TRADE,1.0,60.0,0.012766007945008024
2025-10-23,120,TRADE,1.0,120.0,0.007367628083208315
2025-10-24,150,TRADE,1.0,150.0,0.005174193415011948
2025-10-27,150,TRADE,1.0,150.0,0.004870381245380171
2025-10-28,150,TRADE,1.0,150.0,0.005881636594014941
2025-10-29,120,TRADE,1.0,120.0,0.009901677772231067
2025-10-30,120,TRADE,1.0,120.0,0.008754463960352803
2025-10-31,120,TRADE,1.0,120.0,0.009435731345496601
2025-11-03,120,TRADE,1.0,120.0,0.008965000174359783
2025-11-04,120,TRADE,1.0,120.0,0.007880951960073771
2025-11-05,120,TRADE,1.0,120.0,0.009848192774643758
2025-11-06,60,TRADE,1.0,60.0,0.013137210703651822
2025-11-07,60,REDUCE,0.5,30.0,0.014735266973110051
2025-11-10,60,TRADE,1.0,60.0,0.010428333942487843
2025-11-11,120,TRADE,1.0,120.0,0.007080773045524737
2025-11-12,150,TRADE,1.0,150.0,0.005866533095895751
2025-11-13,-200,TRADE,1.0,-200.0,0.01513666653482692
2025-11-14,-200,REDUCE,0.5,-100.0,0.01910031863839795
2025-11-17,-200,REDUCE,0.5,-100.0,0.017218754142704205
2025-11-18,60,SKIP,0.0,0.0,0.01389961738784772
2025-11-19,60,SKIP,0.0,0.0,0.01301721743960011
2025-11-20,-1500,SKIP,0.0,0.0,0.03507011797391783
2025-11-21,-600,SKIP,0.0,0.0,0.021069988727487405
2025-11-24,60,SKIP,0.0,0.0,0.012815412850672215
2025-11-25,-200,TRADE,1.0,-200.0,0.01738382536736435
2025-11-26,120,TRADE,1.0,120.0,0.007002230056450561
2025-11-28,150,TRADE,1.0,150.0,0.004559898688461106
2025-12-01,150,TRADE,1.0,150.0,0.006416335158463373
2025-12-02,150,TRADE,1.0,150.0,0.006564231089041679
2025-12-03,120,TRADE,1.0,120.0,0.007628435473765575
2025-12-04,150,TRADE,1.0,150.0,0.005730746657307228
2025-12-05,150,TRADE,1.0,150.0,0.005459984387561282
2025-12-08,120,TRADE,1.0,120.0,0.007429602047940545
2025-12-09,150,TRADE,1.0,150.0,0.00401864745980253
2025-12-10,60,REDUCE,0.5,30.0,0.011118769472114612
2025-12-11,60,TRADE,1.0,60.0,0.010203605730692466
2025-12-12,60,TRADE,1.0,60.0,0.014238730333897267
2025-12-15,120,TRADE,1.0,120.0,0.008760690301580621
2025-12-16,120,TRADE,1.0,120.0,0.00875425727781284
2025-12-17,60,TRADE,1.0,60.0,0.013498694670492487
2025-12-18,120,REDUCE,0.5,60.0,0.00850243284951743
2025-12-19,150,TRADE,1.0,150.0,0.006978161593023097
2025-12-22,150,TRADE,1.0,150.0,0.0038294531412731677
2025-12-23,150,TRADE,1.0,150.0,0.006121578892993827
2025-12-24,150,TRADE,1.0,150.0,0.004693761395876247
2025-12-26,150,TRADE,1.0,150.0,0.003484707368202524
2025-12-29,150,TRADE,1.0,150.0,0.0045555941827452075
2025-12-30,150,TRADE,1.0,150.0,0.002866483876390454
2025-12-31,120,TRADE,1.0,120.0,0.0082434387330007
2026-01-02,60,TRADE,1.0,60.0,0.010258632095153973
2026-01-05,150,TRADE,1.0,150.0,0.004181544617893545
2026-01-06,150,TRADE,1.0,150.0,0.006466387667685167
2026-01-07,150,TRADE,1.0,150.0,0.006695396878649172
2026-01-08,150,TRADE,1.0,150.0,0.004620985202723101
2026-01-09,120,TRADE,1.0,120.0,0.00876464924803284
2026-01-12,120,TRADE,1.0,120.0,0.007525791604983816
2026-01-13,150,TRADE,1.0,150.0,0.006744623004811168
2026-01-14,120,TRADE,1.0,120.0,0.008008752545979032
2026-01-15,150,TRADE,1.0,150.0,0.005941636798259815
2026-01-16,150,TRADE,1.0,150.0,0.00606418467532692
2026-01-20,60,TRADE,1.0,60.0,0.011961708549154857
2026-01-21,-200,TRADE,1.0,-200.0,0.01548003071632771
2026-01-22,150,TRADE,1.0,150.0,0.005948420985647444
2026-01-23,150,TRADE,1.0,150.0,0.005422816071570754
2026-01-26,150,TRADE,1.0,150.0,0.0062196402546209634
2026-01-27,150,TRADE,1.0,150.0,0.004305221390877895
2026-01-28,150,TRADE,1.0,150.0,0.0055441302485003865
2026-01-29,-200,TRADE,1.0,-200.0,0.017489903607758383
2026-01-30,60,TRADE,1.0,60.0,0.01016370459187574
2026-02-02,60,TRADE,1.0,60.0,0.011216428786231454
2026-02-03,-200,TRADE,1.0,-200.0,0.018757560357600404
2026-02-04,60,TRADE,1.0,60.0,0.014050111921438365
2026-02-05,60,SKIP,0.0,0.0,0.011366910473148417
2026-02-06,-200,REDUCE,0.5,-100.0,0.01879930876049263
2026-02-09,60,REDUCE,0.5,30.0,0.010731127643026353
2026-02-10,120,TRADE,1.0,120.0,0.007068617203551827
2026-02-11,60,TRADE,1.0,60.0,0.011683542416806084
2026-02-12,-600,TRADE,1.0,-600.0,0.021441486502413253
2026-02-13,60,SKIP,0.0,0.0,0.012789954157503267
2026-02-17,60,SKIP,0.0,0.0,0.013415231397711945
2026-02-18,120,SKIP,0.0,0.0,0.008673353288172387
2026-02-19,150,TRADE,1.0,150.0,0.006712974433565381
2026-02-20,60,REDUCE,0.5,30.0,0.011621654007008318
2026-02-23,60,TRADE,1.0,60.0,0.01407571092193448
2026-02-24,60,SKIP,0.0,0.0,0.012247399219290427
2026-02-25,150,REDUCE,0.5,75.0,0.005402630456317011
2026-02-26,60,TRADE,1.0,60.0,0.012602343644254563
2026-02-27,120,TRADE,1.0,120.0,0.007470240091941454
2026-03-02,-200,SKIP,0.0,0.0,0.015262969714376125
2026-03-03,-200,SKIP,0.0,0.0,0.019062506433577556
2026-03-04,60,SKIP,0.0,0.0,0.010875786225662943
2026-03-05,60,SKIP,0.0,0.0,0.014545152005231371
2026-03-06,120,SKIP,0.0,0.0,0.00913868013585398
2026-03-09,-600,SKIP,0.0,0.0,0.026030627779933674
2026-03-10,60,SKIP,0.0,0.0,0.012556352036912811
2026-03-11,120,SKIP,0.0,0.0,0.009655247574037972
2026-03-12,60,SKIP,0.0,0.0,0.010455608169853265
2026-03-13,-200,SKIP,0.0,0.0,0.01639022460511668
2026-03-16,120,SKIP,0.0,0.0,0.008303405415042929
2026-03-17,150,TRADE,1.0,150.0,0.006470951378610158
2026-03-18,60,REDUCE,0.5,30.0,0.012470957838845187
2026-03-19,60,SKIP,0.0,0.0,0.011988236580830985
2026-03-20,-200,REDUCE,0.5,-100.0,0.01836940797554376
2026-03-23,60,SKIP,0.0,0.0,0.01309057393505051
2026-03-24,60,SKIP,0.0,0.0,0.010781292686761068
2026-03-25,120,SKIP,0.0,0.0,0.009931270696461955
