date,actual_range,pred_range_ensemble,pred_range_sim,pred_range_naive,pred_bucket,actual_bucket,danger_prob,action,is_danger,pred_danger
2025-07-16,0.010637141258293988,0.009342577710279909,0.006923781246906285,0.009588120642575589,NORMAL,NORMAL,0.0,TRADE,False,False
2025-07-17,0.006772679375418969,0.009934357250049805,0.007922970871087858,0.010637141258293988,NORMAL,CALM,0.10021546577477017,TRADE,False,False
2025-07-18,0.004805994028148367,0.006750879174652555,0.008838157621548704,0.006772679375418969,CALM,CALM,0.0,TRADE,False,False
2025-07-21,0.005121543473640462,0.006417030977083918,0.006256266823390444,0.004805994028148367,CALM,CALM,0.0,TRADE,False,False
2025-07-22,0.005456188754637975,0.006881258555696479,0.0064415317726342755,0.005121543473640462,CALM,CALM,0.0,TRADE,False,False
2025-07-23,0.006820085665966042,0.007351982524362254,0.00684781116674881,0.005456188754637975,NORMAL,CALM,0.0,TRADE,False,False
2025-07-24,0.003256602707031481,0.007057463332449743,0.007641051906771484,0.006820085665966042,NORMAL,CALM,0.05075471102768955,TRADE,False,False
2025-07-25,0.004284137701510667,0.0060057826460796675,0.006302372618446591,0.003256602707031481,CALM,CALM,0.0,TRADE,False,False
2025-07-28,0.003951426217900484,0.005654318152918605,0.007352614249432468,0.004284137701510667,CALM,CALM,0.0,TRADE,False,False
2025-07-29,0.0070781594911968155,0.0069058676739595405,0.007041071800764506,0.003951426217900484,CALM,NORMAL,0.0,TRADE,False,False
2025-07-30,0.009427649528382437,0.0094908461600096,0.009136781834764442,0.0070781594911968155,NORMAL,NORMAL,0.09328648149600655,TRADE,False,False
2025-07-31,0.015462842810509397,0.008837630655723088,0.006624103971324835,0.009427649528382437,NORMAL,VOLATILE,0.04945487434314016,TRADE,True,False
2025-08-01,0.011863635785268056,0.01123203623807804,0.010277528069565346,0.015462842810509397,NORMAL,NORMAL,0.10300611656031587,TRADE,False,False
2025-08-04,0.009404133800829368,0.014975165105562923,0.011390635128148493,0.011863635785268056,VOLATILE,NORMAL,0.1519040284821256,TRADE,False,False
2025-08-05,0.008936927041660964,0.009813044153918676,0.006614351264168945,0.009404133800829368,NORMAL,NORMAL,0.0,TRADE,False,False
2025-08-06,0.00819742285198045,0.008483672789549283,0.007862302827191546,0.008936927041660964,NORMAL,NORMAL,0.0,TRADE,False,False
2025-08-07,0.012454661830595315,0.004016443809689192,0.00711104754469534,0.00819742285198045,CALM,VOLATILE,0.0,TRADE,False,False
2025-08-08,0.006284597543436671,0.0063563090181077,0.00631838175096617,0.012454661830595315,CALM,CALM,0.0,TRADE,False,False
2025-08-11,0.00675934750933923,0.004137690122114322,0.005873019866737797,0.006284597543436671,CALM,CALM,0.0,TRADE,False,False
2025-08-12,0.009505611266002306,0.006664373813810564,0.007810949540841766,0.00675934750933923,CALM,NORMAL,0.0,TRADE,False,False
2025-08-13,0.005455949321255659,0.0050180714994167135,0.006058059207565804,0.009505611266002306,CALM,CALM,0.0,TRADE,False,False
2025-08-14,0.005090292649214586,0.0064090323795404115,0.0065074876556439004,0.005455949321255659,CALM,CALM,0.0,TRADE,False,False
2025-08-15,0.006096600786120281,0.005440077705771407,0.005778876688727556,0.005090292649214586,CALM,CALM,0.0,TRADE,False,False
2025-08-18,0.0027385485227354677,0.007831288514747849,0.006815435259178265,0.006096600786120281,NORMAL,CALM,0.0,TRADE,False,False
2025-08-19,0.00872756831889587,0.00796886301339136,0.005941560172846402,0.0027385485227354677,NORMAL,NORMAL,0.0,TRADE,False,False
2025-08-20,0.010073954753052306,0.008349765113700348,0.007383202028910381,0.00872756831889587,NORMAL,NORMAL,0.0,TRADE,False,False
2025-08-21,0.00641609320417557,0.008970538227249494,0.007556071296661118,0.010073954753052306,NORMAL,CALM,0.04893456811519896,TRADE,False,False
2025-08-22,0.014769938241923158,0.012990613703455915,0.01115085503661306,0.00641609320417557,VOLATILE,VOLATILE,0.2104474413756694,TRADE,False,False
2025-08-25,0.004464458543096802,0.005434086149859391,0.006294117402923127,0.014769938241923158,CALM,CALM,0.0,TRADE,False,False
2025-08-26,0.006085006736083788,0.005985998782443149,0.006589384410777342,0.004464458543096802,CALM,CALM,0.0,TRADE,False,False
2025-08-27,0.004521637940906162,0.004606285771318747,0.005980700009374787,0.006085006736083788,CALM,CALM,0.0,TRADE,False,False
