iteration,timestamp,idea,entry_time,direction,width,otm_distance,interval,filters,qty,num_trades,win_rate,total_pnl,max_drawdown,sharpe,calmar,profit_factor,avg_win,avg_loss,max_single_loss,verdict,notes
401,2026-04-03 20:22:45,straddle_on_zerodb_5,15:55:00,both_sides,10.0,12.0,single,none,15,68,100.0,15960.0,0.0,12.57,0,inf,234.71,0,45.0,CREATIVE,
402,2026-04-03 20:22:48,straddle_on_zerodb_6,15:55:00,both_sides,10.0,12.0,single,none,15,71,100.0,16095.0,0.0,12.26,0,inf,226.69,0,45.0,CREATIVE,
403,2026-04-03 20:22:51,straddle_on_zerodb_7,15:55:00,both_sides,10.0,12.0,single,none,15,76,100.0,16320.0,0.0,11.8,0,inf,214.74,0,45.0,CREATIVE,
404,2026-04-03 20:22:54,straddle_on_zerodb_8,15:55:00,both_sides,10.0,12.0,single,none,15,96,100.0,17670.0,0.0,11.42,0,inf,184.06,0,45.0,CREATIVE,
405,2026-04-03 20:22:57,straddle_on_zerodb_10,15:55:00,both_sides,10.0,12.0,single,none,15,119,100.0,21105.0,0.0,12.17,0,inf,177.35,0,45.0,CREATIVE,
406,2026-04-03 20:23:00,straddle_on_zerodb_999,15:55:00,both_sides,10.0,12.0,single,none,15,149,100.0,31305.0,0.0,12.75,0,inf,210.1,0,45.0,CREATIVE,
407,2026-04-03 20:33:09,vix_otm_prior_Low VIX tighter,11:00:00,always_put,10.0,10.0,single,none,1,132,99.2,20475.0,-3120.0,6.98,6.56,7.56,180.11,-3120.0,-3120.0,CREATIVE,
408,2026-04-03 20:33:13,vix_otm_prior_Low VIX much tighter,11:00:00,always_put,10.0,10.0,single,none,1,179,97.2,16245.0,-10080.0,2.05,1.61,1.85,203.62,-3837.0,-6420.0,CREATIVE,
409,2026-04-03 20:33:16,vix_otm_prior_High VIX wider,11:00:00,always_put,10.0,10.0,single,none,1,90,100.0,15375.0,0.0,11.1,0,inf,170.83,0,45.0,CREATIVE,
410,2026-04-03 20:33:19,vix_otm_prior_3-tier conservative,11:00:00,always_put,10.0,10.0,single,none,1,148,98.6,20115.0,-5760.0,4.7,3.49,3.78,187.29,-3615.0,-4110.0,CREATIVE,
411,2026-04-03 20:33:22,vix_otm_prior_3-tier aggressive,11:00:00,always_put,10.0,10.0,single,none,1,148,97.3,9180.0,-10500.0,1.45,0.87,1.61,168.44,-3768.75,-6420.0,CREATIVE,
412,2026-04-03 20:33:25,vix_otm_prior_2-tier simple,11:00:00,always_put,10.0,10.0,single,none,1,139,98.6,21135.0,-5640.0,4.84,3.75,3.92,207.04,-3615.0,-4110.0,CREATIVE,
413,2026-04-03 20:33:28,vix_otm_prior_2-tier at 25,11:00:00,always_put,10.0,10.0,single,none,1,168,98.2,27225.0,-5640.0,5.04,4.83,3.75,225.0,-3300.0,-4110.0,CREATIVE,
414,2026-04-03 20:33:31,vix_otm_intra_Low VIX tighter,11:00:00,always_put,10.0,10.0,single,none,1,132,100.0,22965.0,0.0,12.61,0,inf,173.98,0,45.0,CREATIVE,
415,2026-04-03 20:33:35,vix_otm_intra_2-tier at 20,11:00:00,always_put,10.0,10.0,single,none,1,138,98.6,18165.0,-5640.0,4.29,3.22,3.51,186.73,-3615.0,-4110.0,CREATIVE,
416,2026-04-03 20:33:38,vix_otm_intra_2-tier at 18,11:00:00,always_put,10.0,10.0,single,none,1,174,99.4,31125.0,-4110.0,7.57,7.57,8.57,203.67,-4110.0,-4110.0,CREATIVE,
417,2026-04-03 20:33:42,vix_otm_intra_3-tier,11:00:00,always_put,10.0,10.0,single,none,1,142,98.6,17865.0,-4470.0,5.02,4.0,4.23,167.14,-2767.5,-3480.0,CREATIVE,
418,2026-04-03 20:33:45,vix_otm_intra_3-tier v2,11:00:00,always_put,10.0,10.0,single,none,1,147,99.3,21060.0,-4110.0,6.04,5.12,6.12,172.4,-4110.0,-4110.0,CREATIVE,
419,2026-04-03 20:44:05,minute_15:45,15:45:00,both_sides,10.0,12.0,single,none,15,495,94.3,19035.0,-26025.0,0.38,0.73,1.1,452.28,-6863.57,-14280.0,SWEEP,
420,2026-04-03 20:44:08,minute_15:46,15:46:00,both_sides,10.0,12.0,single,none,15,461,95.2,45420.0,-21555.0,1.02,2.11,1.3,446.48,-6844.77,-14055.0,SWEEP,
421,2026-04-03 20:44:11,minute_15:47,15:47:00,both_sides,10.0,12.0,single,none,15,442,96.2,49590.0,-20850.0,1.15,2.38,1.37,432.71,-7900.59,-14430.0,SWEEP,
422,2026-04-03 20:44:15,minute_15:48,15:48:00,both_sides,10.0,12.0,single,none,15,412,94.4,11130.0,-24660.0,0.27,0.45,1.08,403.07,-6333.26,-14805.0,SWEEP,
423,2026-04-03 20:44:18,minute_15:49,15:49:00,both_sides,10.0,12.0,single,none,15,390,95.4,25770.0,-27270.0,0.67,0.94,1.21,406.49,-6969.17,-14655.0,SWEEP,
424,2026-04-03 20:44:21,minute_15:50,15:50:00,both_sides,10.0,12.0,single,none,15,377,94.7,-9390.0,-33915.0,-0.24,-0.28,0.94,378.61,-7227.75,-14505.0,SWEEP,
425,2026-04-03 20:44:24,minute_15:51,15:51:00,both_sides,10.0,12.0,single,none,15,299,96.7,28515.0,-26640.0,1.08,1.07,1.42,334.36,-6811.5,-14355.0,SWEEP,
426,2026-04-03 20:44:27,minute_15:52,15:52:00,both_sides,10.0,12.0,single,none,15,244,96.7,24600.0,-17805.0,1.3,1.38,1.52,304.0,-5893.12,-13920.0,SWEEP,
427,2026-04-03 20:44:30,minute_15:53,15:53:00,both_sides,10.0,12.0,single,none,15,208,96.2,16815.0,-15870.0,1.31,1.06,1.47,264.75,-4516.88,-11835.0,SWEEP,
428,2026-04-03 20:44:33,minute_15:54,15:54:00,both_sides,10.0,12.0,single,none,15,176,96.6,17490.0,-6735.0,2.19,2.6,1.76,237.79,-3822.5,-6495.0,SWEEP,
429,2026-04-03 20:44:37,minute_15:55,15:55:00,both_sides,10.0,12.0,single,none,15,149,100.0,31305.0,0.0,12.75,0,inf,210.1,0,45.0,SWEEP,
430,2026-04-03 20:44:40,minute_15:56,15:56:00,both_sides,10.0,12.0,single,none,15,81,100.0,18195.0,0.0,11.96,0,inf,224.63,0,45.0,SWEEP,
431,2026-04-03 20:44:43,minute_15:57,15:57:00,both_sides,10.0,12.0,single,none,15,49,100.0,8580.0,0.0,12.42,0,inf,175.1,0,45.0,SWEEP,
432,2026-04-03 20:44:46,minute_15:58,15:58:00,both_sides,10.0,12.0,single,none,15,17,100.0,3390.0,0.0,14.2,0,inf,199.41,0,45.0,SWEEP,
433,2026-04-03 20:44:49,minute_15:59,15:59:00,both_sides,10.0,12.0,single,none,15,9,100.0,1380.0,0.0,11.64,0,inf,153.33,0,45.0,SWEEP,
434,2026-04-03 20:49:35,bar1550_range_2,15:55:00,both_sides,10.0,12.0,single,none,15,5,100.0,300.0,0.0,19.84,0,inf,60.0,0,45.0,CREATIVE,
435,2026-04-03 20:49:35,bar1550_range_3,15:55:00,both_sides,10.0,12.0,single,none,15,15,100.0,900.0,0.0,21.52,0,inf,60.0,0,45.0,CREATIVE,
436,2026-04-03 20:49:35,bar1550_range_4,15:55:00,both_sides,10.0,12.0,single,none,15,30,100.0,2025.0,0.0,21.25,0,inf,67.5,0,45.0,CREATIVE,
437,2026-04-03 20:49:35,bar1550_range_5,15:55:00,both_sides,10.0,12.0,single,none,15,47,100.0,4065.0,0.0,15.51,0,inf,86.49,0,45.0,CREATIVE,
438,2026-04-03 20:49:35,bar1550_range_6,15:55:00,both_sides,10.0,12.0,single,none,15,72,100.0,9615.0,0.0,8.59,0,inf,133.54,0,45.0,CREATIVE,
439,2026-04-03 20:49:35,bar1550_range_8,15:55:00,both_sides,10.0,12.0,single,none,15,115,100.0,18750.0,0.0,11.04,0,inf,163.04,0,45.0,CREATIVE,
440,2026-04-03 20:49:35,bar1550_range_10,15:55:00,both_sides,10.0,12.0,single,none,15,137,100.0,26940.0,0.0,12.65,0,inf,196.64,0,45.0,CREATIVE,
441,2026-04-03 20:49:35,bar1550_range_999,15:55:00,both_sides,10.0,12.0,single,none,15,149,100.0,31305.0,0.0,12.75,0,inf,210.1,0,45.0,CREATIVE,
442,2026-04-03 20:49:41,bar1550_alldays_2,15:55:00,both_sides,10.0,12.0,single,none,15,7,100.0,390.0,0.0,21.06,0,inf,55.71,0,45.0,CREATIVE,
443,2026-04-03 20:49:41,bar1550_alldays_3,15:55:00,both_sides,10.0,12.0,single,none,15,25,100.0,1725.0,0.0,19.27,0,inf,69.0,0,45.0,CREATIVE,
444,2026-04-03 20:49:41,bar1550_alldays_4,15:55:00,both_sides,10.0,12.0,single,none,15,54,100.0,3705.0,0.0,20.54,0,inf,68.61,0,45.0,CREATIVE,
445,2026-04-03 20:49:41,bar1550_alldays_5,15:55:00,both_sides,10.0,12.0,single,none,15,100,99.0,12030.0,-75.0,11.13,160.4,161.4,122.27,-75.0,-75.0,CREATIVE,
446,2026-04-03 20:49:41,bar1550_alldays_6,15:55:00,both_sides,10.0,12.0,single,none,15,141,99.3,20550.0,-75.0,10.29,274.0,275.0,147.32,-75.0,-75.0,CREATIVE,
447,2026-04-03 20:49:41,bar1550_alldays_8,15:55:00,both_sides,10.0,12.0,single,none,15,208,99.0,32895.0,-1125.0,10.99,29.24,28.41,165.51,-600.0,-1125.0,CREATIVE,
448,2026-04-03 20:49:41,bar1550_alldays_10,15:55:00,both_sides,10.0,12.0,single,none,15,249,98.8,31140.0,-14655.0,2.28,2.12,2.96,191.04,-5285.0,-14655.0,CREATIVE,
449,2026-04-03 20:49:41,bar1550_alldays_999,15:55:00,both_sides,10.0,12.0,single,none,15,277,98.6,42675.0,-14655.0,2.91,2.91,3.5,218.9,-4271.25,-14655.0,CREATIVE,
450,2026-04-03 20:50:29,wf_bar1550_4_full,15:55:00,both_sides,10.0,12.0,single,none,15,54,100.0,3705.0,0.0,20.54,0,inf,68.61,0,45.0,WF_Full,
451,2026-04-03 20:50:33,wf_bar1550_4_is,15:55:00,both_sides,10.0,12.0,single,none,15,42,100.0,2715.0,0.0,19.42,0,inf,64.64,0,45.0,WF_IS,
452,2026-04-03 20:50:35,wf_bar1550_4_oos,15:55:00,both_sides,10.0,12.0,single,none,15,12,100.0,990.0,0.0,23.81,0,inf,82.5,0,45.0,WF_OOS,
453,2026-04-03 20:50:40,wf_bar1550_3_full,15:55:00,both_sides,10.0,12.0,single,none,15,25,100.0,1725.0,0.0,19.27,0,inf,69.0,0,45.0,WF_Full,
454,2026-04-03 20:50:44,wf_bar1550_3_is,15:55:00,both_sides,10.0,12.0,single,none,15,23,100.0,1560.0,0.0,18.56,0,inf,67.83,0,45.0,WF_IS,
455,2026-04-03 20:50:46,wf_bar1550_3_oos,15:55:00,both_sides,10.0,12.0,single,none,15,2,100.0,165.0,0.0,24.69,0,inf,82.5,0,45.0,WF_OOS,
456,2026-04-03 20:50:51,wf_bar1550_5_full,15:55:00,both_sides,10.0,12.0,single,none,15,100,99.0,12030.0,-75.0,11.13,160.4,161.4,122.27,-75.0,-75.0,WF_Full,
457,2026-04-03 20:50:55,wf_bar1550_5_is,15:55:00,both_sides,10.0,12.0,single,none,15,71,98.6,7125.0,-75.0,9.32,95.0,96.0,102.86,-75.0,-75.0,WF_IS,
458,2026-04-03 20:50:57,wf_bar1550_5_oos,15:55:00,both_sides,10.0,12.0,single,none,15,29,100.0,4905.0,0.0,15.88,0,inf,169.14,0,45.0,WF_OOS,
459,2026-04-03 20:51:01,mega_bar4_skipwed_full,15:55:00,both_sides,10.0,12.0,single,none,15,42,100.0,2715.0,0.0,20.49,0,inf,64.64,0,45.0,WF_Full,
460,2026-04-03 20:51:04,mega_bar4_skipwed_is,15:55:00,both_sides,10.0,12.0,single,none,15,33,100.0,2085.0,0.0,19.59,0,inf,63.18,0,45.0,WF_IS,
461,2026-04-03 20:51:06,mega_bar4_skipwed_oos,15:55:00,both_sides,10.0,12.0,single,none,15,9,100.0,630.0,0.0,22.8,0,inf,70.0,0,45.0,WF_OOS,
462,2026-04-03 20:51:10,skipwed_bar5_full,15:55:00,both_sides,10.0,12.0,single,none,15,74,100.0,8805.0,0.0,10.13,0,inf,118.99,0,45.0,WF_Full,
463,2026-04-03 20:51:13,skipwed_bar5_is,15:55:00,both_sides,10.0,12.0,single,none,15,53,100.0,5235.0,0.0,8.38,0,inf,98.77,0,45.0,WF_IS,
464,2026-04-03 20:51:14,skipwed_bar5_oos,15:55:00,both_sides,10.0,12.0,single,none,15,21,100.0,3570.0,0.0,14.85,0,inf,170.0,0,45.0,WF_OOS,
465,2026-04-03 20:51:54,early_bar4_15:51,11:00:00,both_sides,10.0,12.0,single,none,15,99,100.0,14655.0,0.0,16.4,0,inf,148.03,0,45.0,CREATIVE,
466,2026-04-03 20:51:57,early_bar4_15:52,11:00:00,both_sides,10.0,12.0,single,none,15,77,98.7,1125.0,-10095.0,0.23,0.11,1.11,147.63,-10095.0,-10095.0,CREATIVE,
467,2026-04-03 20:52:00,early_bar4_15:53,11:00:00,both_sides,10.0,12.0,single,none,15,54,98.1,3165.0,-2670.0,2.58,1.19,2.19,110.09,-2670.0,-2670.0,CREATIVE,
468,2026-04-03 20:52:04,early_bar4_15:54,11:00:00,both_sides,10.0,12.0,single,none,15,40,100.0,4200.0,0.0,16.65,0,inf,105.0,0,45.0,CREATIVE,
469,2026-04-03 20:52:07,early_bar4_15:55,11:00:00,both_sides,10.0,12.0,single,none,15,30,100.0,2025.0,0.0,21.25,0,inf,67.5,0,45.0,CREATIVE,
470,2026-04-03 20:52:10,early_bar4_15:56,11:00:00,both_sides,10.0,12.0,single,none,15,7,100.0,315.0,0.0,0,0,inf,45.0,0,45.0,CREATIVE,
471,2026-04-03 20:52:13,early_bar4_15:57,11:00:00,both_sides,10.0,12.0,single,none,15,6,100.0,495.0,0.0,21.04,0,inf,82.5,0,45.0,CREATIVE,
472,2026-04-03 20:52:16,early_bar4_15:58,11:00:00,both_sides,10.0,12.0,single,none,15,0,0,0,0,0,0,0,0,0,0,CREATIVE,
473,2026-04-03 20:52:19,early_bar4_15:59,11:00:00,both_sides,10.0,12.0,single,none,15,0,0,0,0,0,0,0,0,0,0,CREATIVE,
474,2026-04-03 20:52:23,early_bar5_15:51,11:00:00,both_sides,10.0,12.0,single,none,15,143,100.0,23910.0,0.0,16.23,0,inf,167.2,0,45.0,CREATIVE,
475,2026-04-03 20:52:26,early_bar5_15:52,11:00:00,both_sides,10.0,12.0,single,none,15,108,99.1,7095.0,-10095.0,1.21,0.7,1.7,160.65,-10095.0,-10095.0,CREATIVE,
476,2026-04-03 20:52:29,early_bar5_15:53,11:00:00,both_sides,10.0,12.0,single,none,15,81,97.5,3465.0,-3120.0,1.54,1.11,1.6,117.15,-2895.0,-3120.0,CREATIVE,
477,2026-04-03 20:52:33,early_bar5_15:54,11:00:00,both_sides,10.0,12.0,single,none,15,61,98.4,3105.0,-3345.0,1.9,0.93,1.93,107.5,-3345.0,-3345.0,CREATIVE,
478,2026-04-03 20:52:36,early_bar5_15:55,11:00:00,both_sides,10.0,12.0,single,none,15,47,100.0,4065.0,0.0,15.51,0,inf,86.49,0,45.0,CREATIVE,
479,2026-04-03 20:52:39,early_bar5_15:56,11:00:00,both_sides,10.0,12.0,single,none,15,13,100.0,660.0,0.0,36.06,0,inf,50.77,0,45.0,CREATIVE,
480,2026-04-03 20:52:43,early_bar5_15:57,11:00:00,both_sides,10.0,12.0,single,none,15,7,100.0,540.0,0.0,20.31,0,inf,77.14,0,45.0,CREATIVE,
481,2026-04-03 20:52:46,early_bar5_15:58,11:00:00,both_sides,10.0,12.0,single,none,15,0,0,0,0,0,0,0,0,0,0,CREATIVE,
482,2026-04-03 20:52:49,early_bar5_15:59,11:00:00,both_sides,10.0,12.0,single,none,15,0,0,0,0,0,0,0,0,0,0,CREATIVE,
483,2026-04-03 20:52:52,early_bar6_15:52,11:00:00,both_sides,10.0,12.0,single,none,15,146,97.3,0.0,-17805.0,0.0,0.0,1.0,203.98,-7241.25,-13920.0,CREATIVE,
484,2026-04-03 20:52:56,early_bar6_15:53,11:00:00,both_sides,10.0,12.0,single,none,15,114,97.4,11535.0,-3120.0,3.31,3.7,2.4,178.11,-2745.0,-3120.0,CREATIVE,
485,2026-04-03 20:54:12,dual_5155_full,11:00:00,both_sides,10.0,12.0,single,none,15,292,100.0,29448.0,0.0,14.1,0,inf,100.85,0,24.0,CREATIVE,
486,2026-04-03 20:54:25,mega_v3_full,11:00:00,both_sides,10.0,12.0,single,none,15,264,100.0,59280.0,0.0,13.44,0,inf,224.55,0,45.0,CREATIVE,
484,2026-04-03 20:57:18,fri_early_15:50,11:00:00,both_sides,10.0,10.0,single,none,15,208,92.8,-32745.0,-38040.0,-1.22,-0.86,0.73,451.87,-7997.0,-14130.0,CREATIVE,
485,2026-04-03 20:57:20,fri_early_15:51,11:00:00,both_sides,10.0,10.0,single,none,15,175,94.9,11070.0,-29070.0,0.61,0.38,1.19,413.67,-6400.0,-14355.0,CREATIVE,
486,2026-04-03 20:57:21,fri_early_15:52,11:00:00,both_sides,10.0,10.0,single,none,15,153,92.8,4335.0,-24405.0,0.28,0.18,1.09,384.08,-4564.09,-14505.0,CREATIVE,
487,2026-04-03 20:57:22,fri_early_15:53,11:00:00,both_sides,10.0,10.0,single,none,15,133,93.2,2625.0,-16665.0,0.26,0.16,1.07,325.65,-4195.0,-9705.0,CREATIVE,
488,2026-04-03 20:57:23,fri_early_15:54,11:00:00,both_sides,10.0,10.0,single,none,15,117,96.6,20700.0,-4920.0,4.47,4.21,2.61,297.21,-3221.25,-4920.0,CREATIVE,
489,2026-04-03 20:57:25,fri_early_15:55,11:00:00,both_sides,10.0,10.0,single,none,15,100,100.0,26625.0,0.0,13.93,0,inf,266.25,0,45.0,CREATIVE,
490,2026-04-03 20:57:26,fri_early_15:56,11:00:00,both_sides,10.0,10.0,single,none,15,66,97.0,10875.0,-2505.0,6.06,4.34,3.57,236.02,-2115.0,-2505.0,CREATIVE,
491,2026-04-03 20:57:27,fri_early_15:57,11:00:00,both_sides,10.0,10.0,single,none,15,47,100.0,8640.0,0.0,14.47,0,inf,183.83,0,45.0,CREATIVE,
492,2026-04-03 20:57:35,mega_v4,11:00:00,both_sides,10.0,10.0,single,none,15,327,99.7,73365.0,-3030.0,11.48,24.21,25.21,234.34,-3030.0,-3030.0,FINAL,
493,2026-04-03 21:21:35,heatmap_15:51_d5,15:51:00,both_sides,10.0,5,single,none,15,763,90.0,27090.0,-41820.0,0.31,0.65,1.07,613.03,-5185.07,-14085.0,SWEEP,
494,2026-04-03 21:21:38,heatmap_15:51_d6,15:51:00,both_sides,10.0,6,single,none,15,703,91.0,19980.0,-44025.0,0.27,0.45,1.06,535.1,-5118.81,-14730.0,SWEEP,
495,2026-04-03 21:21:42,heatmap_15:51_d7,15:51:00,both_sides,10.0,7,single,none,15,629,92.5,42960.0,-37950.0,0.72,1.13,1.18,475.62,-4975.53,-14730.0,SWEEP,
496,2026-04-03 21:21:45,heatmap_15:51_d8,15:51:00,both_sides,10.0,8,single,none,15,565,93.1,17535.0,-47640.0,0.33,0.37,1.09,408.17,-5055.38,-14730.0,SWEEP,
497,2026-04-03 21:21:48,heatmap_15:51_d9,15:51:00,both_sides,10.0,9,single,none,15,498,94.2,16170.0,-40350.0,0.35,0.4,1.1,375.38,-5513.28,-14730.0,SWEEP,
498,2026-04-03 21:21:51,heatmap_15:51_d10,15:51:00,both_sides,10.0,10,single,none,15,422,95.0,12015.0,-38565.0,0.29,0.31,1.09,358.65,-6276.43,-14730.0,SWEEP,
499,2026-04-03 21:21:55,heatmap_15:51_d11,15:51:00,both_sides,10.0,11,single,none,15,354,96.0,15135.0,-36450.0,0.43,0.42,1.15,346.76,-7340.36,-14355.0,SWEEP,
500,2026-04-03 21:21:58,heatmap_15:51_d12,15:51:00,both_sides,10.0,12,single,none,15,301,96.7,28830.0,-26640.0,1.09,1.08,1.42,333.14,-6811.5,-14355.0,SWEEP,
501,2026-04-03 21:22:01,heatmap_15:51_d13,15:51:00,both_sides,10.0,13,single,none,15,252,97.6,32430.0,-17910.0,1.87,1.81,1.84,287.99,-6402.5,-13995.0,SWEEP,
502,2026-04-03 21:22:04,heatmap_15:51_d14,15:51:00,both_sides,10.0,14,single,none,15,212,97.2,17955.0,-17910.0,1.16,1.0,1.47,273.64,-6402.5,-13995.0,SWEEP,
503,2026-04-03 21:22:07,heatmap_15:51_d15,15:51:00,both_sides,10.0,15,single,none,15,178,97.2,10395.0,-17955.0,0.75,0.58,1.29,269.13,-7233.0,-13995.0,SWEEP,
504,2026-04-03 21:22:10,heatmap_15:52_d5,15:52:00,both_sides,10.0,5,single,none,15,732,89.8,-18660.0,-59370.0,-0.22,-0.31,0.95,571.71,-5257.0,-14355.0,SWEEP,
505,2026-04-03 21:22:13,heatmap_15:52_d6,15:52:00,both_sides,10.0,6,single,none,15,659,91.7,-10320.0,-53415.0,-0.15,-0.19,0.97,472.8,-5379.82,-14505.0,SWEEP,
506,2026-04-03 21:22:17,heatmap_15:52_d7,15:52:00,both_sides,10.0,7,single,none,15,585,92.0,3345.0,-41610.0,0.06,0.08,1.01,429.37,-4843.72,-14505.0,SWEEP,
507,2026-04-03 21:22:20,heatmap_15:52_d8,15:52:00,both_sides,10.0,8,single,none,15,517,93.2,6870.0,-40995.0,0.14,0.17,1.04,372.88,-4938.86,-14505.0,SWEEP,
508,2026-04-03 21:22:23,heatmap_15:52_d9,15:52:00,both_sides,10.0,9,single,none,15,451,93.8,9450.0,-38340.0,0.24,0.25,1.07,347.16,-4907.14,-14505.0,SWEEP,
509,2026-04-03 21:22:26,heatmap_15:52_d10,15:52:00,both_sides,10.0,10,single,none,15,364,94.5,9630.0,-38220.0,0.27,0.25,1.09,333.44,-5253.75,-14505.0,SWEEP,
510,2026-04-03 21:22:30,heatmap_15:52_d11,15:52:00,both_sides,10.0,11,single,none,15,291,95.2,17265.0,-24855.0,0.69,0.69,1.25,313.32,-4966.07,-13920.0,SWEEP,
511,2026-04-03 21:22:33,heatmap_15:52_d12,15:52:00,both_sides,10.0,12,single,none,15,245,96.7,24645.0,-17805.0,1.31,1.38,1.52,302.91,-5893.12,-13920.0,SWEEP,
512,2026-04-03 21:22:36,heatmap_15:52_d13,15:52:00,both_sides,10.0,13,single,none,15,214,97.7,29865.0,-13245.0,2.87,2.25,2.3,252.42,-4578.0,-9705.0,SWEEP,
513,2026-04-03 21:22:39,heatmap_15:52_d14,15:52:00,both_sides,10.0,14,single,none,15,179,97.8,29580.0,-6420.0,4.35,4.61,2.95,255.86,-3798.75,-4485.0,SWEEP,
514,2026-04-03 21:22:43,heatmap_15:52_d15,15:52:00,both_sides,10.0,15,single,none,15,155,97.4,20325.0,-6585.0,3.3,3.09,2.34,235.23,-3798.75,-4485.0,SWEEP,
515,2026-04-03 21:22:46,heatmap_15:53_d5,15:53:00,both_sides,10.0,5,single,none,15,692,89.7,-14190.0,-39645.0,-0.19,-0.36,0.96,517.32,-4724.58,-14280.0,SWEEP,
516,2026-04-03 21:22:49,heatmap_15:53_d6,15:53:00,both_sides,10.0,6,single,none,15,602,90.7,-1935.0,-56205.0,-0.03,-0.03,0.99,451.57,-4437.32,-14205.0,SWEEP,
517,2026-04-03 21:22:52,heatmap_15:53_d7,15:53:00,both_sides,10.0,7,single,none,15,520,91.5,-16530.0,-55080.0,-0.33,-0.3,0.92,387.38,-4566.48,-14205.0,SWEEP,
518,2026-04-03 21:22:55,heatmap_15:53_d8,15:53:00,both_sides,10.0,8,single,none,15,456,92.5,-11235.0,-40605.0,-0.27,-0.28,0.93,343.44,-4593.09,-14130.0,SWEEP,
519,2026-04-03 21:22:59,heatmap_15:53_d9,15:53:00,both_sides,10.0,9,single,none,15,383,93.7,5130.0,-26295.0,0.17,0.2,1.05,308.65,-4403.12,-13920.0,SWEEP,
520,2026-04-03 21:23:02,heatmap_15:53_d10,15:53:00,both_sides,10.0,10,single,none,15,312,93.9,1605.0,-22425.0,0.06,0.07,1.02,288.94,-4371.32,-13920.0,SWEEP,
521,2026-04-03 21:23:05,heatmap_15:53_d11,15:53:00,both_sides,10.0,11,single,none,15,255,95.3,16725.0,-14100.0,1.05,1.19,1.32,285.43,-4386.25,-11835.0,SWEEP,
522,2026-04-03 21:23:08,heatmap_15:53_d12,15:53:00,both_sides,10.0,12,single,none,15,209,96.2,16935.0,-15870.0,1.31,1.07,1.47,264.03,-4516.88,-11835.0,SWEEP,
523,2026-04-03 21:23:11,heatmap_15:53_d13,15:53:00,both_sides,10.0,13,single,none,15,167,97.0,18000.0,-11835.0,1.8,1.52,1.76,256.57,-4713.0,-11835.0,SWEEP,
524,2026-04-03 21:23:15,heatmap_15:53_d14,15:53:00,both_sides,10.0,14,single,none,15,141,97.9,22440.0,-4485.0,4.91,5.0,3.26,234.67,-3315.0,-4485.0,SWEEP,
525,2026-04-03 21:23:18,heatmap_15:53_d15,15:53:00,both_sides,10.0,15,single,none,15,123,98.4,16380.0,-4485.0,4.33,3.65,3.2,196.86,-3720.0,-4485.0,SWEEP,
526,2026-04-03 21:23:21,heatmap_15:54_d5,15:54:00,both_sides,10.0,5,single,none,15,651,89.9,-41175.0,-67185.0,-0.61,-0.61,0.86,448.18,-4596.36,-14580.0,SWEEP,
527,2026-04-03 21:23:24,heatmap_15:54_d6,15:54:00,both_sides,10.0,6,single,none,15,567,92.1,-450.0,-51240.0,-0.01,-0.01,1.0,403.76,-4693.67,-14580.0,SWEEP,
528,2026-04-03 21:23:28,heatmap_15:54_d7,15:54:00,both_sides,10.0,7,single,none,15,462,91.8,-9600.0,-45405.0,-0.23,-0.21,0.94,371.82,-4401.32,-14205.0,SWEEP,
529,2026-04-03 21:23:31,heatmap_15:54_d8,15:54:00,both_sides,10.0,8,single,none,15,381,94.0,16830.0,-19290.0,0.56,0.87,1.16,332.22,-4439.35,-14205.0,SWEEP,
530,2026-04-03 21:23:35,heatmap_15:54_d9,15:54:00,both_sides,10.0,9,single,none,15,314,96.5,33735.0,-18900.0,1.62,1.78,1.61,294.26,-5038.64,-11460.0,SWEEP,
531,2026-04-03 21:23:38,heatmap_15:54_d10,15:54:00,both_sides,10.0,10,single,none,15,259,95.8,17985.0,-19545.0,1.02,0.92,1.37,269.09,-4431.82,-11460.0,SWEEP,
532,2026-04-03 21:23:41,heatmap_15:54_d11,15:54:00,both_sides,10.0,11,single,none,15,211,96.7,18525.0,-13110.0,1.46,1.41,1.53,262.28,-4997.14,-10470.0,SWEEP,
533,2026-04-03 21:23:44,heatmap_15:54_d12,15:54:00,both_sides,10.0,12,single,none,15,177,96.6,17535.0,-6735.0,2.2,2.6,1.76,236.67,-3822.5,-6495.0,SWEEP,
534,2026-04-03 21:23:48,heatmap_15:54_d13,15:54:00,both_sides,10.0,13,single,none,15,143,97.9,21615.0,-6780.0,4.57,3.19,3.11,227.68,-3420.0,-4410.0,SWEEP,
535,2026-04-03 21:23:51,heatmap_15:54_d14,15:54:00,both_sides,10.0,14,single,none,15,119,97.5,11760.0,-7005.0,2.94,1.68,2.15,189.83,-3420.0,-4410.0,SWEEP,
536,2026-04-03 21:23:54,heatmap_15:54_d15,15:54:00,both_sides,10.0,15,single,none,15,100,98.0,9030.0,-7125.0,2.62,1.27,2.16,171.28,-3877.5,-4410.0,SWEEP,
537,2026-04-03 21:23:57,heatmap_15:55_d5,15:55:00,both_sides,10.0,5,single,none,15,590,92.4,74760.0,-19170.0,1.78,3.9,1.49,414.91,-3363.67,-10710.0,SWEEP,
538,2026-04-03 21:24:01,heatmap_15:55_d6,15:55:00,both_sides,10.0,6,single,none,15,498,92.6,55620.0,-29550.0,1.74,1.88,1.49,369.05,-3094.86,-9495.0,SWEEP,
