iteration,timestamp,idea,entry_time,direction,width,otm_distance,interval,filters,qty,num_trades,win_rate,total_pnl,max_drawdown,sharpe,calmar,profit_factor,avg_win,avg_loss,max_single_loss,verdict,notes
118,2026-04-03 13:52:26,wf_range2.0_full,15:55:00,both_sides,15.0,12.0,single,skip_wed+prior1.5+range2.0,10,175,99.4,21620.0,-700.0,11.79,30.89,31.89,128.28,-700.0,-700.0,WF_FULL,
119,2026-04-03 13:52:28,wf_range2.0_is,15:55:00,both_sides,15.0,12.0,single,skip_wed+prior1.5+range2.0,10,108,99.1,11860.0,-700.0,11.07,16.94,17.94,117.38,-700.0,-700.0,WF_IS,
120,2026-04-03 13:52:29,wf_range2.0_oos,15:55:00,both_sides,15.0,12.0,single,skip_wed+prior1.5+range2.0,10,67,100.0,9760.0,0.0,12.73,0,inf,145.67,0,30.0,WF_OOS,
121,2026-04-03 13:52:34,wf_range2.5_full,15:55:00,both_sides,15.0,12.0,single,skip_wed+prior1.5+range2.5,10,194,99.5,26490.0,-700.0,11.18,37.84,38.84,140.88,-700.0,-700.0,WF_FULL,
122,2026-04-03 13:52:36,wf_range2.5_is,15:55:00,both_sides,15.0,12.0,single,skip_wed+prior1.5+range2.5,10,123,99.2,14360.0,-700.0,10.22,20.51,21.51,123.44,-700.0,-700.0,WF_IS,
123,2026-04-03 13:52:37,wf_range2.5_oos,15:55:00,both_sides,15.0,12.0,single,skip_wed+prior1.5+range2.5,10,71,100.0,12130.0,0.0,12.59,0,inf,170.85,0,30.0,WF_OOS,
124,2026-04-03 13:52:40,wf_skipwedthu_range2.5_full,15:55:00,both_sides,15.0,12.0,single,none,10,143,100.0,19240.0,0.0,11.58,0,inf,134.55,0,30.0,WF_FULL,
125,2026-04-03 13:56:13,combined_mth12_fri10,15:55:00,both_sides,15.0,10.0,single,none,10,196,99.0,33400.0,-820.0,10.94,40.73,22.97,180.0,-760.0,-820.0,CREATIVE,
126,2026-04-03 13:56:14,combined_mth12q10_fri10q15,15:55:00,both_sides,15.0,10.0,single,none,15,196,99.0,39508.0,-820.0,11.35,48.18,26.99,211.48,-760.0,-820.0,CREATIVE,
127,2026-04-03 13:56:55,d10_all,15:55:00,both_sides,15.0,10.0,single,none,10,291,97.3,34750.0,-5570.0,3.91,6.24,2.84,189.36,-2355.0,-5570.0,SWEEP,
128,2026-04-03 13:56:59,d10_calm,15:55:00,both_sides,15.0,10.0,single,none,10,191,96.3,6830.0,-6570.0,1.04,1.04,1.38,135.71,-2591.43,-5570.0,CREATIVE,
129,2026-04-03 13:57:03,d8_very_calm,15:55:00,both_sides,15.0,10.0,single,none,10,148,96.6,160.0,-7440.0,0.03,0.02,1.01,120.56,-3416.0,-5570.0,CREATIVE,
130,2026-04-03 13:57:07,gap_filter_0.3,15:55:00,both_sides,15.0,10.0,single,skip_wed+prior1.5+gap0.3,10,84,100.0,12170.0,0.0,11.54,0,inf,144.88,0,30.0,SWEEP,
131,2026-04-03 13:57:07,gap_filter_0.5,15:55:00,both_sides,15.0,10.0,single,skip_wed+prior1.5+gap0.5,10,125,100.0,17250.0,0.0,12.02,0,inf,138.0,0,30.0,SWEEP,
132,2026-04-03 13:57:07,gap_filter_0.7,15:55:00,both_sides,15.0,10.0,single,skip_wed+prior1.5+gap0.7,10,151,100.0,20480.0,0.0,12.17,0,inf,135.63,0,30.0,SWEEP,
133,2026-04-03 13:57:07,gap_filter_1.0,15:55:00,both_sides,15.0,10.0,single,skip_wed+prior1.5+gap1.0,10,183,99.5,24410.0,-700.0,11.54,34.87,35.87,137.97,-700.0,-700.0,SWEEP,
134,2026-04-03 13:57:39,final_A: skip_wed + prior<,15:55:00,both_sides,15.0,10.0,single,none,1,213,99.1,31110.0,-820.0,10.22,37.94,21.47,154.64,-760.0,-820.0,FINAL,
135,2026-04-03 13:57:46,final_B: skip_wed+thu + pr,15:55:00,both_sides,15.0,10.0,single,none,1,156,100.0,24480.0,0.0,11.14,0,inf,156.92,0,30.0,FINAL,
136,2026-04-03 13:57:53,final_C: skip_wed + prior<,15:55:00,both_sides,15.0,10.0,single,none,1,194,99.5,26490.0,-700.0,11.18,37.84,38.84,140.88,-700.0,-700.0,FINAL,
137,2026-04-03 13:58:00,final_D: skip_wed + prior<,15:55:00,both_sides,15.0,10.0,single,none,1,175,99.4,21620.0,-700.0,11.79,30.89,31.89,128.28,-700.0,-700.0,FINAL,
138,2026-04-03 14:02:56,rsi_30_70,15:55:00,both_sides,15.0,12.0,single,skip_wed+prior1.5+rsi30-70,10,182,98.9,23580.0,-820.0,10.28,28.76,16.51,139.44,-760.0,-820.0,SWEEP,
139,2026-04-03 14:02:56,rsi_25_75,15:55:00,both_sides,15.0,12.0,single,skip_wed+prior1.5+rsi25-75,10,196,99.0,26600.0,-820.0,10.38,32.44,18.5,144.95,-760.0,-820.0,SWEEP,
140,2026-04-03 14:02:56,rsi_20_80,15:55:00,both_sides,15.0,12.0,single,skip_wed+prior1.5+rsi20-80,10,208,99.0,29910.0,-820.0,10.02,36.48,20.68,152.57,-760.0,-820.0,SWEEP,
141,2026-04-03 14:02:56,rsi_35_65,15:55:00,both_sides,15.0,12.0,single,skip_wed+prior1.5+rsi35-65,10,139,99.3,19070.0,-820.0,10.79,23.26,24.26,144.13,-820.0,-820.0,SWEEP,
142,2026-04-03 14:02:56,rsi_40_60,15:55:00,both_sides,15.0,12.0,single,skip_wed+prior1.5+rsi40-60,10,84,98.8,6870.0,-820.0,9.99,8.38,9.38,92.65,-820.0,-820.0,SWEEP,
143,2026-04-03 14:02:56,sma200_above_sma200,15:55:00,both_sides,15.0,12.0,single,skip_wed+prior1.5+above_sma200,10,178,99.4,26510.0,-700.0,11.52,37.87,38.87,153.73,-700.0,-700.0,SWEEP,
144,2026-04-03 14:02:56,sma200_below_sma200,15:55:00,both_sides,15.0,12.0,single,skip_wed+prior1.5+below_sma200,10,105,98.1,15570.0,-820.0,9.45,18.99,11.24,165.92,-760.0,-820.0,SWEEP,
145,2026-04-03 14:02:56,prior_day_green,15:55:00,both_sides,15.0,12.0,single,none,10,88,98.9,10540.0,-820.0,9.61,12.85,13.85,130.57,-820.0,-820.0,SWEEP,
146,2026-04-03 14:02:56,prior_day_red,15:55:00,both_sides,15.0,12.0,single,none,10,125,99.2,20570.0,-700.0,10.75,29.39,30.39,171.53,-700.0,-700.0,SWEEP,
147,2026-04-03 14:03:02,width_10_final,15:55:00,both_sides,10,12.0,single,none,10,194,99.0,25240.0,-820.0,10.51,30.78,17.08,139.64,-785.0,-820.0,SWEEP,
148,2026-04-03 14:03:06,width_15_final,15:55:00,both_sides,15,12.0,single,none,10,213,99.1,31110.0,-820.0,10.22,37.94,21.47,154.64,-760.0,-820.0,SWEEP,
149,2026-04-03 14:03:11,width_20_final,15:55:00,both_sides,20,12.0,single,none,10,222,99.1,28395.0,-820.0,11.37,34.63,25.8,134.27,-572.5,-820.0,SWEEP,
150,2026-04-03 14:03:16,width_25_final,15:55:00,both_sides,25,12.0,single,none,10,219,99.1,25958.0,-820.0,11.18,31.66,28.61,123.95,-470.0,-820.0,SWEEP,
151,2026-04-03 14:03:49,wf_w15_final,15:55:00,both_sides,10.0,12.0,single,none,10,213,99.1,31110.0,-820.0,10.22,37.94,21.47,154.64,-760.0,-820.0,WF_FULL,
152,2026-04-03 14:03:58,wf_w20_final,15:55:00,both_sides,10.0,12.0,single,none,10,222,99.1,28395.0,-820.0,11.37,34.63,25.8,134.27,-572.5,-820.0,WF_FULL,
153,2026-04-03 14:04:07,wf_w20_skipwedthu,15:55:00,both_sides,10.0,12.0,single,none,10,161,100.0,21575.0,0.0,12.67,0,inf,134.01,0,15.0,WF_FULL,
154,2026-04-03 14:04:15,wf_w20_range2.5,15:55:00,both_sides,10.0,12.0,single,none,10,202,99.5,25815.0,-325.0,12.08,79.43,80.43,130.05,-325.0,-325.0,WF_FULL,
155,2026-04-03 14:05:26,multi_15:50-15:55@5min,11:00:00,both_sides,20.0,12.0,5,none,5,523,96.4,14506.0,-12585.0,0.83,1.15,1.27,134.24,-2797.37,-7885.0,CREATIVE,
156,2026-04-03 14:05:29,multi_15:45-15:55@5min,11:00:00,both_sides,20.0,12.0,5,none,5,891,95.7,34397.0,-23500.0,0.97,1.46,1.33,163.23,-2759.0,-8585.0,CREATIVE,
157,2026-04-03 14:05:33,multi_15:45-15:55@10min,11:00:00,both_sides,20.0,12.0,10,none,5,653,95.7,22105.0,-13005.0,0.92,1.7,1.28,161.02,-2804.64,-8585.0,CREATIVE,
158,2026-04-03 14:05:36,multi_15:40-15:55@5min,11:00:00,both_sides,20.0,12.0,5,none,5,1156,95.4,47293.0,-26115.0,0.93,1.81,1.29,189.03,-3041.72,-9860.0,CREATIVE,
159,2026-04-03 14:05:40,single_15:50,15:50:00,both_sides,20.0,12.0,single,none,10,397,95.2,25982.0,-22455.0,0.92,1.16,1.35,266.8,-3940.53,-15770.0,SWEEP,
160,2026-04-03 14:05:43,single_15:55,15:55:00,both_sides,20.0,12.0,single,none,10,161,100.0,21575.0,0.0,12.67,0,inf,134.01,0,15.0,SWEEP,
161,2026-04-03 14:05:46,single_15:56,15:56:00,both_sides,20.0,12.0,single,none,10,81,100.0,11185.0,0.0,13.35,0,inf,138.09,0,15.0,CREATIVE,
162,2026-04-03 14:05:49,single_15:57,15:57:00,both_sides,20.0,12.0,single,none,10,56,100.0,5480.0,0.0,14.87,0,inf,97.86,0,15.0,CREATIVE,
163,2026-04-03 14:05:53,single_15:58,15:58:00,both_sides,20.0,12.0,single,none,10,18,100.0,1760.0,0.0,16.67,0,inf,97.78,0,30.0,CREATIVE,
164,2026-04-03 14:08:19,gap_0.3_w20,15:55:00,both_sides,20,12.0,single,skip_wed+prior1.5+gap0.3,10,89,100.0,11360.0,0.0,11.68,0,inf,127.64,0,15.0,SWEEP,
165,2026-04-03 14:08:22,gap_0.5_w20,15:55:00,both_sides,20,12.0,single,skip_wed+prior1.5+gap0.5,10,133,100.0,16645.0,0.0,12.5,0,inf,125.15,0,15.0,SWEEP,
166,2026-04-03 14:08:25,gap_0.7_w20,15:55:00,both_sides,20,12.0,single,skip_wed+prior1.5+gap0.7,10,159,100.0,19475.0,0.0,12.65,0,inf,122.48,0,15.0,SWEEP,
167,2026-04-03 14:08:29,gap_1.0_w20,15:55:00,both_sides,20,12.0,single,skip_wed+prior1.5+gap1.0,10,191,99.5,23710.0,-325.0,12.23,72.95,73.95,126.5,-325.0,-325.0,SWEEP,
168,2026-04-03 14:08:32,consecutive_2d_1.0pct,15:55:00,both_sides,20.0,12.0,single,skip_wed+prior1.5+calm2x1.0,10,91,98.9,10310.0,-820.0,9.74,12.57,13.57,123.67,-820.0,-820.0,CREATIVE,
169,2026-04-03 14:08:35,consecutive_2d_1.5pct,15:55:00,both_sides,20.0,12.0,single,skip_wed+prior1.5+calm2x1.5,10,159,99.4,18845.0,-820.0,10.45,22.98,23.98,124.46,-820.0,-820.0,CREATIVE,
170,2026-04-03 14:08:37,consecutive_3d_1.0pct,15:55:00,both_sides,20.0,12.0,single,skip_wed+prior1.5+calm3x1.0,10,59,98.3,7130.0,-820.0,9.24,8.7,9.7,137.07,-820.0,-820.0,CREATIVE,
171,2026-04-03 14:08:40,consecutive_3d_1.5pct,15:55:00,both_sides,20.0,12.0,single,skip_wed+prior1.5+calm3x1.5,10,121,99.2,13060.0,-820.0,10.37,15.93,16.93,115.67,-820.0,-820.0,CREATIVE,
172,2026-04-03 14:08:43,gap0.7_range2.5_w20,15:55:00,both_sides,20,12.0,single,skip_wed+prior1.5+gap0.7+range2.5,10,148,100.0,17295.0,0.0,12.53,0,inf,116.86,0,15.0,CREATIVE,
173,2026-04-03 14:08:46,gap0.7_skipwedthu_w20,15:55:00,both_sides,20,12.0,single,skip_wed+thu+prior1.5+gap0.7,10,118,100.0,14850.0,0.0,12.44,0,inf,125.85,0,15.0,CREATIVE,
174,2026-04-03 14:09:13,wf_gap0.7_full,15:55:00,both_sides,20.0,12.0,single,none,10,159,100.0,19475.0,0.0,12.65,0,inf,122.48,0,15.0,WF_FULL,
175,2026-04-03 14:09:15,wf_gap0.7_is,15:55:00,both_sides,20.0,12.0,single,none,10,110,100.0,12900.0,0.0,13.17,0,inf,117.27,0,15.0,WF_IS,
176,2026-04-03 14:09:16,wf_gap0.7_oos,15:55:00,both_sides,20.0,12.0,single,none,10,49,100.0,6575.0,0.0,11.72,0,inf,134.18,0,15.0,WF_OOS,
177,2026-04-03 14:09:20,wf_gap1.0_full,15:55:00,both_sides,20.0,12.0,single,none,10,191,99.5,23710.0,-325.0,12.23,72.95,73.95,126.5,-325.0,-325.0,WF_FULL,
178,2026-04-03 14:09:22,wf_gap1.0_is,15:55:00,both_sides,20.0,12.0,single,none,10,127,99.2,14165.0,-325.0,12.68,43.58,44.58,115.0,-325.0,-325.0,WF_IS,
179,2026-04-03 14:09:23,wf_gap1.0_oos,15:55:00,both_sides,20.0,12.0,single,none,10,64,100.0,9545.0,0.0,11.78,0,inf,149.14,0,15.0,WF_OOS,
180,2026-04-03 14:10:44,vix_intraday_20,15:55:00,both_sides,20.0,12.0,single,skip_wed+prior1.5+vix1550<=20,10,81,100.0,8700.0,0.0,12.85,0,inf,107.41,0,15.0,SWEEP,
181,2026-04-03 14:10:44,vix_intraday_25,15:55:00,both_sides,20.0,12.0,single,skip_wed+prior1.5+vix1550<=25,10,145,99.3,15605.0,-820.0,10.49,19.03,20.03,114.06,-820.0,-820.0,SWEEP,
182,2026-04-03 14:10:44,vix_intraday_30,15:55:00,both_sides,20.0,12.0,single,skip_wed+prior1.5+vix1550<=30,10,192,99.0,23775.0,-820.0,10.85,28.99,21.76,131.16,-572.5,-820.0,SWEEP,
183,2026-04-03 14:10:44,vix_intraday_35,15:55:00,both_sides,20.0,12.0,single,skip_wed+prior1.5+vix1550<=35,10,218,99.1,27030.0,-820.0,11.45,32.96,24.61,130.44,-572.5,-820.0,SWEEP,
184,2026-04-03 14:11:18,gap1.0_vix1550_25,15:55:00,both_sides,20.0,12.0,single,none,10,128,100.0,14765.0,0.0,11.93,0,inf,115.35,0,15.0,CREATIVE,
185,2026-04-03 14:11:23,vix1550_25_nogap,15:55:00,both_sides,20.0,12.0,single,none,10,128,100.0,14765.0,0.0,11.93,0,inf,115.35,0,15.0,CREATIVE,
186,2026-04-03 14:11:23,vix1550_22,15:55:00,both_sides,20.0,12.0,single,none,10,96,100.0,12060.0,0.0,11.61,0,inf,125.62,0,15.0,CREATIVE,
187,2026-04-03 14:11:29,vix1550_23_noprior,15:55:00,both_sides,20.0,12.0,single,none,10,147,100.0,19115.0,0.0,10.67,0,inf,130.03,0,15.0,CREATIVE,
188,2026-04-03 14:12:03,final_zero_dd_skip_wed + prior<1.5% + g,15:55:00,both_sides,20.0,12.0,single,none,10,159,100.0,19475.0,0.0,12.65,0,inf,122.48,0,15.0,FINAL,
189,2026-04-03 14:12:12,final_zero_dd_skip_wed + prior<1.5% + r,15:55:00,both_sides,20.0,12.0,single,none,10,202,99.5,25815.0,-325.0,12.08,79.43,80.43,130.05,-325.0,-325.0,FINAL,
190,2026-04-03 14:12:22,final_zero_dd_skip_wed+thu + prior<1.5%,15:55:00,both_sides,20.0,12.0,single,none,10,161,100.0,21575.0,0.0,12.67,0,inf,134.01,0,15.0,FINAL,
191,2026-04-03 14:17:30,oi_min_0,15:55:00,both_sides,20.0,12.0,single,skip_wed+prior1.5+oi>=0,10,222,99.1,28395.0,-820.0,11.37,34.63,25.8,134.27,-572.5,-820.0,BASELINE,
192,2026-04-03 14:17:30,oi_min_500,15:55:00,both_sides,20.0,12.0,single,skip_wed+prior1.5+oi>=500,10,214,99.1,27345.0,-820.0,11.55,33.35,24.88,134.39,-572.5,-820.0,SWEEP,
193,2026-04-03 14:17:30,oi_min_1000,15:55:00,both_sides,20.0,12.0,single,skip_wed+prior1.5+oi>=1000,10,204,99.5,27295.0,-325.0,12.63,83.98,84.98,136.06,-325.0,-325.0,SWEEP,
194,2026-04-03 14:17:30,oi_min_2000,15:55:00,both_sides,20.0,12.0,single,skip_wed+prior1.5+oi>=2000,10,189,99.5,26360.0,-325.0,12.57,81.11,82.11,141.94,-325.0,-325.0,SWEEP,
195,2026-04-03 14:17:30,oi_min_3000,15:55:00,both_sides,20.0,12.0,single,skip_wed+prior1.5+oi>=3000,10,177,99.4,25275.0,-325.0,12.4,77.77,78.77,145.45,-325.0,-325.0,SWEEP,
196,2026-04-03 14:17:30,oi_min_5000,15:55:00,both_sides,20.0,12.0,single,skip_wed+prior1.5+oi>=5000,10,147,100.0,22765.0,0.0,12.31,0,inf,154.86,0,15.0,SWEEP,
197,2026-04-03 14:17:30,oi_min_8000,15:55:00,both_sides,20.0,12.0,single,skip_wed+prior1.5+oi>=8000,10,99,100.0,14940.0,0.0,12.47,0,inf,150.91,0,15.0,SWEEP,
198,2026-04-03 14:17:31,oi_min_10000,15:55:00,both_sides,20.0,12.0,single,skip_wed+prior1.5+oi>=10000,10,81,100.0,11240.0,0.0,11.22,0,inf,138.77,0,15.0,SWEEP,
199,2026-04-03 14:18:20,wf_oi1000_full,15:55:00,both_sides,20.0,12.0,single,none,10,204,99.5,27295.0,-325.0,12.63,83.98,84.98,136.06,-325.0,-325.0,WF_FULL,
200,2026-04-03 14:18:29,wf_oi5000_full,15:55:00,both_sides,20.0,12.0,single,none,10,147,100.0,22765.0,0.0,12.31,0,inf,154.86,0,15.0,WF_FULL,
201,2026-04-03 14:19:10,fri_w10_d10,15:55:00,both_sides,10,10.0,single,none,10,94,100.0,16870.0,0.0,13.49,0,inf,179.47,0,30.0,CREATIVE,
202,2026-04-03 14:19:11,fri_w15_d10,15:55:00,both_sides,15,10.0,single,none,10,103,100.0,20590.0,0.0,12.44,0,inf,199.9,0,30.0,CREATIVE,
203,2026-04-03 14:19:12,fri_w20_d10,15:55:00,both_sides,20,10.0,single,none,10,105,100.0,19900.0,0.0,12.98,0,inf,189.52,0,15.0,CREATIVE,
204,2026-04-03 14:19:13,fri_w25_d10,15:55:00,both_sides,25,10.0,single,none,10,106,100.0,18606.0,0.0,13.0,0,inf,175.53,0,6.0,CREATIVE,
205,2026-04-03 14:19:15,fri_w30_d10,15:55:00,both_sides,30,10.0,single,none,10,85,100.0,18000.0,0.0,13.16,0,inf,211.76,0,30.0,CREATIVE,
206,2026-04-03 14:19:16,fri_w40_d10,15:55:00,both_sides,40,10.0,single,none,10,85,100.0,12740.0,0.0,13.05,0,inf,149.88,0,21.0,CREATIVE,
207,2026-04-03 14:19:17,fri_w50_d10,15:55:00,both_sides,50,10.0,single,none,10,85,100.0,10950.0,0.0,12.97,0,inf,128.82,0,18.0,CREATIVE,
208,2026-04-03 14:19:18,fri_w15_d8,15:55:00,both_sides,15,8,single,none,10,138,97.1,27420.0,-2270.0,7.92,12.08,6.48,241.94,-1250.0,-2270.0,CREATIVE,
209,2026-04-03 14:19:20,fri_w20_d8,15:55:00,both_sides,20,8,single,none,10,139,97.1,26998.0,-2270.0,8.75,11.89,8.48,226.73,-902.5,-2270.0,CREATIVE,
210,2026-04-03 14:19:21,fri_w25_d8,15:55:00,both_sides,25,8,single,none,10,140,97.1,26036.0,-2270.0,9.07,11.47,10.31,212.0,-699.0,-2270.0,CREATIVE,
211,2026-04-03 14:19:22,fri_w30_d8,15:55:00,both_sides,30,8,single,none,10,110,99.1,24600.0,-2270.0,8.92,10.84,11.84,246.51,-2270.0,-2270.0,CREATIVE,
215,2026-04-03 14:20:01,ultimate_combined_full,15:55:00,both_sides,15.0,10.0,single,none,10,192,99.5,32740.0,-325.0,11.91,100.74,101.74,173.12,-325.0,-325.0,CREATIVE,
216,2026-04-03 14:20:07,ultimate_v2_full,15:55:00,both_sides,15.0,10.0,single,none,15,192,99.5,38848.0,-325.0,12.03,119.53,120.53,205.09,-325.0,-325.0,CREATIVE,
217,2026-04-03 14:21:41,asym_put10_call15,15:55:00,always_call,20.0,15.0,single,none,10,229,98.3,31640.0,-5570.0,3.9,5.68,3.28,202.22,-3465.0,-5570.0,CREATIVE,
218,2026-04-03 14:21:44,asym_put10_call12,15:55:00,always_call,20.0,12.0,single,none,10,276,98.2,39120.0,-5570.0,4.61,7.02,3.7,197.9,-2902.0,-5570.0,CREATIVE,
219,2026-04-03 14:21:45,fri_q10,15:55:00,both_sides,15.0,10.0,single,none,10,103,100.0,20590.0,0.0,12.44,0,inf,199.9,0,30.0,CREATIVE,
220,2026-04-03 14:21:46,fri_q15,15:55:00,both_sides,15.0,10.0,single,none,15,103,100.0,26698.0,0.0,13.33,0,inf,259.2,0,15.0,CREATIVE,
221,2026-04-03 14:21:48,fri_q20,15:55:00,both_sides,15.0,10.0,single,none,20,85,100.0,32766.0,0.0,13.65,0,inf,385.48,0,23.0,CREATIVE,
222,2026-04-03 14:24:21,corrected_ultimate,15:55:00,both_sides,15.0,10.0,single,none,10,192,99.5,29683.0,-455.0,11.23,65.24,66.24,157.79,-455.0,-455.0,FINAL,
223,2026-04-03 14:24:28,simple_q7,15:55:00,both_sides,20.0,12.0,single,none,7,222,99.1,22736.0,-574.0,10.82,39.61,23.1,108.02,-514.5,-574.0,FINAL,
224,2026-04-03 14:24:35,zero_dd_q7,15:55:00,both_sides,20.0,12.0,single,none,7,161,100.0,17556.0,0.0,12.0,0,inf,109.04,0,21.0,FINAL,
225,2026-04-03 14:27:19,straddle_1.5x,11:00:00,always_put,10.0,10.0,single,none,1,111,97.3,3178.0,-1246.0,2.98,2.55,2.16,54.7,-910.0,-1246.0,CREATIVE,
226,2026-04-03 14:27:22,straddle_2.0x,11:00:00,always_put,10.0,10.0,single,none,1,24,100.0,854.0,0.0,20.81,0,inf,35.58,0,21.0,CREATIVE,
227,2026-04-03 14:27:25,straddle_2.5x,11:00:00,always_put,10.0,10.0,single,none,1,3,100.0,63.0,0.0,0,0,inf,21.0,0,21.0,CREATIVE,
228,2026-04-03 14:27:29,straddle_3.0x,11:00:00,always_put,10.0,10.0,single,none,1,1,100.0,21.0,0.0,0,0,inf,21.0,0,21.0,CREATIVE,
229,2026-04-03 14:28:00,vix_regime_switch,15:55:00,both_sides,10.0,10.0,single,none,1,148,99.3,11849.0,-1456.0,7.31,8.14,9.14,90.51,-1456.0,-1456.0,CREATIVE,
230,2026-04-03 14:28:33,tue_d12,15:55:00,both_sides,20.0,12,single,none,7,42,100.0,3367.0,0.0,14.25,0,inf,80.17,0,21.0,CREATIVE,
231,2026-04-03 14:28:35,tue_d15,15:55:00,both_sides,20.0,15,single,none,7,22,100.0,1372.0,0.0,22.2,0,inf,62.36,0,21.0,CREATIVE,
232,2026-04-03 14:28:36,tue_d18,15:55:00,both_sides,20.0,18,single,none,7,9,100.0,539.0,0.0,17.68,0,inf,59.89,0,21.0,CREATIVE,
233,2026-04-03 14:28:38,tue_d20,15:55:00,both_sides,20.0,20,single,none,7,7,100.0,217.0,0.0,28.81,0,inf,31.0,0,21.0,CREATIVE,
234,2026-04-03 14:28:39,dow_Mon_d15,15:55:00,both_sides,20.0,15.0,single,none,7,18,100.0,1743.0,0.0,11.4,0,inf,96.83,0,21.0,CREATIVE,
235,2026-04-03 14:28:40,dow_Tue_d15,15:55:00,both_sides,20.0,15.0,single,none,7,22,100.0,1372.0,0.0,22.2,0,inf,62.36,0,21.0,CREATIVE,
236,2026-04-03 14:28:41,dow_Wed_d15,15:55:00,both_sides,20.0,15.0,single,none,7,48,97.9,-7378.0,-12390.0,-1.55,-0.6,0.4,106.64,-12390.0,-12390.0,CREATIVE,
237,2026-04-03 14:28:43,dow_Thu_d15,15:55:00,both_sides,20.0,15.0,single,none,7,38,97.4,2513.0,-574.0,7.26,4.38,5.38,83.43,-574.0,-574.0,CREATIVE,
238,2026-04-03 14:28:44,dow_Fri_d15,15:55:00,both_sides,20.0,15.0,single,none,7,46,100.0,3836.0,0.0,12.52,0,inf,83.39,0,21.0,CREATIVE,
239,2026-04-03 14:29:27,optimal_perday,15:55:00,both_sides,20.0,10.0,single,none,7,199,99.5,20069.0,-574.0,11.03,34.96,35.96,104.26,-574.0,-574.0,CREATIVE,
240,2026-04-03 14:29:37,mtuf_d12_skipwedthu,15:55:00,both_sides,20.0,12.0,single,none,7,161,100.0,17556.0,0.0,12.0,0,inf,109.04,0,21.0,CREATIVE,
238,2026-04-03 14:48:02,year_2022,15:55:00,both_sides,20.0,12.0,single,none,7,51,100.0,5586.0,0.0,16.39,0,inf,109.53,0,21.0,VALIDATION,
239,2026-04-03 14:48:03,year_2023,15:55:00,both_sides,20.0,12.0,single,none,7,8,100.0,378.0,0.0,27.81,0,inf,47.25,0,21.0,VALIDATION,
240,2026-04-03 14:48:04,year_2024,15:55:00,both_sides,20.0,12.0,single,none,7,37,100.0,3682.0,0.0,13.76,0,inf,99.51,0,21.0,VALIDATION,
241,2026-04-03 14:48:05,year_2025,15:55:00,both_sides,20.0,12.0,single,none,7,38,100.0,4718.0,0.0,10.41,0,inf,124.16,0,21.0,VALIDATION,
242,2026-04-03 14:48:05,year_2026,15:55:00,both_sides,20.0,12.0,single,none,7,14,100.0,994.0,0.0,32.13,0,inf,71.0,0,21.0,VALIDATION,
243,2026-04-03 14:48:09,comm_0.0,15:55:00,both_sides,20.0,12.0,single,none,7,148,100.0,17430.0,0.0,14.64,0,inf,117.77,0,35.0,VALIDATION,
244,2026-04-03 14:48:14,comm_0.5,15:55:00,both_sides,20.0,12.0,single,none,7,148,100.0,15358.0,0.0,13.06,0,inf,103.77,0,21.0,VALIDATION,
245,2026-04-03 14:48:18,comm_0.65,15:55:00,both_sides,20.0,12.0,single,none,7,148,100.0,14736.4,0.0,12.57,0,inf,99.57,0,16.8,VALIDATION,
246,2026-04-03 14:48:23,comm_1.0,15:55:00,both_sides,20.0,12.0,single,none,7,148,100.0,13286.0,0.0,11.43,0,inf,89.77,0,7.0,VALIDATION,
247,2026-04-03 14:48:28,comm_1.5,15:55:00,both_sides,20.0,12.0,single,none,7,148,60.8,11214.0,-35.0,9.74,320.4,28.62,129.11,-7.0,-7.0,VALIDATION,
248,2026-04-03 14:48:33,timing_15:53,15:55:00,both_sides,20.0,12.0,single,none,7,207,96.1,11361.0,-6048.0,1.81,1.88,1.69,140.07,-2064.12,-5488.0,VALIDATION,
249,2026-04-03 14:48:38,timing_15:54,15:55:00,both_sides,20.0,12.0,single,none,7,177,95.5,6860.0,-5936.0,1.47,1.16,1.49,122.69,-1734.25,-3269.0,VALIDATION,
250,2026-04-03 14:48:43,timing_15:55,15:55:00,both_sides,20.0,12.0,single,none,7,148,100.0,15358.0,0.0,13.06,0,inf,103.77,0,21.0,VALIDATION,
251,2026-04-03 14:48:48,timing_15:56,15:55:00,both_sides,20.0,12.0,single,none,7,72,100.0,7707.0,0.0,12.47,0,inf,107.04,0,21.0,VALIDATION,
252,2026-04-03 14:48:53,mincredit_0.05,15:55:00,both_sides,20.0,12.0,single,none,7,148,100.0,15358.0,0.0,13.06,0,inf,103.77,0,21.0,VALIDATION,
253,2026-04-03 14:48:58,mincredit_0.1,15:55:00,both_sides,20.0,12.0,single,none,7,66,100.0,12796.0,0.0,20.53,0,inf,193.88,0,91.0,VALIDATION,
254,2026-04-03 14:49:03,mincredit_0.15,15:55:00,both_sides,20.0,12.0,single,none,7,66,100.0,12796.0,0.0,20.53,0,inf,193.88,0,91.0,VALIDATION,
255,2026-04-03 14:49:08,mincredit_0.2,15:55:00,both_sides,20.0,12.0,single,none,7,42,100.0,10612.0,0.0,25.87,0,inf,252.67,0,126.0,VALIDATION,
256,2026-04-03 14:49:13,mincredit_0.3,15:55:00,both_sides,20.0,12.0,single,none,7,23,100.0,7833.0,0.0,33.64,0,inf,340.57,0,196.0,VALIDATION,
