entry_date,entry_time,option_type,short_strike,long_strike,width,credit_received,entry_short_bid,entry_short_ask,entry_short_mid,entry_long_bid,entry_long_ask,entry_long_mid,qty,vix_level,strike_distance,opening_put_credit,opening_call_credit,pc_skew_ratio,ema13,ema48,outcome,pnl_earned,peak_pnl,close_date,close_time,win,loss
20220118,14:00:00,PUT,4555,4505,50.0,1.2000000000000002,1.35,1.5,1.425,0.1,0.15,0.125,2,22.88,33,,,,4584.72,4583.84,EXPIRATION,226.00000000000003,230.00000000000003,20220118,15:59:00,1,0
20220118,14:05:00,PUT,4560,4510,50.0,1.4500000000000002,1.6,1.7,1.65,0.1,0.15,0.125,2,22.88,30,,,,4586.62,4586.24,EXPIRATION,276.0,280.0,20220118,15:59:00,1,0
20220118,14:10:00,PUT,4560,4510,50.0,1.4000000000000001,1.55,1.65,1.6,0.05,0.15,0.1,2,22.88,30,,,,4587.62,4587.17,EXPIRATION,266.0,270.0,20220118,15:59:00,1,0
20220118,14:15:00,PUT,4560,4510,50.0,1.6,1.75,1.85,1.8,0.1,0.15,0.125,2,22.88,28,,,,4588.07,4586.93,EXPIRATION,306.0,310.0,20220118,15:59:00,1,0
20220418,14:00:00,PUT,4375,4325,50.0,1.2000000000000002,1.35,1.5,1.425,0.05,0.15,0.1,2,22.31,31,,,,4406.31,4406.0,PER_POS_SL,-304.0,120.00000000000004,20220418,15:29:00,0,1
20220627,14:10:00,PUT,3870,3810,60.0,1.4,1.5,1.6,1.55,0.0,0.1,0.05,2,27.09,29,,,,3899.01,3899.16,EXPIRATION,266.0,270.0,20220627,15:59:00,1,0
20220627,14:15:00,PUT,3875,3815,60.0,1.5999999999999999,1.7,1.75,1.725,0.05,0.1,0.075,2,27.09,28,,,,3899.84,3899.91,EXPIRATION,305.99999999999994,309.99999999999994,20220627,15:59:00,1,0
20220718,14:00:00,PUT,3825,3765,60.0,1.2,1.25,1.35,1.3,0.0,0.05,0.025,2,25.31,33,,,,3862.02,3864.03,PER_POS_SL,-623.9999999999999,200.0,20220718,15:39:00,0,1
20220916,14:00:00,PUT,3800,3740,60.0,1.2,1.3,1.35,1.325,0.05,0.1,0.075,2,26.23,44,,,,3843.54,3844.48,EXPIRATION,225.99999999999997,229.99999999999997,20220916,15:59:00,1,0
20220916,14:05:00,PUT,3810,3750,60.0,1.45,1.55,1.65,1.6,0.05,0.1,0.075,2,26.23,38,,,,3844.53,3844.96,EXPIRATION,276.0,280.0,20220916,15:59:00,1,0
