signal_date,trade_date,signal_mode,spx_close_signal,spx_close_exit,short_strike,long_strike,credit_received,spread_value_exit,raw_return,capped_return,pnl_earned,win,loss,equity_after,vix_level,variance_pct,rel_vol,rising_rocket,exhaustion_score,body_size,atr,rsi,stoch,gap_pct,cluster_count,dist_from_sma
20220323,20220324,dynamic,4456.12,4499.62,4440,4430,3.7279818717433955,0,0.5944,0.5944,354.63,1,0,100354.63,23.57,0.68,1.0,-0.001029,10.14,36.98,87.92,55.8,81.9,-0.4147,1,0.028624
20220802,20220803,dynamic,4091.36,4142.73,4085,4075,4.251410894946048,0,0.7396,0.66,394.0,1,0,100748.63,23.93,19.04,1.0,0.001022,35.28,12.85,72.4,73.3,87.3,-0.3499,2,0.038592
20230109,20230110,dynamic,3892.1,3886.63,3865,3855,2.730335056812123,0,0.3756,0.3756,223.35,1,0,100971.98,21.97,2.79,1.0,0.00979,10.13,18.72,64.53,54.1,68.6,0.4062,2,0.005112
20230124,20230125,dynamic,4016.82,4008.0,4005,4015,1.2499999999999998,3.0,-0.2,-0.2,-122.0,0,1,100849.98,19.2,79.2,1.0,0.012483,116.36,15.08,58.16,69.5,90.5,-0.4456,1,0.028423
20230125,20230126,dynamic,4016.17,4031.02,4075,4085,0.9664704468039531,0,0.107,0.107,62.19,1,0,100912.17,19.08,95.2,1.0,0.007877,140.03,33.46,59.1,67.5,90.2,-0.8492,0,0.026007
20230126,20230127,dynamic,4060.33,4092.76,4090,4100,0.95,2.76,-0.2,-0.2,-122.0,0,1,100790.17,18.73,97.43,1.0,0.010771,142.35,24.25,58.95,77.1,99.5,0.4957,0,0.034236
20230127,20230130,dynamic,4070.48,4043.15,4085,4095,1.0999999999999999,0,0.1236,0.1236,72.16,1,0,100862.33,18.51,47.86,1.0,0.008371,73.61,16.76,55.19,72.6,89.1,-0.1628,1,0.033039
20230130,20230131,dynamic,4017.9,4042.8,3995,3985,2.870856170471143,0,0.4027,0.4027,239.62,1,0,101101.95,19.94,4.87,1.0,-0.004568,16.96,31.37,54.81,64.4,64.8,-0.5211,2,0.017515
20230203,20230206,dynamic,4136.42,4109.14,4080,4070,0.9629542966153508,0,0.1066,0.1066,61.93,1,0,101163.88,18.33,22.14,1.0,0.007397,37.86,0.27,61.69,62.8,81.0,-1.0297,1,0.032005
20230208,20230209,dynamic,4117.91,4109.52,4115,4105,4.349838573328725,5.4799,-0.2,-0.2,-122.0,0,1,101041.88,19.63,13.81,1.0,-0.005771,29.82,35.56,63.26,69.5,73.9,-0.2536,2,0.018664
