signal_date,trade_date,signal_mode,spx_close_signal,spx_close_exit,short_strike,long_strike,credit_received,spread_value_exit,raw_return,capped_return,pnl_earned,win,loss,equity_after,vix_level,variance_pct,rel_vol,rising_rocket,exhaustion_score,body_size,atr,rsi,stoch,gap_pct,cluster_count,dist_from_sma
20220103,20220104,dynamic,4796.59,4793.53,4835.0,4845.0,1.9809259637256673,0,0.247,0.247,146.22,1,0,100146.22,16.6,99.87,1.0,0.0,148.72,18.45,38.47,nan,99.9,nan,0,0.0
20220104,20220105,dynamic,4793.53,4700.67,4830.0,4840.0,2.129922803117779,0,0.2706,0.2706,160.38,1,0,100306.6,16.91,43.43,1.0,-0.000319,69.79,10.98,41.41,0.0,58.5,0.1651,1,-0.000319
20220106,20220107,dynamic,4696.05,4677.02,4735.0,4745.0,2.281274670787184,0,0.2956,0.2956,175.33,1,0,100481.93,19.61,46.12,1.0,-0.010673,76.39,2.66,58.71,0.0,16.8,-0.1549,3,-0.010673
20220107,20220110,dynamic,4677.02,4670.29,4715.0,4725.0,2.22446529832996,0,0.2861,0.2861,169.65,1,0,100651.58,18.76,31.59,1.0,-0.01178,56.35,20.64,56.01,0.0,9.2,0.0343,4,-0.01178
20220110,20220111,dynamic,4670.29,4713.1,4710.0,4720.0,2.2056694253760725,3.1,-0.1147,-0.1147,-70.84,0,1,100580.74,19.4,96.99,1.0,-0.007907,146.86,14.95,62.47,0.0,37.2,-0.4635,3,-0.011026
20220111,20220112,dynamic,4713.1,4726.43,4750.0,4760.0,2.258228602518102,0,0.2917,0.2917,173.02,1,0,100753.76,18.41,98.64,1.0,0.00462,145.73,43.96,64.38,25.3,55.4,-0.0246,2,-0.001681
20220112,20220113,dynamic,4726.43,4659.25,4765.0,4775.0,2.0751440365374947,0,0.2619,0.2619,155.11,1,0,100908.87,17.62,46.82,1.0,0.006356,72.7,2.16,61.6,30.8,61.0,0.3287,2,0.001
20220114,20220118,dynamic,4662.82,4577.34,4700.0,4710.0,2.3104983681904514,0,0.3005,0.3005,178.28,1,0,101087.15,19.19,95.41,1.0,-0.005027,143.86,24.83,63.7,23.6,34.1,-0.4563,2,-0.009928
20220124,20220125,dynamic,4410.5,4356.45,4450.0,4460.0,2.971018064097052,0,0.4227,0.4227,251.61,1,0,101338.76,29.9,96.48,1.0,-0.015558,148.24,54.18,85.15,13.6,31.5,-0.9416,3,-0.048049
20220125,20220126,dynamic,4356.45,4349.78,4395.0,4405.0,3.0596101063097194,0,0.4408,0.4408,262.5,1,0,101601.26,31.16,55.96,1.0,-0.017939,92.17,10.19,90.83,12.5,23.3,-0.9944,2,-0.056193
